zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,lotId,latLong,variableData,badgeInfo,isSaved,buildingName,isBuilding,canSaveBuilding,has3DModel,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,availabilityCount,marketingTreatments,isInstantTourEnabled,isContactable,rawHomeStatusCd,marketingStatusSimplifiedCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate,rooms,zestimate,streetViewURL,streetViewMetadataURL
47.635025--122.32449,47.635025--122.32449,1whrhpanqcns7,https://photos.zillowstatic.com/fp/3a73d76ad8f7d0a9240dc411e7086edd-p_e.jpg,True,/apartments/seattle-wa/lake-union-terrace/5XjTSx/,FOR_RENT,Lake Union Terrace,"210 E Blaine St, Seattle, WA",210 E  Blaine St Apt 304,Seattle,WA,98102,"[{'price': '$1,750+', 'beds': '1', 'roomForRent': False}]",1001484635.0,"{'latitude': 47.635025, 'longitude': -122.32449}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Lake Union Terrace,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/3a73d76ad8f7d0a9240dc411e7086edd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/493440d8b482455d3c953cd1ff82f489-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c5de3725ee82b398462dfe7214b8d45c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/342e36ee6b5cb0527bdf311eea26fe48-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b201e64521025ca76c623977fdd821e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8101abaa52f5e6248b643266700fee35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68f26dd4a6b3a67b086c440a8bc0044f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46f0fc26eb721df5b7e1992726c04ff5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d83a1ba5711f389b682b4a4b05a81dcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/82cb8d58e646bd40057d90bfaf095461-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/041255dfb090c32a7466121d29c0a8b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9cd73d606b8c0ae87774e245a156955c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b29fa2e416caf46da0d697287f3dca10-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/731767254361a1083153e0156e4f0ee4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4728e054425496f4e5640a003b7226bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/122b60c1d528f9f50336188a1d1239b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/828843ddd63c89396930a0494ea557b6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8069c750e7f2d32cf7b9839aa8eac3a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5869085b2e4bdae46fdc3947ddafea96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75f69f8a46819470845b9f9ae70aa473-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11108c353aaf11b1ba715da8e6a74619-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2cae32a3c22e2a6aef7187fa0d62ab5b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ceced864a14c876198871a123045a927-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9b944cfb77b29c0eb454c46abbdadc5c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/40fdaa0e1b627bfe4da6409dde8e328d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d97638c5a97e00bd29130aa450acacff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bfc22be2ce7273fa6bdc0d1ea502dcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3aabd2e3cf80758a313dc0f16b1277b3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/96b332a2aa4cf41f4f83c434b84d0984-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/597343b9aaaba671f7aedadca87ce8d6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c4688f1c1576c85b2cd3b14244df975-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/daeb200f81b5f04ca444b04d60d87399-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0e77fa92d024b655cce998851baec972-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2519af396dd2ff6a68b24d4812538b04-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c0b67f62e51bf26672efecf6da1f509-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7b85a11c8f23f76263b00cc0e5cbc54-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/37c870afb2bd0d8b5fa6fe87c75f53c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ca3c81ddf1d9e882bf09e83e7ceb314-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/62d89c1901badc9bacf1e0a8dcb30394-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/80e433a2d641b81683beafd53690b771-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f1e222e2de026ab6edbac504e3cdc55e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c32c25cfd54c7b102718b98522c5edf2-p_e.jpg'}]",3.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.62535--122.320854,47.62535--122.320854,8tthkgb77nbn,https://photos.zillowstatic.com/fp/1ce793494099c48539278eaa3424cb68-p_e.jpg,True,/apartments/seattle-wa/700-broadway-apartments/5Xk2NJ/,FOR_RENT,700 Broadway Apartments,"700 Broadway E, Seattle, WA",700 Broadway E  Unit 218,Seattle,WA,98102,"[{'price': '$2,525+', 'beds': '1', 'roomForRent': False}]",1001546833.0,"{'latitude': 47.62535, 'longitude': -122.320854}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,700 Broadway Apartments,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/1ce793494099c48539278eaa3424cb68-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b96be8726b5e2342019b8ac379a417e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c629c5a8d86bb7c906496e8e11b937f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e9ac84560f3ead80ac4346216856dbd3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1aa0d87bcb2a1aac0443238427fec11-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e4f71b14dd5b02003e8c73cbdac4b5a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e93db32c58c996b66aa37d88967f53c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d3eaab2a1ab21a4cf2c6a70428ed8660-p_e.jpg'}]",3.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",True,True,,,,,,,,,,,,,,,,,,,,,,,,
2072005318,2072005318,4kc9egu0eygtn,https://photos.zillowstatic.com/fp/48a6b32925d561a6d2109da1f52f31cc-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/ht-hawthorne-apartments/5XjW8Q/,FOR_RENT,Apartment for rent,"HT Hawthorne Apartments, 1618 Bellevue Ave APT 712, Seattle, WA 98122",1618 Bellevue Ave APT 712,Seattle,WA,98122,,,"{'latitude': 47.61578, 'longitude': -122.32645}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,False,,,,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/48a6b32925d561a6d2109da1f52f31cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/89aadf25a1d3514a9a4da888f413d29f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/303a885397c6ada3bf3d476c69199a25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c7477a47151888cf86c262c906fd8a52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4116a44fe5f4130739164bca38049538-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f1a399225cfd2d0df5a066c50a3a5c4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/31b06b175e605cac23eb59cb41d55d7b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1dc62f6fd71f2f6a5562b50881b1907a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/885edbb012caefbb92cd4d0f365b4a35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2975329b12357bfbc9594afc7c43bc1d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cced30510a2230437a92be56729df723-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/201cd9bf2c1100e298d1b7f7ce34aa7b-p_e.jpg'}]",,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,ForRent,For Rent,$,"$2,250/mo",2250.0,False,1.0,1.0,635.0,False,"{'homeInfo': {'zpid': 2072005318, 'streetAddress': '1618 Bellevue Ave APT 712', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61578, 'longitude': -122.32645, 'price': 2250.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 635.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 44, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1945, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2250.0, 'timeOnZillow': 3861331000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 712', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-10 00:00:00,[],,,
47.617046--122.31728,47.617046--122.31728,8bywxf039squ,https://photos.zillowstatic.com/fp/104dfc85eda8f56e48d749f732b3283e-p_e.jpg,True,/apartments/seattle-wa/1711-12th-apartments/5ZXMs4/,FOR_RENT,1711 12th Apartments,"1711 12th Ave, Seattle, WA",1711 12th Ave Apt 304,Seattle,WA,98122,"[{'price': '$1,749+', 'beds': '1', 'roomForRent': False}]",1011941926.0,"{'latitude': 47.617046, 'longitude': -122.31728}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,1711 12th Apartments,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/104dfc85eda8f56e48d749f732b3283e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b82aee10d01f8fd1bf169f67914f55ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d6c23790a82253a619fddf6faac34b05-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bac395e5cdef1e2991aac98d750c880-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aae0f316280d6d7c73dcbfe0b9619426-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e7175f8a31af78715a6d700537c4128-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/32de683d820def1e3d2fa6fd8cd97fc4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2c47e094360c0ad8d61267cecc48e10a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44f8642273232059ca0276695f6d4442-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3a1740fe02a399458077c7de36a2b126-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/630a4066375bf94b2a322b465b41d609-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7e6af61af0c393ca5f984913d18204e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5871f427bb2ddaa325983f5d6e45aa2e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f377e94adb50581b96b4acec29414bd2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2135193fad874773d081c00edd34c0e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a9c090a4b0014b9c0ecf888f47755523-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d4fc3d68b3af773e780b4f407a7ae65-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8febb7d39cfa53e12155abf518b4248a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/10f792ba9874e4755979db50fb1ed7b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/092ab767e86cb94c59d996c70785c231-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9afba8aef3aef5dc23e216185053aee8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bdfd080122034f4f20187d511e558c9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f7c56ba0890851a91565178c2215be52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11a7c889faa8757af338ba2f5b77719d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/33f6586ea4f1aeb31fedf246d8939ed6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/620a4de61982fcee766745849d2d643b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/70c500874ce57e40d200404281f4adae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7fbe1225f873a0e62cbf7d8f36718fe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/64d300d9cc0712e16e2288c02b3b6d87-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9b61f805e0240f2cff0c3c43b52d080-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ebf1a0227f1866af806ad8d240e85021-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb73acd558091573d7a71b12cf97c491-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd0e8f8f59418cb301eb722c044262df-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/073258199548ac1dffff41bc211ed2f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/081851abe082a39fecb6cf9938697478-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ab098a0fdede43fd6c7a4301095f427f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/09d6266b5a99baf9b31ee2f9da261f01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bb33fb0d403a3716a72a4a8f962a6dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2a7770a999bbe6368f5420da5299c0a4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f39b66f22c7b171b8b97c1168cd1862-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d9a1ccd009fcb27669dab1be4addaba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/10726e012da73fb0c4df8484e32eebae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46ee2020177764406d3f420b95f449c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/857be09dca62781ec811ee732a769312-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/da17d4c1981a13d0de3a6c8c525c54ff-p_e.jpg'}]",3.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.619343--122.322525,47.619343--122.322525,2vtyg7c6w6kvt,https://photos.zillowstatic.com/fp/ea1812a4c6ba3147029a33de1fde26ce-p_e.jpg,True,/apartments/seattle-wa/ramayana-apartments/5ZnpT7/,FOR_RENT,Ramayana Apartments,"119 Harvard Ave E, Seattle, WA",119 Harvard Ave  E  # 307,Seattle,WA,98102,"[{'price': '$1,995+', 'beds': '1', 'roomForRent': False}]",1013405608.0,"{'latitude': 47.619343, 'longitude': -122.322525}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Ramayana Apartments,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/ea1812a4c6ba3147029a33de1fde26ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/390a3d41817ff6f718bc8c3e9f978db7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b146ba3624ac28f9342014841f63c1ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/42af9a0402261fa9f54bb145b3914117-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c6cd847e129f5e32f8cb4384aff18d2a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0effa387315172ac4886069f399ef17d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d14dfde6825164d90b7fd8a9ab08990f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5557f6df1e13257e845d355ec2249f46-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c5adf9c38f3738770a8caa587826d4de-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0e67f31fbcaa16af4a94e9a5b136494a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/057a4b0d05ad1f2c84ba5d98e3c55bf3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7db9e65ef748ac0f8263777bf8f44339-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/347b1e87247092e5a79eb72680f55385-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74ed2df2a4c6471b1c6a08e5870452ab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a1e41d44f4d18c256b1114d9420428e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d82def406514dded1af0e407d56848fa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2ce994f06d4e6b95938091033cf0768d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2601e940cc40eeae0a617171737e77e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d1a99f9c2afdad9ef718c5ccba3472e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2dc0606bd6680baa1ba497cdca29eef4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3955cd3b6a9a260d8b363774bb012206-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b70e6977fda7c04e8953aa1cebd391a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/97bcc6eb5e9c01ff423329b80578787d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7fea62a4efec2121cfdc6c9004d1be22-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8af1a12d773758c9f557e003ca273a0f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef80884c30c173fa6918351f12f9898f-p_e.jpg'}]",2.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.616154--122.32588,47.616154--122.32588,2ng7s9g1614bb,https://photos.zillowstatic.com/fp/454ddb547374c15f458389e0fd20453a-p_e.jpg,True,/apartments/seattle-wa/summit-place/9P5zyz/,FOR_RENT,Summit Place,"1629 Summit Ave, Seattle, WA",1629 Summit Ave  Apt 403,Seattle,WA,98122,"[{'price': '$1,795+', 'beds': '1', 'roomForRent': False}]",2087328508.0,"{'latitude': 47.616154, 'longitude': -122.32588}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Summit Place,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/454ddb547374c15f458389e0fd20453a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b80781cfcf5963b40e98959b9e447e96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c36d3a52e7d6abb540170e9b96d90855-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8ed0fe21639f4b3f410f26df404064fa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2f3eba3bde88ac3984b5d0f1d23a2e83-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/816af7b8db8445fb8d532ed3a9396465-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dda929c4fa77f0499b7bcdd1a9ba3727-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/40e046ff7ec69ccbd4a5e8fa7dc5bb9d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c4d25097ec5d0ccbe469b747c4817268-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6b9e535d5f638f68da3544188ae14a25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d92b16990ed5ece41aa411fa1a7d6685-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c83c041732eb2a9579ebd788e368a21e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ddb11e91b5c741ce26c982de23ae080e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/827eda94f7c31f522b76a88062c27525-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c39ec8764e3739117e19a043c61a99b2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f6bc814185eedbc592151c61bb4bec6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1b983183ece884b770585a6349ca59f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f5473d0b079df31743087ca294538b94-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cfbd0b140fd939f04653890ae5a07dd4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8afd5c31523f7446c5baec89bc6cc89f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8ca32c677968713cd22eb14cb64ed96e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fc5820dadbacdb8e371410a8731eb657-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/acdc500fa69809e785fc8ae0aec142df-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/051e6dd4ede20dd1497ed44c853b6de8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5c6e7101a99a0398d35557924bd27e12-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/35095704e22b3da5e82b211a2ed67118-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4147a4b52e0451514cf93c9194e2f971-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/21451e5c93501d669c945d0a7fc927d9-p_e.jpg'}]",4.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
