plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,availabilityDate
25w9nwwudycuz,https://photos.zillowstatic.com/fp/b04bda2227198a4fdff5d4d4b27da1f9-p_e.jpg,True,/apartments/seattle-wa/the-waverly/Bhkj6m/,FOR_RENT,The Waverly,"$2,497+/mo","210 8th Ave N, Seattle, WA",1.0,1.0,465.0,2460124858.0,"{'latitude': 47.61984, 'longitude': -122.341064}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",The Waverly,47.61984--122.341064,True,True,True,False,False,True,False,,False,85833000,20.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
4x2b5y2zreqn4,https://photos.zillowstatic.com/fp/56a5d3eb8f691131deb425a0df758583-p_e.jpg,True,/apartments/seattle-wa/ascent-south-lake-union/BKDCJK/,FOR_RENT,Ascent South Lake Union,"$2,984+/mo","1145 Republican St, Seattle, WA",1.0,1.0,669.0,2347472807.0,"{'latitude': 47.623024, 'longitude': -122.33482}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Ascent South Lake Union,47.623024--122.33482,True,True,True,False,False,True,False,,False,1735337000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
4j9t9q49sw94g,https://photos.zillowstatic.com/fp/ec5f3f4e270aaca2c366e36eb1676748-p_e.jpg,True,/apartments/seattle-wa/mresidences-south-lake-union/5Xk3r2/,FOR_RENT,mResidences South Lake Union,"$2,000+/mo","717 Dexter Ave N, Seattle, WA",1.0,1.0,607.0,1001550347.0,"{'latitude': 47.625988, 'longitude': -122.34274}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",mResidences South Lake Union,47.625988--122.34274,True,True,False,False,False,True,False,,False,1495279000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/09c9ec858e8091887f63fba412971a11-p_e.jpg,True,/apartments/seattle-wa/boxcar-south-lake-union/5XrCCB/,FOR_RENT,Apartment for rent,"$1,926/mo","975 John St #408, Seattle, WA 98109",,,,,"{'latitude': 47.619514, 'longitude': -122.33754}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,9277080000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",2076747709,ForRent,For Rent,$1.9K,1.0,1.0,577.0,"{'homeInfo': {'zpid': 2076747709, 'streetAddress': '975 John St #408', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.619514, 'longitude': -122.33754, 'price': 1926.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 577.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2298, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1926.0, 'timeOnZillow': 9277080000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 408', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
,https://photos.zillowstatic.com/fp/6dbb2d50c12f49de0ffaa56b6b3b663d-p_e.jpg,True,/apartments/seattle-wa/shoresmith/9P5w9v/,FOR_RENT,Apartment for rent,"$2,640/mo","1170 Republican St #506, Seattle, WA 98109",,,,,"{'latitude': 47.62327, 'longitude': -122.333374}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,2706487000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",2068538465,ForRent,For Rent,$2.6K,1.0,1.0,698.0,"{'homeInfo': {'zpid': 2068538465, 'streetAddress': '1170 Republican St #506', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62327, 'longitude': -122.333374, 'price': 2640.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 698.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2947, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2640.0, 'timeOnZillow': 2706487000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 506', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-01-08 00:00:00
4zbw3jx92zqbs,https://photos.zillowstatic.com/fp/a58821a4a139d729740e00d9543d7a6c-p_e.jpg,True,/apartments/seattle-wa/rollin-street-flats/5XkGYp/,FOR_RENT,Rollin Street Flats,"$3,211+/mo","120 Westlake Ave N, Seattle, WA",1.0,1.0,832.0,1001576111.0,"{'latitude': 47.61922, 'longitude': -122.33795}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Rollin Street Flats,47.61922--122.33795,True,True,False,False,False,True,False,,False,2177723000,6.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
3617vr3nfw3jf,https://photos.zillowstatic.com/fp/08cf45216fc8bee15c131be0a30f1622-p_e.jpg,True,/apartments/seattle-wa/alcyone/5XjSx7/,FOR_RENT,Alcyone,"$2,196+/mo","301 Minor Ave N, Seattle, WA",1.0,1.0,550.0,1001483369.0,"{'latitude': 47.621315, 'longitude': -122.33335}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Alcyone,47.621315--122.33335,True,True,True,False,False,True,False,,False,3390213000,6.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/40bb12c8dc216b0bd55cae1efcd3af7c-p_e.jpg,True,/apartments/seattle-wa/1611-on-lake-union/5XjMv4/,FOR_RENT,Apartment for rent,"$2,927/mo","1611 8th Ave N #203, Seattle, WA 98109",,,,,"{'latitude': 47.63341, 'longitude': -122.341446}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,7453533000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",2079971877,ForRent,For Rent,$2.9K,2.0,2.0,853.0,"{'homeInfo': {'zpid': 2079971877, 'streetAddress': '1611 8th Ave N #203', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.63341, 'longitude': -122.341446, 'price': 2927.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 853.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2771, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2927.0, 'timeOnZillow': 7453533000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 203', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-02-28 00:00:00
,https://photos.zillowstatic.com/fp/3179f8a81257c950e92110036ce569ed-p_e.jpg,True,/apartments/seattle-wa/bell-view-apartments/9VWLxR/,FOR_RENT,Apartment for rent,"$2,695/mo","736 Bellevue Pl E #202, Seattle, WA 98102",,,,,"{'latitude': 47.62611, 'longitude': -122.32767}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,5701739000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",2073198289,ForRent,For Rent,$2.7K,2.0,1.0,830.0,"{'homeInfo': {'zpid': 2073198289, 'streetAddress': '736 Bellevue Pl E #202', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62611, 'longitude': -122.32767, 'price': 2695.0, 'datePriceChanged': 1736928000000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 830.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2245, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2695.0, 'priceChange': -50, 'timeOnZillow': 5701739000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-01-11 00:00:00
,https://photos.zillowstatic.com/fp/41c17c1594abb6391d473098f8d6f62e-p_e.jpg,True,/apartments/seattle-wa/mercer-vista-apartments/5XrCx5/,FOR_RENT,Apartment for rent,"$1,550/mo","401 E Mercer St APT 102, Seattle, WA 98102",,,,,"{'latitude': 47.6242, 'longitude': -122.32632}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,277650000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2078583781,ForRent,For Rent,$1.6K,1.0,1.0,560.0,"{'homeInfo': {'zpid': 2078583781, 'streetAddress': '401 E Mercer St APT 102', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6242, 'longitude': -122.32632, 'price': 1550.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 560.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1638, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1550.0, 'timeOnZillow': 277650000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 102', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-03-15 00:00:00
83pukmqz2w3h,https://photos.zillowstatic.com/fp/5a810dcda81ca63bfa9c3eaaba2fd11f-p_e.jpg,True,/apartments/seattle-wa/orion/BLCpxW/,FOR_RENT,Orion,"$1,699+/mo","910 John St, Seattle, WA",1.0,1.0,548.0,2353193567.0,"{'latitude': 47.619965, 'longitude': -122.3394}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Orion,47.619965--122.3394,True,True,False,False,False,True,False,,False,110400000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/36878d82f2494a4103fe3a57a63e59bd-p_e.jpg,True,/apartments/seattle-wa/dakar/5ZwxNS/,FOR_RENT,Apartment for rent,"$1,495/mo","520 Summit Ave E #101, Seattle, WA 98102",,,,,"{'latitude': 47.62392, 'longitude': -122.32495}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,12935291000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",439750130,ForRent,For Rent,$1.5K,1.0,1.0,650.0,"{'homeInfo': {'zpid': 439750130, 'streetAddress': '520 Summit Ave E #101', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62392, 'longitude': -122.32495, 'price': 1495.0, 'datePriceChanged': 1727852400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1495.0, 'priceChange': -40, 'timeOnZillow': 12935291000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 101', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
1ukugy8ry8eyg,https://photos.zillowstatic.com/fp/cce3178d4f30c2c4e9bc1ff021beec13-p_e.jpg,True,/apartments/seattle-wa/skyglass/CgqPq7/,FOR_RENT,Skyglass,"$3,083+/mo","757 Thomas St, Seattle, WA",1.0,1.0,555.0,2737269218.0,"{'latitude': 47.62069, 'longitude': -122.34198}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Skyglass,47.62069--122.34198,True,True,False,False,False,True,False,,False,15235285000,15.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/75c0adc63492d96f7e80c21bb8345d97-p_e.jpg,True,/apartments/seattle-wa/mercerview-apartments/5XjQKV/,FOR_RENT,Apartment for rent,"$2,135/mo","1200 Mercer St APT 104, Seattle, WA 98109",,,,,"{'latitude': 47.62445, 'longitude': -122.33268}","{'type': 'TIME_ON_INFO', 'text': '29 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,2568398000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2079241136,ForRent,For Rent,$2.1K,1.0,1.0,864.0,"{'homeInfo': {'zpid': 2079241136, 'streetAddress': '1200 Mercer St APT 104', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62445, 'longitude': -122.33268, 'price': 2135.0, 'datePriceChanged': 1736409600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 864.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2665, 'listing_sub_type': {}, 'priceReduction': '$60 (Jan 9)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2135.0, 'priceChange': -60, 'timeOnZillow': 2568398000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 104', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
qj48m3b916gk,https://photos.zillowstatic.com/fp/d89eb1682d5a7cb29a3374f2d14541a0-p_e.jpg,True,/apartments/seattle-wa/stream-403/9VWLTn/,FOR_RENT,Stream 403,"$1,795+/mo","403 Belmont Ave E, Seattle, WA",1.0,1.0,503.0,2118662773.0,"{'latitude': 47.622154, 'longitude': -122.32439}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Stream 403,47.622154--122.32439,True,True,True,False,False,True,False,,False,4502031000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/632ccb3ac340796f6513036ee2b3b64d-p_e.jpg,True,/apartments/seattle-wa/bel-15/5bYLq5/,FOR_RENT,Apartment for rent,"$1,750/mo","316 Bellevue Ave E APT 201, Seattle, WA 98102",,,,,"{'latitude': 47.621326, 'longitude': -122.32622}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6209850000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2091385906,ForRent,For Rent,$1.8K,1.0,1.0,650.0,"{'homeInfo': {'zpid': 2091385906, 'streetAddress': '316 Bellevue Ave E APT 201', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621326, 'longitude': -122.32622, 'price': 1750.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1698, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1750.0, 'timeOnZillow': 6209850000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 201', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
,https://photos.zillowstatic.com/fp/80907168b2f573c85e7b2557d8355243-p_e.jpg,True,/homedetails/600-Bellevue-Ave-E-E04A66A83-Seattle-WA-98102/346267007_zpid/,FOR_RENT,Apartment for rent,"$1,950+/mo","600 Bellevue Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.62455, 'longitude': -122.326355}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,26173940000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",346267007,ForRent,For Rent,$2.0K,1.0,1.0,740.0,"{'homeInfo': {'zpid': 346267007, 'streetAddress': '600 Bellevue Ave E #E04A66A83', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62455, 'longitude': -122.326355, 'price': 1950.0, 'datePriceChanged': 1725001200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 740.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1950.0, 'priceChange': -250, 'timeOnZillow': 26173940000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# e04a66a83', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
,https://photos.zillowstatic.com/fp/0178d877cb5c5f6ad7f6a4963fd163e5-p_e.jpg,True,/apartments/seattle-wa/galleon/5jF2pJ/,FOR_RENT,Apartment for rent,"$2,395/mo","1221 Taylor Ave N APT 503, Seattle, WA 98109",,,,,"{'latitude': 47.63027, 'longitude': -122.34672}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,9200730000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2092494133,ForRent,For Rent,$2.4K,2.0,2.0,850.0,"{'homeInfo': {'zpid': 2092494133, 'streetAddress': '1221 Taylor Ave N APT 503', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.63027, 'longitude': -122.34672, 'price': 2395.0, 'datePriceChanged': 1737705600000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 850.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2947, 'listing_sub_type': {}, 'priceReduction': '$100 (Jan 24)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2395.0, 'priceChange': -100, 'timeOnZillow': 9200730000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 503', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
,https://photos.zillowstatic.com/fp/63cc97594e4d993116c3952cafe5195e-p_e.jpg,True,/apartments/seattle-wa/the-blackstone-apartments/5XkPbB/,FOR_RENT,Apartment for rent,"$2,025/mo","222 Summit Ave E #303, Seattle, WA 98102",,,,,"{'latitude': 47.6204, 'longitude': -122.324936}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6390314000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2078032729,ForRent,For Rent,$2.0K,1.0,1.0,885.0,"{'homeInfo': {'zpid': 2078032729, 'streetAddress': '222 Summit Ave E #303', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6204, 'longitude': -122.324936, 'price': 2025.0, 'datePriceChanged': 1737100800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 885.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1921, 'listing_sub_type': {}, 'priceReduction': '$70 (Jan 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2025.0, 'priceChange': -70, 'timeOnZillow': 6390314000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 303', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-01-10 00:00:00
2zdkbj30ugt9k,https://photos.zillowstatic.com/fp/b6d0e41859afb3e07b57e3dd636571bb-p_e.jpg,True,/apartments/seattle-wa/helm/BMmHrn/,FOR_RENT,Helm,"$3,575+/mo","602 Terry Ave N, Seattle, WA",1.0,1.0,841.0,2362189882.0,"{'latitude': 47.625153, 'longitude': -122.336845}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Helm,47.625153--122.336845,True,True,True,False,False,True,False,,False,1627977000,6.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
5bzg6r4rea69v,https://photos.zillowstatic.com/fp/f992a7c62eb45811fa6831a966819c31-p_e.jpg,True,/apartments/seattle-wa/hawaiian-apartments/5bFm6X/,FOR_RENT,Hawaiian Apartments,"$1,695+/mo","235 Bellevue Ave E, Seattle, WA",1.0,1.0,650.0,1015988174.0,"{'latitude': 47.62037, 'longitude': -122.32682}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Hawaiian Apartments,47.62037--122.32682,True,True,False,False,False,True,False,,False,7067464000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
3kjgc5vn41y4m,https://photos.zillowstatic.com/fp/8adcc89ca4059b1feee3d56240fd4877-p_e.jpg,True,/apartments/seattle-wa/alt-capitol-hill/Cj8ftb/,FOR_RENT,Alt Capitol Hill,"$2,029+/mo","421 Belmont Ave E, Seattle, WA",1.0,1.0,343.0,2744830138.0,"{'latitude': 47.622635, 'longitude': -122.32429}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Alt Capitol Hill,47.622635--122.32429,True,True,True,False,False,True,False,,False,25677290000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,
5vq6wterdf62,https://photos.zillowstatic.com/fp/4ed0bf3c94c9df14298671a651d95383-p_e.jpg,True,/apartments/seattle-wa/stream-dexios/9VWjdQ/,FOR_RENT,Stream Dexios,"$1,695+/mo","1600 Dexter Ave N, Seattle, WA",1.0,1.0,513.0,2118708766.0,"{'latitude': 47.633205, 'longitude': -122.341934}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Stream Dexios,47.633205--122.341934,True,True,True,False,False,True,False,,False,355035000,6.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
