plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,availabilityDate
,https://photos.zillowstatic.com/fp/ffa36e40b4acddfc9965eefa291ca389-p_e.jpg,True,/apartments/seattle-wa/dumar-apartments/5jDznb/,FOR_RENT,Apartment for rent,"$1,425/mo","520 Bellevue Ave E #203, Seattle, WA 98102",,,,,"{'latitude': 47.623833, 'longitude': -122.32623}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6801924000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2072072556,ForRent,For Rent,$1.4K,1.0,1.0,598.0,"{'homeInfo': {'zpid': 2072072556, 'streetAddress': '520 Bellevue Ave E #203', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.623833, 'longitude': -122.32623, 'price': 1425.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 598.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1642, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1425.0, 'timeOnZillow': 6801924000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 203', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
4csfgmpawef2c,https://photos.zillowstatic.com/fp/e08ce2b609818c78cb44fe708e894693-p_e.jpg,True,/apartments/seattle-wa/union-bay/5XjTMM/,FOR_RENT,Union Bay,"$2,211+/mo","526 Yale Ave N, Seattle, WA",1.0,1.0,615.0,1001484361.0,"{'latitude': 47.62398, 'longitude': -122.33033}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Union Bay,47.62398--122.33033,True,True,False,False,False,True,False,,False,16100346000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
5cynvj2a29mwk,https://photos.zillowstatic.com/fp/252d0f22f0a463f39588114aa01a1143-p_e.jpg,True,/apartments/seattle-wa/amli-south-lake-union/5Z2cjw/,FOR_RENT,AMLI South Lake Union,"$2,333+/mo","1260 Republican St, Seattle, WA",1.0,1.0,605.0,1008913965.0,"{'latitude': 47.623405, 'longitude': -122.330956}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",AMLI South Lake Union,47.623405--122.330956,True,True,True,False,False,True,False,,False,10443038000,16.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
93q83guxfmdh,https://photos.zillowstatic.com/fp/3ac451f92debaf71b250b4d12c69892a-p_e.jpg,True,/apartments/seattle-wa/mera/9WS7pB/,FOR_RENT,Mera,"$4,210+/mo","630 Boren Ave N, Seattle, WA",1.0,1.0,714.0,2124048970.0,"{'latitude': 47.625458, 'longitude': -122.335495}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Mera,47.625458--122.335495,True,True,True,False,False,True,False,,False,4587413000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,
4ecfdrgahntxm,https://photos.zillowstatic.com/fp/c11b761cfe2e38cf91b20f42684b1e50-p_e.jpg,True,/apartments/seattle-wa/cascade/9VWk6d/,FOR_RENT,Cascade,"$2,313+/mo","221 Minor Ave N, Seattle, WA",1.0,1.0,542.0,2118709855.0,"{'latitude': 47.620327, 'longitude': -122.33334}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Cascade,47.620327--122.33334,True,True,True,False,False,True,False,,False,884573000,14.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
4k09ztevzgbgz,https://photos.zillowstatic.com/fp/42e9164f239775dfef20ebb688e34d7e-p_e.jpg,True,/apartments/seattle-wa/dexter-hayes/65jJ8J/,FOR_RENT,Dexter Hayes,"$1,799+/mo","1701 Dexter Ave N, Seattle, WA",1.0,1.0,512.0,1151347036.0,"{'latitude': 47.63412, 'longitude': -122.34247}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Dexter Hayes,47.63412--122.34247,True,True,True,False,False,True,False,,False,101139000,8.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
18scsjzq0j3du,https://photos.zillowstatic.com/fp/45ebabc6a0d746fe15704be609e68028-p_e.jpg,True,/apartments/seattle-wa/viewmont-apartments/5jDznK/,FOR_RENT,Viewmont Apartments,"$1,150+/mo","219 Bellevue Ave, Seattle, WA",1.0,1.0,485.0,1050487397.0,"{'latitude': 47.620132, 'longitude': -122.32675}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Viewmont Apartments,47.620132--122.32675,True,True,True,False,False,True,False,,False,4020477000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
2dwzzs20y8hme,https://photos.zillowstatic.com/fp/34b9ccf40b3bcf39a757a53dedd76024-p_e.jpg,True,/apartments/seattle-wa/alley-south-lake-union/5XrWJf/,FOR_RENT,Alley South Lake Union,"$2,389+/mo","241 Yale Ave N, Seattle, WA",1.0,1.0,670.0,1002194925.0,"{'latitude': 47.62028, 'longitude': -122.3314}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Alley South Lake Union,47.62028--122.3314,True,True,False,False,False,True,False,,False,102017000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/0f21992a1e9652383d0ce0569cba1fa7-p_e.jpg,True,/apartments/seattle-wa/kam-lo-apartments/ChH54w/,FOR_RENT,Apartment for rent,"$5,000/mo","221 Summit Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.620365, 'longitude': -122.32579}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,165009000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2067946812,ForRent,For Rent,$5.0K,2.0,1.0,10.0,"{'homeInfo': {'zpid': 2067946812, 'streetAddress': '221 Summit Ave E', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.620365, 'longitude': -122.32579, 'price': 5000.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 10.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2110, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5000.0, 'timeOnZillow': 165009000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
4qt479ezu6916,https://photos.zillowstatic.com/fp/8f8decb31217a7f9ce5c36720ce64e33-p_e.jpg,True,/apartments/seattle-wa/queens-oaks/9VWkf7/,FOR_RENT,Queens Oaks,"$1,375+/mo","718 4th Ave N, Seattle, WA",1.0,1.0,475.0,2118711201.0,"{'latitude': 47.626125, 'longitude': -122.34872}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Queens Oaks,47.626125--122.34872,True,True,False,False,False,True,False,,False,4649856000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
204vkagrvh7j9,https://photos.zillowstatic.com/fp/2512dac74f9a3a6c13a2db0f09705ef4-p_e.jpg,True,/apartments/seattle-wa/mark-on-8th/65frLz/,FOR_RENT,Mark on 8th,"$2,170+/mo","285 8th Ave N, Seattle, WA",1.0,1.0,561.0,1151059440.0,"{'latitude': 47.620712, 'longitude': -122.34145}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Mark on 8th,47.620712--122.34145,True,True,False,False,False,True,False,,False,1986232000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
1p8tmbxjh5pxv,https://photos.zillowstatic.com/fp/e47d3c55205e22b8c103f2808d31a784-p_e.jpg,True,/apartments/seattle-wa/kiara/BL8Ndp/,FOR_RENT,Kiara,"$2,517+/mo","111 Terry Ave N, Seattle, WA",1.0,1.0,495.0,2352789478.0,"{'latitude': 47.618786, 'longitude': -122.33755}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Kiara,47.618786--122.33755,True,True,True,False,False,True,False,,False,171013000,27.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/c17d1493c4fb5aafda7536b8cd622c94-p_e.jpg,True,/apartments/seattle-wa/615-summit-apartments/5jF2nt/,FOR_RENT,Apartment for rent,"$1,650/mo","615 Summit Ave E #8, Seattle, WA 98102",,,,,"{'latitude': 47.624783, 'longitude': -122.32568}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,320680000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",445963952,ForRent,For Rent,$1.7K,1.0,1.0,451.0,"{'homeInfo': {'zpid': 445963952, 'streetAddress': '615 Summit Ave E #8', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.624783, 'longitude': -122.32568, 'price': 1650.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 451.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'timeOnZillow': 320680000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 8', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-01-10 00:00:00
,https://photos.zillowstatic.com/fp/146804277292ca19ac335d85b43ba403-p_e.jpg,True,/apartments/seattle-wa/red-lion/5jDznQ/,FOR_RENT,Apartment for rent,"$1,575/mo","328 Bellevue Ave E #107, Seattle, WA 98102",,,,,"{'latitude': 47.621708, 'longitude': -122.32622}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,10321831000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",440899617,ForRent,For Rent,$1.6K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 440899617, 'streetAddress': '328 Bellevue Ave E #107', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621708, 'longitude': -122.32622, 'price': 1575.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1575.0, 'timeOnZillow': 10321831000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 107', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
,https://photos.zillowstatic.com/fp/cca711e1738703481d130a7fc052a62d-p_e.jpg,True,/apartments/seattle-wa/roundcliffe-apartments/5Xm8rb/,FOR_RENT,Apartment for rent,"$2,495/mo","845 Bellevue Pl E #208, Seattle, WA 98102",,,,,"{'latitude': 47.627144, 'longitude': -122.327065}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1256201000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2068833447,ForRent,For Rent,$2.5K,2.0,1.0,927.0,"{'homeInfo': {'zpid': 2068833447, 'streetAddress': '845 Bellevue Pl E #208', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.627144, 'longitude': -122.327065, 'price': 2495.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 927.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2344, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2495.0, 'timeOnZillow': 1256201000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 208', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-02-05 00:00:00
,https://photos.zillowstatic.com/fp/9ac53a432c4761d10e641cdb63fd0276-p_e.jpg,True,/apartments/seattle-wa/catalina-apartments/5jDznX/,FOR_RENT,Apartment for rent,"$1,545/mo","509 Bellevue Ave E APT 208, Seattle, WA 98102",,,,,"{'latitude': 47.623463, 'longitude': -122.32696}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,7053889000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",442358736,ForRent,For Rent,$1.5K,1.0,1.0,513.0,"{'homeInfo': {'zpid': 442358736, 'streetAddress': '509 Bellevue Ave E APT 208', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.623463, 'longitude': -122.32696, 'price': 1545.0, 'datePriceChanged': 1737705600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 513.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 24)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1545.0, 'priceChange': -50, 'timeOnZillow': 7053889000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 208', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
am0684krr2k5,https://photos.zillowstatic.com/fp/4b01ad5c9aabb300fa172ed64e6edeaa-p_e.jpg,True,/apartments/seattle-wa/the-cairns/5Xk283/,FOR_RENT,The Cairns,"$2,238+/mo","422 Yale Ave N, Seattle, WA",1.0,1.0,795.0,1001546232.0,"{'latitude': 47.622467, 'longitude': -122.33007}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Cairns,47.622467--122.33007,True,True,True,False,False,True,False,,False,23640000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/03dab9a08a50f6667279e889714a9cd6-p_e.jpg,True,/apartments/seattle-wa/aqua-terrazza-apartments/5XjDbB/,FOR_RENT,Apartment for rent,"$1,595/mo","1020 5th Ave N APT 10, Seattle, WA 98109",,,,,"{'latitude': 47.62867, 'longitude': -122.34723}","{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,834670000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",441796409,ForRent,For Rent,$1.6K,1.0,1.0,650.0,"{'homeInfo': {'zpid': 441796409, 'streetAddress': '1020 5th Ave N APT 10', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62867, 'longitude': -122.34723, 'price': 1595.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1595.0, 'timeOnZillow': 834670000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 10', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-01-10 00:00:00
mvb30kbk5bze,https://photos.zillowstatic.com/fp/2faeb7dc84c6c1d72e7c6406a75566a3-p_e.jpg,True,/apartments/seattle-wa/onni-south-lake-union/C3hrWK/,FOR_RENT,Onni South Lake Union,"$2,633+/mo","112 Boren Ave N, Seattle, WA",1.0,1.0,528.0,2552141789.0,"{'latitude': 47.6186, 'longitude': -122.3356}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Onni South Lake Union,47.6186--122.3356,True,True,False,False,False,True,False,,False,113849000,38.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
4uq1w5ugn5181,https://photos.zillowstatic.com/fp/96871cdaeb290a902daab0d95440cebb-p_e.jpg,True,/apartments/seattle-wa/union-slu/95xHNT/,FOR_RENT,Union SLU,"$2,115+/mo","905 Dexter Ave N, Seattle, WA",1.0,1.0,544.0,2000065118.0,"{'latitude': 47.627815, 'longitude': -122.34273}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Union SLU,47.627815--122.34273,True,True,True,False,False,True,False,,False,105388000,9.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,
b2d81ux43u19,https://photos.zillowstatic.com/fp/9d52268c4aa47a74575bdef4daa38f87-p_e.jpg,True,/apartments/seattle-wa/taylor-28/5Xj9gd/,FOR_RENT,Taylor 28,"$2,032+/mo","100 Taylor Ave N, Seattle, WA",1.0,1.0,671.0,1001446743.0,"{'latitude': 47.6191, 'longitude': -122.3461}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Taylor 28,47.6191--122.3461,True,True,True,False,False,True,False,,False,455641000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
50d658jqm41c,https://photos.zillowstatic.com/fp/aeb60f64b2e57cb4339891fedbce2c80-p_e.jpg,True,/apartments/seattle-wa/chroma/BK36fD/,FOR_RENT,Chroma,"$1,890+/mo","1212 Harrison St, Seattle, WA",1.0,1.0,475.0,2346402838.0,"{'latitude': 47.622112, 'longitude': -122.332634}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Chroma,47.622112--122.332634,True,True,False,False,False,True,False,,False,18164489000,25.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/2d3757ceea38c6f5cd2d6ff52427ffa4-p_e.jpg,True,/apartments/seattle-wa/joey-ray/5b6qdd/,FOR_RENT,Apartment for rent,"$1,895+/mo","331 Bellevue Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.621735, 'longitude': -122.32695}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1275837000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",399213730,ForRent,For Rent,$1.9K,1.0,1.0,750.0,"{'homeInfo': {'zpid': 399213730, 'streetAddress': '331 Bellevue Ave E #1B-1BA-750SQFT', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621735, 'longitude': -122.32695, 'price': 1895.0, 'datePriceChanged': 1737792000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 750.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$5 (Jan 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1895.0, 'priceChange': -5, 'timeOnZillow': 1275837000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-750Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
4fefanrn8u3yu,https://photos.zillowstatic.com/fp/eedd734335ee7f9d6fa704e634824140-p_e.jpg,True,/apartments/seattle-wa/the-illiad/5jDznD/,FOR_RENT,The Illiad,"$2,095+/mo","112 Bellevue Ave E, Seattle, WA",2.0,1.0,800.0,1050487392.0,"{'latitude': 47.619022, 'longitude': -122.3263}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Illiad,47.619022--122.3263,True,True,False,False,False,True,False,,False,782054000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
224c4p45xmn1m,https://photos.zillowstatic.com/fp/47b81e114f41567ffa9a453d5f1830c4-p_e.jpg,True,/apartments/seattle-wa/delmont-apartments-llc/5XsS6s/,FOR_RENT,Delmont Apartments LLC,"$1,600+/mo","403 Roy St, Seattle, WA",1.0,1.0,625.0,1002304891.0,"{'latitude': 47.62531, 'longitude': -122.348625}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Delmont Apartments LLC,47.62531--122.348625,True,True,False,False,False,True,False,,False,1943486000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
tk9e4e57mmh1,https://photos.zillowstatic.com/fp/a7cf208ad3a8ff2d394cabcd5396222e-p_e.jpg,True,/apartments/seattle-wa/ben-lomond/5XmyBs/,FOR_RENT,Ben Lomond,"$1,495+/mo","1027 Bellevue Ct E, Seattle, WA",1.0,1.0,695.0,1001776867.0,"{'latitude': 47.6275, 'longitude': -122.32743}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Ben Lomond,47.6275--122.32743,True,True,False,False,False,True,False,,False,7304132000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/e6a8320ae550ccb1c7649b1d58f0092d-p_e.jpg,True,/apartments/seattle-wa/mark-spencer/5jDznf/,FOR_RENT,Apartment for rent,"$2,050/mo","727 Bellevue Ave E #306, Seattle, WA 98102",,,,,"{'latitude': 47.626102, 'longitude': -122.32715}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,9829424000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2064168974,ForRent,For Rent,$2.1K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 2064168974, 'streetAddress': '727 Bellevue Ave E #306', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.626102, 'longitude': -122.32715, 'price': 2050.0, 'datePriceChanged': 1734336000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1855, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2050.0, 'priceChange': 55, 'timeOnZillow': 9829424000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 306', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,
