Dist,providerListingId,detailUrl,address,addressStreet,addressCity,addressState,addressZipcode,latLong,buildingName,isBuilding,availabilityCount,isInstantTourEnabled,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,availabilityDate,latitude,longitude,crime_cnt_2b,safety_pr,nearest_supermarket,nearest_supermarket_distance_meters,supermarket_duration_seconds,supermarket_commute_fare,supermarket_location,nearest_park,nearest_park_distance_meters,nearest_park_seconds,park_commute_fare,park_location,office_trans_dist_car,office_trans_duration_car,office_trans_cost_car,office_trans_dist_transit,office_trans_duration_transit,office_trans_cost_transit,school_trans_dist_car,school_trans_duration_car,school_trans_cost_car,school_trans_dist_transit,school_trans_duration_transit,school_trans_cost_transit
SLU,1frt4x5ca44ya,https://www.zillow.com/homedetails/1768-Aurora-Ave-N-APT-303-Seattle-WA-98109/48740511_zpid/,"1768 Aurora Ave N APT 303, Seattle, WA 98109",1768 Aurora Ave N APT 303,Seattle,WA,98109,"{'latitude': 47.63552, 'longitude': -122.343056}",,,,,$,3500,3500.0,False,2.0,2.0,1329.0,2025-01-10 00:00:00,47.63552,-122.343056,2,86.57243816254417,Eastlake Market,1290,1066,,,Kerry Park,322.0,253.0,,"{'lat': 47.6294692, 'lng': -122.3599224}",1969,430,,2033,808,,5393,643,,6127,1956,
SLU,56ecfzyr67kbf,https://www.zillow.com/homedetails/522-Lee-St-B-Seattle-WA-98109/343062632_zpid/,"522 Lee St #B, Seattle, WA 98109",522 Lee St #B,Seattle,WA,98109,"{'latitude': 47.63155, 'longitude': -122.3466}",,,,,$,2000,2000.0,False,1.0,1.0,500.0,2025-01-01 00:00:00,47.63155,-122.3466,3,74.59363957597174,Pike Grocery,459,380,,,Highland Drive Parkway,789.0,733.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1693,400,,2303,1120,,6501,831,,6168,2109,
SLU,2qktsz7ev793k,https://www.zillow.com/apartments/seattle-wa/catalina-apartments/5jDznX/,"Catalina Apartments, 509 Bellevue Ave E APT 208, Seattle, WA 98102",509 Bellevue Ave E APT 208,Seattle,WA,98102,"{'latitude': 47.623463, 'longitude': -122.32696}",,,,,$,1545,1545.0,False,1.0,1.0,513.0,,47.623463,-122.32696,9,17.73851590106007,Safeway,1789,961,,,Bedrock Industries,513.0,391.0,,"{'lat': 47.6562237, 'lng': -122.3751499}",1781,466,,1780,1223,,4673,657,,6441,1448,3.0
SLU,qd8erqpj5pz6,https://www.zillow.com/apartments/seattle-wa/roundcliffe-apartments/5Xm8rb/,"Roundcliffe Apartments, 845 Bellevue Pl E #208, Seattle, WA 98102",845 Bellevue Pl E #208,Seattle,WA,98102,"{'latitude': 47.627144, 'longitude': -122.327065}",,,,,$,2495,2495.0,False,2.0,1.0,927.0,2025-02-05 00:00:00,47.627144,-122.327065,6,39.46996466431095,Safeway,448,431,,,12th West & West Howe Park,277.0,281.0,,"{'lat': 47.6363151, 'lng': -122.3732298}",1773,399,,2193,1435,,4184,587,,6779,1731,3.0
SLU,4y156pe5t4m57,https://www.zillow.com/apartments/seattle-wa/red-lion/5jDznQ/,"Red Lion, 328 Bellevue Ave E #107, Seattle, WA 98102",328 Bellevue Ave E #107,Seattle,WA,98102,"{'latitude': 47.621708, 'longitude': -122.32622}",,,,,$,1575,1575.0,False,1.0,1.0,600.0,,47.621708,-122.32622,10,12.402826855123678,Safeway,1637,1073,,,Highland Place,128.0,149.0,,"{'lat': 47.6296747, 'lng': -122.3554819}",1669,442,,1646,1029,,6486,610,,6221,1244,3.0
SLU,44vtqcmktaem1,/apartments/seattle-wa/grv-grandview-apartments/5jF24Y/,"409 Eastlake Ave E, Seattle, WA",409 Eastlake Ave  E  Apt 405,Seattle,WA,98109,"{'latitude': 47.622303, 'longitude': -122.32935}",GRV Grandview Apartments,True,3.0,False,,1395,,,1.0,,,,47.622303,-122.32935,4,62.3321554770318,Eastlake Market,352,305,,,Bedrock Industries,943.0,753.0,,"{'lat': 47.6562237, 'lng': -122.3751499}",833,221,,654,530,,4706,656,,8812,1635,
SLU,64u510pwyeka,/b/borsen-residences-403-seattle-wa-5jF2nm/,"515 Summit Ave E, Seattle, WA",515 Summit Ave  E  Apt 403,Seattle,WA,98102,"{'latitude': 47.62363, 'longitude': -122.325676}",Borsen Residences - 403,True,2.0,False,,3440,,,1.0,,,,47.62363,-122.325676,9,17.73851590106007,Pike Grocery,822,746,,,Blaine Place,451.0,466.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1883,468,,1941,1233,,4655,661,,6363,1347,3.0
SLU,r620b5m8ejsh,/b/522-hs-lewis-seattle-wa-9P5wtp/,"522 Prospect St, Seattle, WA",522 Prospect St # 526,Seattle,WA,98109,"{'latitude': 47.6291, 'longitude': -122.34644}",522 Hs Lewis,True,2.0,False,,1995,,,1.0,,,,47.6291,-122.34644,11,7.738515901060069,Eastlake Market,802,693,,,Olympic Sculpture Park,507.0,408.0,,"{'lat': 47.6166028, 'lng': -122.3553167}",1412,353,,1755,1046,,6591,819,,10793,2280,
SLU,4zac1u7dp0r0w,/b/108-dexter-ave-n-seattle-wa-9VWjLZ/,"108 Dexter Ave N, Seattle, WA",108 Dexter Ave N  # 501,Seattle,WA,98109,"{'latitude': 47.61901, 'longitude': -122.3424}",,True,5.0,False,,1820,,,1.0,,,,47.61901,-122.3424,2,86.57243816254417,Safeway,561,562,,,Mayfair Park,480.0,507.0,,"{'lat': 47.643293, 'lng': -122.3533434}",923,228,,1005,590,,7069,758,,7463,2004,
SLU,50zaqhr2qumjg,/apartments/seattle-wa/union-view/5Yy8XQ/,"1620 Dexter Ave N, Seattle, WA",1620 Dexter Ave N  # 499011,Seattle,WA,98109,"{'latitude': 47.63362, 'longitude': -122.341934}",Union View,True,3.0,False,,1850,,,1.0,,,,47.63362,-122.341934,11,7.738515901060069,Pike Grocery,1105,960,,,Bedrock Industries,608.0,559.0,,"{'lat': 47.6562237, 'lng': -122.3751499}",1495,337,,1496,604,,5638,700,,6079,2022,
SLU,2dnx4wna9t6rm,/apartments/seattle-wa/dexter-lake-union/5Xk4G9/,"1215 Dexter Ave N, Seattle, WA",1215 Dexter Ave N  Apt 1005,Seattle,WA,98109,"{'latitude': 47.630196, 'longitude': -122.3425}",Dexter Lake Union,True,7.0,False,,2287,,,1.0,,,,47.630196,-122.3425,6,39.46996466431095,Safeway,857,714,,,Blaine Place,538.0,577.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1228,319,,1119,563,,5968,717,,6131,2017,
SLU,3zj9ysfcpwxq1,/apartments/seattle-wa/the-summit-at-lake-union/5XjLTV/,"1735 Dexter Ave N, Seattle, WA",1735 Dexter Ave  N  # B306,Seattle,WA,98109,"{'latitude': 47.634983, 'longitude': -122.34492}",The Summit at Lake Union,True,3.0,False,,1901,,,1.0,,,,47.634983,-122.34492,3,74.59363957597174,Pike Grocery,958,838,,,Wolf Creek Ravine Natural Area,335.0,259.0,,"{'lat': 47.64009299999999, 'lng': -122.35205}",2438,512,,2841,1515,,6149,835,,6707,2504,
SLU,4px29v0dtzs1s,/apartments/seattle-wa/equinox-apartments/5Xk5dD/,"1524 Eastlake Ave E, Seattle, WA",1524 Eastlake Ave  E  # 407,Seattle,WA,98102,"{'latitude': 47.633015, 'longitude': -122.32557}",Equinox Apartments,True,2.0,False,,2941,,,1.0,,,,47.633015,-122.32557,3,74.59363957597174,Pike Grocery,1178,1020,,,Wolf Creek Ravine Natural Area,620.0,484.0,,"{'lat': 47.64009299999999, 'lng': -122.35205}",1510,379,,2325,950,,3470,537,,4239,1626,
SLU,2nwqa3eaqtqa9,/apartments/seattle-wa/stack-house/5XrhTg/,"1280 Harrison St, Seattle, WA",1280 Harrison St # A348,Seattle,WA,98109,"{'latitude': 47.622143, 'longitude': -122.33094}",Stack House,True,7.0,False,,1935,,,1.0,,,,47.622143,-122.33094,6,39.46996466431095,Pike Grocery,1362,1184,,,UpGarden P-Patch Community Garden,312.0,257.0,,"{'lat': 47.625025, 'lng': -122.3500583}",672,191,,521,400,,4904,705,,5989,1913,
SLU,54ph2maa2pkks,/apartments/seattle-wa/rivet-apartments/5XjNK4/,"1201 Mercer St, Seattle, WA",1201 Mercer St   # 116,Seattle,WA,98109,"{'latitude': 47.62394, 'longitude': -122.33275}",Rivet Apartments,True,6.0,False,,1550,,,1.0,,,,47.62394,-122.33275,6,39.46996466431095,Eastlake Market,948,854,,,David Rodgers Park,739.0,851.0,,"{'lat': 47.6437827, 'lng': -122.3590162}",728,201,,364,304,,5524,599,,6001,1947,
SLU,3ez4mtf0n11z8,https://www.zillow.com/apartments/seattle-wa/galleon/5jF2pJ/,"Galleon, 1221 Taylor Ave N APT 503, Seattle, WA 98109",1221 Taylor Ave N APT 503,Seattle,WA,98109,"{'latitude': 47.63027, 'longitude': -122.34672}",,,,,$,2395,2395.0,False,2.0,2.0,850.0,,47.63027,-122.34672,4,62.3321554770318,Pike Grocery,665,565,,,Blaine Place,724.0,780.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1852,459,,2462,1264,,6660,890,,6327,2253,
SLU,2yt1e8hyw2fp6,https://www.zillow.com/apartments/seattle-wa/the-blackstone-apartments/5XkPbB/,"The Blackstone Apartments, 222 Summit Ave E #303, Seattle, WA 98102",222 Summit Ave E #303,Seattle,WA,98102,"{'latitude': 47.6204, 'longitude': -122.324936}",,,,,$,2025,2025.0,False,1.0,1.0,885.0,2025-01-10 00:00:00,47.6204,-122.324936,11,7.738515901060069,Safeway,2011,1167,,,Fremont P-Patch Community Gardens,396.0,370.0,,"{'lat': 47.65514140000001, 'lng': -122.3450318}",1627,466,,1557,936,,6328,610,,5992,1037,3.0
SLU,3yx0sa9vkryjk,https://www.zillow.com/apartments/seattle-wa/dumar-apartments/5jDznb/,"Dumar Apartments, 520 Bellevue Ave E #203, Seattle, WA 98102",520 Bellevue Ave E #203,Seattle,WA,98102,"{'latitude': 47.623833, 'longitude': -122.32623}",,,,,$,1425,1425.0,False,1.0,1.0,598.0,,47.623833,-122.32623,11,7.738515901060069,Safeway,1903,1089,,,Queen Anne Blvd,376.0,333.0,,"{'lat': 47.64138819999999, 'lng': -122.3581736}",1906,474,,1931,1256,,4633,655,,6434,1421,3.0
SLU,2559svsy9wb67,https://www.zillow.com/apartments/seattle-wa/kam-lo-apartments/ChH54w/,"Kam Lo Apartments, 221 Summit Ave E, Seattle, WA 98102",221 Summit Ave E,Seattle,WA,98102,"{'latitude': 47.620365, 'longitude': -122.32579}",,,,,$,5000,5000.0,False,2.0,1.0,10.0,,47.620365,-122.32579,13,3.957597173144876,Pike Grocery,1271,1094,,,Highland Drive Parkway,907.0,940.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1563,425,,1572,933,,6264,570,,6027,1076,3.0
SLU,11crpemdb5fe5,https://www.zillow.com/apartments/seattle-wa/615-summit-apartments/5jF2nt/,"615 Summit Apartments, 615 Summit Ave E #8, Seattle, WA 98102",615 Summit Ave E #8,Seattle,WA,98102,"{'latitude': 47.624783, 'longitude': -122.32568}",,,,,$,1650,1650.0,False,1.0,1.0,451.0,2025-01-10 00:00:00,47.624783,-122.32568,9,17.73851590106007,Safeway,1402,840,,,Bayview-Kinnear Park,414.0,532.0,,"{'lat': 47.628825, 'lng': -122.360358}",2105,445,,2069,1339,,4516,633,,6486,1450,3.0
SLU,4fgurxqpfz70g,https://www.zillow.com/b/712-summit-seattle-wa-5b87PQ/,"712 Summit, 712 Summit Ave E APT 07, Seattle, WA 98102",712 Summit Ave E APT 07,Seattle,WA,98102,"{'latitude': 47.625565, 'longitude': -122.32489}",,,,,$,2250,2250.0,False,2.0,1.0,810.0,2025-02-10 00:00:00,47.625565,-122.32489,5,50.918727915194346,Safeway,1706,1078,,,Thomas C. Wales Park,449.0,424.0,,"{'lat': 47.6404319, 'lng': -122.3451248}",1966,388,,2207,1443,,4377,576,,6503,1439,3.0
SLU,1rt608u65vst,https://www.zillow.com/homedetails/1029-Summit-Ave-E-APT-22-Seattle-WA-98102/2055632365_zpid/,"1029 Summit Ave E APT 22, Seattle, WA 98102",1029 Summit Ave E APT 22,Seattle,WA,98102,"{'latitude': 47.628284, 'longitude': -122.32648}",,,,,$,1795,1795.0,False,1.0,1.0,503.0,2025-01-01 00:00:00,47.628284,-122.32648,4,62.3321554770318,Whole Foods Market,958,845,,,Highland Drive Parkway,954.0,972.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1649,348,,3144,1615,,4059,536,,6821,1808,3.0
SLU,p75krfudgcw8,https://www.zillow.com/b/1712-dexter-ave-n-seattle-a-seattle-wa-5jF23W/,"1712 Dexter Ave N, Seattle - A, 1712 Dexter Ave N APT A, Seattle, WA 98109",1712 Dexter Ave N APT A,Seattle,WA,98109,"{'latitude': 47.63439, 'longitude': -122.34198}",,,,,$,2700,2700.0,False,2.0,1.0,1400.0,2025-01-18 00:00:00,47.63439,-122.34198,10,12.402826855123678,Pike Grocery,1298,1121,,,12th West & West Howe Park,226.0,221.0,,"{'lat': 47.6363151, 'lng': -122.3732298}",1568,345,,1569,643,,5638,700,,6115,2016,
SLU,2zx0hh6jakxub,https://www.zillow.com/homedetails/766-Belmont-Ave-E-11-Seattle-WA-98102/442329707_zpid/,"766 Belmont Ave E #11, Seattle, WA 98102",766 Belmont Ave E #11,Seattle,WA,98102,"{'latitude': 47.626717, 'longitude': -122.325134}",,,,,$,1700,1700.0,False,1.0,1.0,775.0,2025-01-06 00:00:00,47.626717,-122.325134,6,39.46996466431095,Whole Foods Market,696,603,,,Bedrock Industries,628.0,546.0,,"{'lat': 47.6562237, 'lng': -122.3751499}",1849,374,,2277,1504,,4260,562,,6626,1574,3.0
SLU,1ukugy8ry8eyg,/apartments/seattle-wa/skyglass/CgqPq7/,"757 Thomas St, Seattle, WA",757 Thomas St # 506,Seattle,WA,98109,"{'latitude': 47.62069, 'longitude': -122.34198}",Skyglass,True,15.0,False,,3083,,,1.0,,,,47.62069,-122.34198,4,62.3321554770318,Whole Foods Market,309,288,,,Blaine Place,650.0,671.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",687,183,,600,491,,6162,738,,7201,2047,
SLU,1p8tmbxjh5pxv,/apartments/seattle-wa/kiara/BL8Ndp/,"111 Terry Ave N, Seattle, WA",111 Terry Ave  N  # 2501,Seattle,WA,98109,"{'latitude': 47.618786, 'longitude': -122.33755}",Kiara,True,27.0,True,,2517,,,1.0,,,,47.618786,-122.33755,6,39.46996466431095,Pike Grocery,1303,1098,,,Thomas C. Wales Park,1229.0,580.0,,"{'lat': 47.6404319, 'lng': -122.3451248}",702,165,,471,356,,6704,677,,7071,1425,
SLU,mvb30kbk5bze,/apartments/seattle-wa/onni-south-lake-union/C3hrWK/,"112 Boren Ave N, Seattle, WA",112 Boren Ave  N  # 2704,Seattle,WA,98109,"{'latitude': 47.6186, 'longitude': -122.3356}",Onni South Lake Union,True,38.0,False,,2633,,,1.0,,,,47.6186,-122.3356,7,29.89399293286219,Safeway,1612,1030,,,Statue of Lenin,559.0,447.0,,"{'lat': 47.65127440000001, 'lng': -122.3507443}",698,197,,556,418,,6508,625,,6193,1878,
SLU,gq6308dbspmn,https://www.zillow.com/homedetails/400-Melrose-Ave-E-APT-303-Seattle-WA-98102/49040313_zpid/,"400 Melrose Ave E APT 303, Seattle, WA 98102",400 Melrose Ave E APT 303,Seattle,WA,98102,"{'latitude': 47.62231, 'longitude': -122.32751}",,,,,$,2195,2195.0,False,1.0,1.0,818.0,,47.62231,-122.32751,5,50.918727915194346,Eastlake Market,1027,857,,,Statue of Lenin,310.0,241.0,,"{'lat': 47.65127440000001, 'lng': -122.3507443}",1653,436,,1653,1118,,6456,600,,6385,1412,3.0
SLU,3eeut70nzff6r,https://www.zillow.com/homedetails/1202B-5th-Ave-N-Seattle-WA-98109/317349709_zpid/,"1202B 5th Ave N, Seattle, WA 98109",1202B 5th Ave N,Seattle,WA,98109,"{'latitude': 47.629963, 'longitude': -122.3471}",,,,,$,5500,5500.0,False,3.0,3.0,1549.0,2025-02-22 00:00:00,47.629963,-122.3471,4,62.3321554770318,Eastlake Market,48,40,,,Soundview Terrace,881.0,858.0,,"{'lat': 47.6408256, 'lng': -122.3714205}",1633,413,,1984,1249,,6813,879,,6436,2383,
SLU,3cqq8tsqzkt78,https://www.zillow.com/homedetails/1510-Taylor-Ave-N-UNIT-C-Seattle-WA-98109/2079108921_zpid/,"1510 Taylor Ave N UNIT C, Seattle, WA 98109",1510 Taylor Ave N UNIT C,Seattle,WA,98109,"{'latitude': 47.632767, 'longitude': -122.34571}",,,,,$,4400,4400.0,False,3.0,3.0,1600.0,2025-02-03 00:00:00,47.632767,-122.34571,6,39.46996466431095,Eastlake Market,1715,1425,,,Blaine Place,570.0,612.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1823,397,,2226,1017,,6323,804,,6092,2006,
SLU,1u5026ba0tdxs,https://www.zillow.com/homedetails/231-Belmont-Ave-E-UNIT-407-Seattle-WA-98102/80109719_zpid/,"231 Belmont Ave E UNIT 407, Seattle, WA 98102",231 Belmont Ave E UNIT 407,Seattle,WA,98102,"{'latitude': 47.62059, 'longitude': -122.32438}",,,,,$,2785,2785.0,False,2.0,1.0,815.0,2024-12-19 00:00:00,47.62059,-122.32438,7,29.89399293286219,Safeway,669,616,,,Mayfair Park,1120.0,1115.0,,"{'lat': 47.643293, 'lng': -122.3533434}",1730,467,,1578,929,,6431,612,,5957,990,3.0
SLU,43m60ep3z2rqd,https://www.zillow.com/homedetails/562B-Galer-St-B-Seattle-WA-98109/2062423565_zpid/,"562B Galer St #B, Seattle, WA 98109",562B Galer St #B,Seattle,WA,98109,"{'latitude': 47.632496, 'longitude': -122.34527}",,,,,$,3900,3900.0,False,3.0,3.0,1300.0,2025-02-01 00:00:00,47.632496,-122.34527,5,50.918727915194346,Eastlake Market,285,247,,,Bayview-Kinnear Park,693.0,797.0,,"{'lat': 47.628825, 'lng': -122.360358}",1825,422,,2125,937,,6426,834,,5990,1926,
SLU,4wgmnfueugq9n,https://www.zillow.com/homedetails/311-E-Republican-St-APT-502-Seattle-WA-98102/63094949_zpid/,"311 E Republican St APT 502, Seattle, WA 98102",311 E Republican St APT 502,Seattle,WA,98102,"{'latitude': 47.622967, 'longitude': -122.32751}",,,,,$,3100,3100.0,False,2.0,2.0,941.0,,47.622967,-122.32751,4,62.3321554770318,Safeway,1531,941,,,Blaine Place,214.0,223.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1727,453,,1727,1178,,6530,617,,6470,1471,3.0
SLU,10z4nyu0rd079,https://www.zillow.com/homedetails/610-Melrose-Ave-E-APT-A-Seattle-WA-98102/2099273549_zpid/,"610 Melrose Ave E APT A, Seattle, WA 98102",610 Melrose Ave E APT A,Seattle,WA,98102,"{'latitude': 47.62462, 'longitude': -122.32752}",,,,,$,3995,3995.0,False,4.0,3.0,1650.0,,47.62462,-122.32752,7,29.89399293286219,Safeway,399,351,,,Fremont P-Patch Community Gardens,52.0,43.0,,"{'lat': 47.65514140000001, 'lng': -122.3450318}",2133,445,,1910,1341,,4544,633,,6613,1607,3.0
SLU,13q0k3eyc0fzb,https://www.zillow.com/homedetails/1262-Eastlake-Ave-E-APT-1-Seattle-WA-98102/2108848074_zpid/,"1262 Eastlake Ave E APT 1, Seattle, WA 98102",1262 Eastlake Ave E APT 1,Seattle,WA,98102,"{'latitude': 47.631985, 'longitude': -122.32582}",,,,,$,1295,1295.0,False,1.0,1.0,600.0,2024-12-31 00:00:00,47.631985,-122.32582,1,96.18374558303888,Safeway,1234,1078,,,UpGarden P-Patch Community Garden,834.0,716.0,,"{'lat': 47.625025, 'lng': -122.3500583}",1936,411,,2482,1078,,3589,561,,4396,1754,
SLU,2a50hg5r2jqsb,https://www.zillow.com/homedetails/1000-Bellevue-Pl-E-APT-9-Seattle-WA-98102/48683582_zpid/,"1000 Bellevue Pl E APT 9, Seattle, WA 98102",1000 Bellevue Pl E APT 9,Seattle,WA,98102,"{'latitude': 47.627216, 'longitude': -122.32511}",,,,,$,3000,3000.0,False,2.0,3.0,1057.0,2025-01-20 00:00:00,47.627216,-122.32511,6,39.46996466431095,Safeway,577,566,,,UpGarden P-Patch Community Garden,707.0,624.0,,"{'lat': 47.625025, 'lng': -122.3500583}",1837,380,,2265,1499,,4248,568,,6737,1671,3.0
SLU,2gkss4vvaxpy5,https://www.zillow.com/homedetails/554-Ward-St-Seattle-WA-98109/2063143242_zpid/,"554 Ward St, Seattle, WA 98109",554 Ward St,Seattle,WA,98109,"{'latitude': 47.628216, 'longitude': -122.345955}",,,,,$,1575,1575.0,False,1.0,1.0,558.0,2025-01-15 00:00:00,47.628216,-122.345955,11,7.738515901060069,Safeway,646,595,,,Statue of Lenin,204.0,161.0,,"{'lat': 47.65127440000001, 'lng': -122.3507443}",1542,329,,1277,1071,,6495,828,,6556,2409,
SLU,5cht6027j4mh5,https://www.zillow.com/homedetails/810-Taylor-Ave-N-APT-225-Seattle-WA-98109/58388401_zpid/,"810 Taylor Ave N APT 225, Seattle, WA 98109",810 Taylor Ave N APT 225,Seattle,WA,98109,"{'latitude': 47.626633, 'longitude': -122.34587}",,,,,$,2150,2150.0,False,1.0,1.0,715.0,2025-02-01 00:00:00,47.626633,-122.34587,3,74.59363957597174,Eastlake Market,947,853,,,Statue of Lenin,646.0,502.0,,"{'lat': 47.65127440000001, 'lng': -122.3507443}",1349,315,,1150,974,,6366,808,,10582,2387,
SLU,4qeusp25ft5se,https://www.zillow.com/homedetails/601-Melrose-Ave-E-58-Seattle-WA-98102/402664027_zpid/,"601 Melrose Ave E #58, Seattle, WA 98102",601 Melrose Ave E #58,Seattle,WA,98102,"{'latitude': 47.62429, 'longitude': -122.32799}",,,,,$,1895,1895.0,False,1.0,1.0,680.0,2025-01-10 00:00:00,47.62429,-122.32799,4,62.3321554770318,Pike Grocery,444,413,,,Wolf Creek Ravine Natural Area,1024.0,408.0,,"{'lat': 47.64009299999999, 'lng': -122.35205}",1820,434,,1820,1251,,6623,597,,6629,1640,3.0
SLU,501x18w9pk6ak,https://www.zillow.com/homedetails/150-Melrose-Ave-E-APT-303-Seattle-WA-98102/48962331_zpid/,"150 Melrose Ave E APT 303, Seattle, WA 98102",150 Melrose Ave E APT 303,Seattle,WA,98102,"{'latitude': 47.61989, 'longitude': -122.32738}",,,,,$,2950,2950.0,False,2.0,2.0,1023.0,2025-01-17 00:00:00,47.61989,-122.32738,7,29.89399293286219,Pike Grocery,1318,1127,,,Blaine Place,635.0,660.0,,"{'lat': 47.62682849999999, 'lng': -122.3641471}",1371,389,,1371,905,,6174,553,,6307,1352,3.0
SLU,4g5yjhyspvrbe,/apartments/seattle-wa/east-thomas-suites/5YCFqR/,"403 E Thomas St, Seattle, WA",403 E  Thomas St # 2B-2Ba-1350Sqft,Seattle,WA,98102,"{'latitude': 47.620667, 'longitude': -122.32631}",East Thomas Suites,True,6.0,False,,1895,,,1.0,,,,47.620667,-122.32631,16,1.3074204946996415,Pike Grocery,852,754,,,A. B. Ernst Park,79.0,63.0,,"{'lat': 47.6501804, 'lng': -122.3487639}",1505,401,,1531,939,,6268,576,,6152,1194,3.0
SLU,4aqz1akw1f77g,https://www.zillow.com/homedetails/762-Hayes-St-APT-16-Seattle-WA-98109/2131498298_zpid/,"762 Hayes St APT 16, Seattle, WA 98109",762 Hayes St APT 16,Seattle,WA,98109,"{'latitude': 47.63431, 'longitude': -122.341446}",,,,,$,2400,2400.0,False,1.0,1.0,657.0,2025-02-02 00:00:00,47.63431,-122.341446,10,12.402826855123678,Safeway,949,490,,,Highland Drive Parkway,1006.0,949.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1568,345,,1569,641,,5638,700,,6155,2074,
SLU,3z2av07krt3b0,https://www.zillow.com/homedetails/718-Summit-Ave-E-Seattle-WA-98102/247769178_zpid/,"718 Summit Ave E, Seattle, WA 98102",718 Summit Ave E,Seattle,WA,98102,"{'latitude': 47.625656, 'longitude': -122.32508}",,,,,$,7400,7400.0,False,3.0,3.0,1596.0,,47.625656,-122.32508,6,39.46996466431095,Eastlake Market,467,439,,,Interbay P-Patch Community Garden,343.0,320.0,,"{'lat': 47.641201, 'lng': -122.3770009}",1961,397,,2166,1418,,4372,585,,6583,1529,3.0
SLU,4ha7m30rfn02c,https://www.zillow.com/homedetails/1717-5th-Ave-N-APT-104-Seattle-WA-98109/68480903_zpid/,"1717 5th Ave N APT 104, Seattle, WA 98109",1717 5th Ave N APT 104,Seattle,WA,98109,"{'latitude': 47.63421, 'longitude': -122.347534}",,,,,$,2650,2650.0,False,2.0,1.0,905.0,2025-01-18 00:00:00,47.63421,-122.347534,2,86.57243816254417,Pike Grocery,1221,1036,,,Bayview-Kinnear Park,420.0,532.0,,"{'lat': 47.628825, 'lng': -122.360358}",2195,439,,2555,1289,,6098,788,,6351,2281,
SLU,4rk7w60cyuwax,https://www.zillow.com/b/fountainside-seattle-wa-9VWknp/,"Fountainside, 909 6th Ave N #301, Seattle, WA 98109",909 6th Ave N #301,Seattle,WA,98109,"{'latitude': 47.6274, 'longitude': -122.34525}",,,,,$,2295,2295.0,False,2.0,1.0,846.0,2025-01-01 00:00:00,47.6274,-122.34525,5,50.918727915194346,Safeway,497,491,,,Highland Drive Parkway,426.0,578.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1409,332,,1281,1078,,6497,825,,6542,2430,
SLU,1g7yvghkxkdx3,https://www.zillow.com/homedetails/314-E-Mercer-St-1A-Seattle-WA-98102/441700140_zpid/,"314 E Mercer St #1A, Seattle, WA 98102",314 E Mercer St #1A,Seattle,WA,98102,"{'latitude': 47.624447, 'longitude': -122.327126}",,,,,$,1600,1600.0,False,1.0,1.0,425.0,,47.624447,-122.327126,9,17.73851590106007,Pike Grocery,415,336,,,Highland Drive Parkway,252.0,189.0,,"{'lat': 47.6297436, 'lng': -122.3533266}",1891,467,,1882,1311,,4563,637,,6566,1561,3.0
SLU,4cxcmbarmgnmm,https://www.zillow.com/homedetails/601-Summit-Ave-E-APT-402-Seattle-WA-98102/2078416048_zpid/,"601 Summit Ave E APT 402, Seattle, WA 98102",601 Summit Ave E APT 402,Seattle,WA,98102,"{'latitude': 47.624454, 'longitude': -122.32556}",,,,,$,2995,2995.0,False,2.0,2.0,1100.0,,47.624454,-122.32556,10,12.402826855123678,Safeway,706,633,,,David Rodgers Park,752.0,860.0,,"{'lat': 47.6437827, 'lng': -122.3590162}",2094,424,,2033,1310,,4505,612,,6449,1428,3.0
SLU,4vp1hu89dkejh,https://www.zillow.com/homedetails/769-Hayes-St-APT-310-Seattle-WA-98109/48849155_zpid/,"769 Hayes St APT 310, Seattle, WA 98109",769 Hayes St APT 310,Seattle,WA,98109,"{'latitude': 47.63376, 'longitude': -122.341446}",,,,,$,2495,2495.0,False,2.0,2.0,724.0,2025-01-15 00:00:00,47.63376,-122.341446,9,17.73851590106007,Safeway,949,478,,,Olympic Sculpture Park,484.0,404.0,,"{'lat': 47.6166028, 'lng': -122.3553167}",1510,339,,1465,562,,5622,697,,6095,2033,
SLU,1ukugy8ry8eyg,/apartments/seattle-wa/skyglass/CgqPq7/,"757 Thomas St, Seattle, WA",757 Thomas St # 506,Seattle,WA,98109,"{'latitude': 47.62069, 'longitude': -122.34198}",Skyglass,True,15.0,False,,4873,,,3.0,,,,47.62069,-122.34198,4,62.3321554770318,Pike Grocery,236,272,,,Olympic Sculpture Park,681.0,584.0,,"{'lat': 47.6166028, 'lng': -122.3553167}",687,183,,600,491,,6162,738,,7201,2047,
