Dist,providerListingId,detailUrl,address,addressStreet,addressCity,addressState,addressZipcode,latLong,buildingName,isBuilding,availabilityCount,isInstantTourEnabled,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,availabilityDate,latitude,longitude,crime_cnt_2b,safety_pr,nearest_supermarket,nearest_supermarket_distance_meters,supermarket_duration_seconds,supermarket_commute_fare,supermarket_location,nearest_park,nearest_park_distance_meters,nearest_park_seconds,park_commute_fare,park_location,office_trans_dist_car,office_trans_duration_car,office_trans_cost_car,office_trans_dist_transit,office_trans_duration_transit,office_trans_cost_transit,school_trans_dist_car,school_trans_duration_car,school_trans_cost_car,school_trans_dist_transit,school_trans_duration_transit,school_trans_cost_transit
SLU,sg3b5uee0v1n,https://www.zillow.com/homedetails/602-Melrose-Ave-E-APT-102-Seattle-WA-98102/2095219214_zpid/,"602 Melrose Ave E APT 102, Seattle, WA 98102",602 Melrose Ave E APT 102,Seattle,WA,98102,"{'latitude': 47.624454, 'longitude': -122.3276}",,,,,$,2695,2695.0,False,3.0,2.0,2100.0,2025-02-01 00:00:00,47.624454,-122.3276,7,29.89399293286219,Pike Grocery,426,371,,,First Hill Park,548.0,537.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1847,452,,1847,1278,,4607,645,,6601,1607,3.0
SLU,4qt479ezu6916,/apartments/seattle-wa/queens-oaks/9VWkf7/,"718 4th Ave N, Seattle, WA",718 4th Ave N  Apt 49,Seattle,WA,98109,"{'latitude': 47.626125, 'longitude': -122.34872}",Queens Oaks,True,2.0,False,,2300,,,2.0,,,,47.626125,-122.34872,4,62.3321554770318,Pike Grocery,351,314,,,First Hill Park,473.0,486.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1266,343,,1227,1034,,6445,809,,10515,2297,
SLU,am0684krr2k5,/apartments/seattle-wa/the-cairns/5Xk283/,"422 Yale Ave N, Seattle, WA",422 Yale Ave N  # 1504,Seattle,WA,98109,"{'latitude': 47.622467, 'longitude': -122.33007}",The Cairns,True,2.0,True,,2604,,,2.0,,,,47.622467,-122.33007,8,23.356890459363957,Whole Foods Market,316,296,,,Tashkent Park,478.0,414.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",802,220,,589,478,,4737,686,,6119,2018,
SLU,4uq1w5ugn5181,/apartments/seattle-wa/union-slu/95xHNT/,"905 Dexter Ave N, Seattle, WA",905 Dexter Ave  N  # L332,Seattle,WA,98109,"{'latitude': 47.627815, 'longitude': -122.34273}",Union SLU,True,9.0,False,,4033,,,2.0,,,,47.627815,-122.34273,5,50.918727915194346,Pike Grocery,912,790,,,Cal Anderson Park,188.0,163.0,,"{'lat': 47.61701849999999, 'lng': -122.319127}",963,286,,1025,548,,6599,716,,10525,2199,
SLU,b2d81ux43u19,/apartments/seattle-wa/taylor-28/5Xj9gd/,"100 Taylor Ave N, Seattle, WA",100 Taylor Ave  N  # B203,Seattle,WA,98109,"{'latitude': 47.6191, 'longitude': -122.3461}",Taylor 28,True,5.0,True,,3106,,,2.0,,,,47.6191,-122.3461,2,86.57243816254417,Trader Joe's,860,825,,,First Hill Park,305.0,268.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1201,336,,1271,754,,7336,826,,7599,2126,
SLU,50d658jqm41c,/apartments/seattle-wa/chroma/BK36fD/,"1212 Harrison St, Seattle, WA",1212 Harrison St # 103-P,Seattle,WA,98109,"{'latitude': 47.622112, 'longitude': -122.332634}",Chroma,True,25.0,False,,2621,,,2.0,,,,47.622112,-122.332634,4,62.3321554770318,Pike Grocery,986,847,,,Tashkent Park,543.0,535.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",534,149,,384,292,,5589,618,,5852,1804,
SLU,4fefanrn8u3yu,/apartments/seattle-wa/the-illiad/5jDznD/,"112 Bellevue Ave E, Seattle, WA",112 Bellevue Ave  E  Apt 307,Seattle,WA,98102,"{'latitude': 47.619022, 'longitude': -122.3263}",The Illiad,True,2.0,False,,3055,,,3.0,,,,47.619022,-122.3263,3,74.59363957597174,Whole Foods Market,315,295,,,Tashkent Park,371.0,344.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",1338,393,,1363,804,,6172,566,,6063,1128,3.0
SLU,2dwzzs20y8hme,/apartments/seattle-wa/alley-south-lake-union/5XrWJf/,"241 Yale Ave N, Seattle, WA",241 Yale Ave  N  # 533,Seattle,WA,98109,"{'latitude': 47.62028, 'longitude': -122.3314}",Alley South Lake Union,True,5.0,False,,3465,,,2.0,,,,47.62028,-122.3314,2,86.57243816254417,Pike Grocery,959,827,,,First Hill Park,574.0,541.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",686,211,,645,489,,5122,740,,8679,1539,
SLU,tk9e4e57mmh1,/apartments/seattle-wa/ben-lomond/5XmyBs/,"1027 Bellevue Ct E, Seattle, WA",1027 Bellevue Ct E  Apt 405,Seattle,WA,98102,"{'latitude': 47.6275, 'longitude': -122.32743}",Ben Lomond,True,4.0,False,,1895,,,2.0,,,,47.6275,-122.32743,6,39.46996466431095,Pike Grocery,1038,903,,,Thomas Street Gardens P-Patch,555.0,516.0,,"{'lat': 47.6213061, 'lng': -122.319346}",1732,391,,2232,1475,,4143,579,,6819,1771,3.0
SLU,44vtqcmktaem1,/apartments/seattle-wa/grv-grandview-apartments/5jF24Y/,"409 Eastlake Ave E, Seattle, WA",409 Eastlake Ave  E  Apt 405,Seattle,WA,98109,"{'latitude': 47.622303, 'longitude': -122.32935}",GRV Grandview Apartments,True,3.0,False,,1595,,,2.0,,,,47.622303,-122.32935,4,62.3321554770318,Pike Grocery,558,473,,,Summit Place,141.0,120.0,,"{'lat': 47.62708, 'lng': -122.325707}",833,221,,654,530,,4706,656,,8812,1635,
SLU,64u510pwyeka,/b/borsen-residences-403-seattle-wa-5jF2nm/,"515 Summit Ave E, Seattle, WA",515 Summit Ave  E  Apt 403,Seattle,WA,98102,"{'latitude': 47.62363, 'longitude': -122.325676}",Borsen Residences - 403,True,2.0,False,,3490,,,2.0,,,,47.62363,-122.325676,9,17.73851590106007,Pike Grocery,874,770,,,Tashkent Park,395.0,376.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",1883,468,,1941,1233,,4655,661,,6363,1347,3.0
SLU,r620b5m8ejsh,/b/522-hs-lewis-seattle-wa-9P5wtp/,"522 Prospect St, Seattle, WA",522 Prospect St # 526,Seattle,WA,98109,"{'latitude': 47.6291, 'longitude': -122.34644}",522 Hs Lewis,True,2.0,False,,2100,,,2.0,,,,47.6291,-122.34644,11,7.738515901060069,Safeway,1817,988,,,First Hill Park,268.0,228.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1412,353,,1755,1046,,6591,819,,10793,2280,
SLU,4zac1u7dp0r0w,/b/108-dexter-ave-n-seattle-wa-9VWjLZ/,"108 Dexter Ave N, Seattle, WA",108 Dexter Ave N  # 501,Seattle,WA,98109,"{'latitude': 47.61901, 'longitude': -122.3424}",,True,5.0,False,,2040,,,2.0,,,,47.61901,-122.3424,2,86.57243816254417,Pike Grocery,1039,901,,,Summit Place,61.0,56.0,,"{'lat': 47.62708, 'lng': -122.325707}",923,228,,1005,590,,7069,758,,7463,2004,
SLU,50zaqhr2qumjg,/apartments/seattle-wa/union-view/5Yy8XQ/,"1620 Dexter Ave N, Seattle, WA",1620 Dexter Ave N  # 499011,Seattle,WA,98109,"{'latitude': 47.63362, 'longitude': -122.341934}",Union View,True,3.0,False,,2150,,,2.0,,,,47.63362,-122.341934,11,7.738515901060069,Whole Foods Market,278,255,,,Summit Place,260.0,225.0,,"{'lat': 47.62708, 'lng': -122.325707}",1495,337,,1496,604,,5638,700,,6079,2022,
SLU,2dnx4wna9t6rm,/apartments/seattle-wa/dexter-lake-union/5Xk4G9/,"1215 Dexter Ave N, Seattle, WA",1215 Dexter Ave N  Apt 1005,Seattle,WA,98109,"{'latitude': 47.630196, 'longitude': -122.3425}",Dexter Lake Union,True,7.0,False,,3547,,,2.0,,,,47.630196,-122.3425,6,39.46996466431095,Eastlake Market,1763,1460,,,Thomas Street Gardens P-Patch,495.0,410.0,,"{'lat': 47.6213061, 'lng': -122.319346}",1228,319,,1119,563,,5968,717,,6131,2017,
SLU,4g5yjhyspvrbe,/apartments/seattle-wa/east-thomas-suites/5YCFqR/,"403 E Thomas St, Seattle, WA",403 E  Thomas St # 2B-2Ba-1350Sqft,Seattle,WA,98102,"{'latitude': 47.620667, 'longitude': -122.32631}",East Thomas Suites,True,6.0,False,,2395,,,2.0,,,,47.620667,-122.32631,16,1.3074204946996415,Pike Grocery,1425,1211,,,Japanese American Remembrance Garden,283.0,234.0,,"{'lat': 47.61176680000001, 'lng': -122.3179979}",1505,401,,1531,939,,6268,576,,6152,1194,3.0
SLU,18scsjzq0j3du,/apartments/seattle-wa/viewmont-apartments/5jDznK/,"219 Bellevue Ave, Seattle, WA",219 Bellevue Ave  # 5,Seattle,WA,98102,"{'latitude': 47.620132, 'longitude': -122.32675}",Viewmont Apartments,True,2.0,False,,1850,,,2.0,,,,47.620132,-122.32675,12,5.229681978798581,Safeway,195,184,,,Thomas Street Gardens P-Patch,529.0,443.0,,"{'lat': 47.6213061, 'lng': -122.319346}",1446,394,,1446,977,,6209,568,,6250,1295,3.0
SLU,4k09ztevzgbgz,/apartments/seattle-wa/dexter-hayes/65jJ8J/,"1701 Dexter Ave N, Seattle, WA",1701 Dexter Ave N  # 321,Seattle,WA,98109,"{'latitude': 47.63412, 'longitude': -122.34247}",Dexter Hayes,True,8.0,True,,2800,,,2.0,,,,47.63412,-122.34247,11,7.738515901060069,Whole Foods Market,502,437,,,Tashkent Park,286.0,311.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",1665,365,,1665,758,,5539,674,,6091,1989,
SLU,4ecfdrgahntxm,/apartments/seattle-wa/cascade/9VWk6d/,"221 Minor Ave N, Seattle, WA",221 Minor Ave  N  # W-307,Seattle,WA,98109,"{'latitude': 47.620327, 'longitude': -122.33334}",Cascade,True,14.0,False,,3886,,,2.0,,,,47.620327,-122.33334,4,62.3321554770318,Whole Foods Market,397,354,,,Tashkent Park,464.0,449.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",541,167,,495,370,,5700,635,,5963,1882,
SLU,4v737s9szuqzw,/apartments/seattle-wa/one-lakefront/CghmRR/,"1287 Westlake Ave N, Seattle, WA",1287 Westlake Ave  N  # W325,Seattle,WA,98109,"{'latitude': 47.63211, 'longitude': -122.34119}",One Lakefront,True,19.0,True,,3175,,,2.0,,,,47.63211,-122.34119,2,86.57243816254417,Safeway,272,257,,,Summit Place,337.0,296.0,,"{'lat': 47.62708, 'lng': -122.325707}",1260,279,,1368,499,,5835,768,,6030,2013,
SLU,3064m6t9z4y0e,/apartments/seattle-wa/624-yale-apartments/9VWkdH/,"624 Yale Ave N, Seattle, WA",624 Yale Ave N  # 217-A,Seattle,WA,98109,"{'latitude': 47.62492, 'longitude': -122.33042}",624 Yale Apartments,True,17.0,False,,2905,,,2.0,,,,47.62492,-122.33042,3,74.59363957597174,Pike Grocery,1486,1284,,,Tashkent Park,472.0,428.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",5619,491,,657,541,,9647,681,,5506,2025,
SLU,1t87ab5hbnfvc,/apartments/seattle-wa/sitka/CgGp8z/,"1255 Harrison St, Seattle, WA",1255 Harrison St   # 460,Seattle,WA,98109,"{'latitude': 47.621845, 'longitude': -122.33109}",Sitka,True,26.0,False,,3965,,,2.0,,,,47.621845,-122.33109,6,39.46996466431095,Pike Grocery,338,284,,,Broadway Hill Park,326.0,282.0,,"{'lat': 47.6233342, 'lng': -122.318589}",653,182,,503,383,,4885,696,,5971,1895,
SLU,39ep497ga8j3f,/apartments/seattle-wa/radius/62pRyW/,"400 Boren Ave N, Seattle, WA",400 Boren Ave  N  # 838,Seattle,WA,98109,"{'latitude': 47.622696, 'longitude': -122.33548}",Radius,True,12.0,False,,3344,,,2.0,,,,47.622696,-122.33548,5,50.918727915194346,Pike Grocery,1329,1138,,,Thomas Street Gardens P-Patch,227.0,204.0,,"{'lat': 47.6213061, 'lng': -122.319346}",166,59,,69,54,,5454,591,,5868,1853,
SLU,r9wgujsfaex,/apartments/seattle-wa/amli-535/5XjV3z/,"535 Pontius Ave N, Seattle, WA",535 Pontius Ave N  Apt 128,Seattle,WA,98109,"{'latitude': 47.623688, 'longitude': -122.33207}",AMLI 535,True,12.0,True,,3920,,,2.0,,,,47.623688,-122.33207,8,23.356890459363957,Pike Grocery,1349,1149,,,Summit Place,266.0,223.0,,"{'lat': 47.62708, 'lng': -122.325707}",799,226,,426,348,,5591,624,,6063,1991,
SLU,4y8nkqw1jr8q9,/apartments/seattle-wa/marlowe/ChGjpN/,"1146 Harrison St, Seattle, WA",1146 Harrison St   # 726,Seattle,WA,98109,"{'latitude': 47.6223, 'longitude': -122.33484}",Marlowe,True,4.0,False,,4126,,,2.0,,,,47.6223,-122.33484,5,50.918727915194346,Pike Grocery,998,858,,,Tashkent Park,421.0,414.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",210,72,,220,159,,5498,604,,5766,1755,
SLU,25w9nwwudycuz,/apartments/seattle-wa/the-waverly/Bhkj6m/,"210 8th Ave N, Seattle, WA",210 8th Ave N  Unit 2609,Seattle,WA,98109,"{'latitude': 47.61984, 'longitude': -122.341064}",The Waverly,True,20.0,False,,4635,,,2.0,,,,47.61984,-122.341064,3,74.59363957597174,Pike Grocery,1356,1157,,,Tashkent Park,347.0,373.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",761,199,,647,519,,6235,753,,7603,2153,
SLU,4j9t9q49sw94g,/apartments/seattle-wa/mresidences-south-lake-union/5Xk3r2/,"717 Dexter Ave N, Seattle, WA",717 Dexter Ave  N  Apt 412,Seattle,WA,98109,"{'latitude': 47.625988, 'longitude': -122.34274}",mResidences South Lake Union,True,3.0,False,,3000,,,2.0,,,,47.625988,-122.34274,3,74.59363957597174,Pike Grocery,916,800,,,Tashkent Park,467.0,472.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",1156,327,,736,641,,6420,686,,10319,2175,
SLU,4zbw3jx92zqbs,/apartments/seattle-wa/rollin-street-flats/5XkGYp/,"120 Westlake Ave N, Seattle, WA",120 Westlake Ave N  Apt 827,Seattle,WA,98109,"{'latitude': 47.61922, 'longitude': -122.33795}",Rollin Street Flats,True,6.0,False,,4265,,,2.0,,,,47.61922,-122.33795,6,39.46996466431095,Safeway,454,391,,,Summit Place,164.0,151.0,,"{'lat': 47.62708, 'lng': -122.325707}",654,154,,471,376,,6752,689,,8240,1678,3.0
SLU,3617vr3nfw3jf,/apartments/seattle-wa/alcyone/5XjSx7/,"301 Minor Ave N, Seattle, WA",301 Minor Ave  N  # 1-314,Seattle,WA,98109,"{'latitude': 47.621315, 'longitude': -122.33335}",Alcyone,True,6.0,False,,3700,,,2.0,,,,47.621315,-122.33335,6,39.46996466431095,Pike Grocery,289,237,,,Broadway Hill Park,280.0,232.0,,"{'lat': 47.6233342, 'lng': -122.318589}",536,149,,431,324,,5591,619,,5899,1836,
SLU,2zdkbj30ugt9k,/apartments/seattle-wa/helm/BMmHrn/,"602 Terry Ave N, Seattle, WA",602 Terry Ave N  # 771,Seattle,WA,98109,"{'latitude': 47.625153, 'longitude': -122.336845}",Helm,True,6.0,False,,8550,,,2.0,,,,47.625153,-122.336845,4,62.3321554770318,Safeway,609,608,,,I-5 Colonnade,252.0,235.0,,"{'lat': 47.634874, 'lng': -122.3239399}",409,143,,289,264,,5487,584,,5563,1897,
SLU,5bzg6r4rea69v,/apartments/seattle-wa/hawaiian-apartments/5bFm6X/,"235 Bellevue Ave E, Seattle, WA",235 Bellevue Ave E  # 2B-2Ba-676Sqft,Seattle,WA,98102,"{'latitude': 47.62037, 'longitude': -122.32682}",Hawaiian Apartments,True,2.0,False,,2595,,,2.0,,,,47.62037,-122.32682,14,2.826855123674904,Pike Grocery,1325,1117,,,I-5 Colonnade,231.0,226.0,,"{'lat': 47.634874, 'lng': -122.3239399}",1479,421,,1472,1000,,6242,596,,6223,1271,3.0
SLU,3kjgc5vn41y4m,/apartments/seattle-wa/alt-capitol-hill/Cj8ftb/,"421 Belmont Ave E, Seattle, WA",421 Belmont Ave E  # 702,Seattle,WA,98102,"{'latitude': 47.622635, 'longitude': -122.32429}",Alt Capitol Hill,True,2.0,False,,2799,,,2.0,,,,47.622635,-122.32429,11,7.738515901060069,Central Co-op,425,432,,,Cove Creek,355.0,325.0,,"{'lat': 47.6416609, 'lng': -122.3256314}",2322,450,,1852,1129,,4733,638,,6157,1144,3.0
SLU,5cynvj2a29mwk,/apartments/seattle-wa/amli-south-lake-union/5Z2cjw/,"1260 Republican St, Seattle, WA",1260 Republican St Apt 719,Seattle,WA,98109,"{'latitude': 47.623405, 'longitude': -122.330956}",AMLI South Lake Union,True,16.0,True,,3207,,,2.0,,,,47.623405,-122.330956,5,50.918727915194346,Pike Grocery,912,801,,,First Hill Park,442.0,470.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",785,207,,417,336,,5577,605,,6054,1979,
SLU,93q83guxfmdh,/apartments/seattle-wa/mera/9WS7pB/,"630 Boren Ave N, Seattle, WA",630 Boren Ave  N  # 7786611,Seattle,WA,98109,"{'latitude': 47.625458, 'longitude': -122.335495}",Mera,True,3.0,False,,4210,,,2.0,,,,47.625458,-122.335495,4,62.3321554770318,Whole Foods Market,1605,1342,,,First Hill Park,477.0,464.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",552,199,,324,294,,5401,593,,5412,1769,
SLU,3zj9ysfcpwxq1,/apartments/seattle-wa/the-summit-at-lake-union/5XjLTV/,"1735 Dexter Ave N, Seattle, WA",1735 Dexter Ave  N  # B306,Seattle,WA,98109,"{'latitude': 47.634983, 'longitude': -122.34492}",The Summit at Lake Union,True,3.0,False,,3462,,,2.0,,,,47.634983,-122.34492,3,74.59363957597174,Pike Grocery,1040,890,,,Broadway Hill Park,464.0,386.0,,"{'lat': 47.6233342, 'lng': -122.318589}",2438,512,,2841,1515,,6149,835,,6707,2504,
SLU,4px29v0dtzs1s,/apartments/seattle-wa/equinox-apartments/5Xk5dD/,"1524 Eastlake Ave E, Seattle, WA",1524 Eastlake Ave  E  # 407,Seattle,WA,98102,"{'latitude': 47.633015, 'longitude': -122.32557}",Equinox Apartments,True,2.0,False,,3739,,,2.0,,,,47.633015,-122.32557,3,74.59363957597174,Eastlake Market,1684,1391,,,Thomas Street Gardens P-Patch,265.0,198.0,,"{'lat': 47.6213061, 'lng': -122.319346}",1510,379,,2325,950,,3470,537,,4239,1626,
SLU,2nwqa3eaqtqa9,/apartments/seattle-wa/stack-house/5XrhTg/,"1280 Harrison St, Seattle, WA",1280 Harrison St # A348,Seattle,WA,98109,"{'latitude': 47.622143, 'longitude': -122.33094}",Stack House,True,7.0,False,,2295,,,2.0,,,,47.622143,-122.33094,6,39.46996466431095,Pike Grocery,1227,1048,,,Broadway Hill Park,576.0,477.0,,"{'lat': 47.6233342, 'lng': -122.318589}",672,191,,521,400,,4904,705,,5989,1913,
SLU,54ph2maa2pkks,/apartments/seattle-wa/rivet-apartments/5XjNK4/,"1201 Mercer St, Seattle, WA",1201 Mercer St   # 116,Seattle,WA,98109,"{'latitude': 47.62394, 'longitude': -122.33275}",Rivet Apartments,True,6.0,False,,3400,,,2.0,,,,47.62394,-122.33275,6,39.46996466431095,Pike Grocery,343,277,,,First Hill Park,360.0,299.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",728,201,,364,304,,5524,599,,6001,1947,
SLU,4aet0exhrx2cs,https://www.zillow.com/apartments/seattle-wa/the-new-carroll-apartments/5XjRj4/,"The New Carroll Apartments, 305 Bellevue Ave E #C, Seattle, WA 98102",305 Bellevue Ave E #C,Seattle,WA,98102,"{'latitude': 47.621048, 'longitude': -122.32675}",,,,,$,1945,1945.0,False,1.0,1.0,678.0,,47.621048,-122.32675,16,1.3074204946996415,Safeway,843,782,,,Broadway Hill Park,181.0,162.0,,"{'lat': 47.6233342, 'lng': -122.318589}",1548,406,,1548,1060,,6311,581,,6196,1245,3.0
SLU,2jgprez0smv20,https://www.zillow.com/apartments/seattle-wa/capitol-hill-park/5XnzZJ/,"Capitol Hill Park, 311 Bellevue Ave E APT 502, Seattle, WA 98102",311 Bellevue Ave E APT 502,Seattle,WA,98102,"{'latitude': 47.62129, 'longitude': -122.32696}",,,,,$,3195,3195.0,False,2.0,2.0,1116.0,,47.62129,-122.32696,13,3.957597173144876,Pike Grocery,548,498,,,Japanese American Remembrance Garden,219.0,184.0,,"{'lat': 47.61176680000001, 'lng': -122.3179979}",1539,410,,1539,1032,,6343,573,,6223,1266,3.0
SLU,c96afj19sxrh,https://www.zillow.com/apartments/seattle-wa/mercerview-apartments/5XjQKV/,"MercerView Apartments, 1200 Mercer St APT 104, Seattle, WA 98109",1200 Mercer St APT 104,Seattle,WA,98109,"{'latitude': 47.62445, 'longitude': -122.33268}",,,,,$,2135,2135.0,False,1.0,1.0,864.0,,47.62445,-122.33268,5,50.918727915194346,Central Co-op,421,410,,,Cal Anderson Park,201.0,162.0,,"{'lat': 47.61701849999999, 'lng': -122.319127}",935,266,,427,354,,4744,689,,5588,1914,
SLU,3uwbw9kjp0s0u,https://www.zillow.com/apartments/seattle-wa/dakar/5ZwxNS/,"Dakar, 520 Summit Ave E #101, Seattle, WA 98102",520 Summit Ave E #101,Seattle,WA,98102,"{'latitude': 47.62392, 'longitude': -122.32495}",,,,,$,1495,1495.0,False,1.0,1.0,650.0,,47.62392,-122.32495,10,12.402826855123678,Pike Grocery,1035,885,,,Tashkent Park,150.0,138.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",2226,449,,1948,1270,,4636,636,,6347,1313,3.0
SLU,453whg6e2g3wq,https://www.zillow.com/apartments/seattle-wa/mercer-vista-apartments/5XrCx5/,"Mercer Vista Apartments, 401 E Mercer St APT 102, Seattle, WA 98102",401 E Mercer St APT 102,Seattle,WA,98102,"{'latitude': 47.6242, 'longitude': -122.32632}",,,,,$,1550,1550.0,False,1.0,1.0,560.0,2025-03-15 00:00:00,47.6242,-122.32632,14,2.826855123674904,Pike Grocery,993,842,,,Terry Pettus Park,336.0,252.0,,"{'lat': 47.636752, 'lng': -122.32933}",1930,460,,1942,1365,,4555,630,,6506,1487,3.0
SLU,30ycqn619mxgf,https://www.zillow.com/apartments/seattle-wa/bell-view-apartments/9VWLxR/,"Bell View Apartments, 736 Bellevue Pl E #202, Seattle, WA 98102",736 Bellevue Pl E #202,Seattle,WA,98102,"{'latitude': 47.62611, 'longitude': -122.32767}",,,,,$,2695,2695.0,False,2.0,1.0,830.0,2025-01-11 00:00:00,47.62611,-122.32767,2,86.57243816254417,Whole Foods Market,233,209,,,First Hill Park,552.0,514.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1959,421,,2034,1441,,4370,609,,6843,1830,3.0
SLU,szafurv9j6y2,https://www.zillow.com/apartments/seattle-wa/1611-on-lake-union/5XjMv4/,"1611 on Lake Union, 1611 8th Ave N #203, Seattle, WA 98109",1611 8th Ave N #203,Seattle,WA,98109,"{'latitude': 47.63341, 'longitude': -122.341446}",,,,,$,2927,2927.0,False,2.0,2.0,853.0,2025-02-28 00:00:00,47.63341,-122.341446,8,23.356890459363957,Pike Grocery,1521,1290,,,Terry Pettus Park,182.0,135.0,,"{'lat': 47.636752, 'lng': -122.32933}",1471,333,,1426,535,,5656,703,,6056,2005,
SLU,h1hfrpvqaahq,https://www.zillow.com/apartments/seattle-wa/shoresmith/9P5w9v/,"Shoresmith, 1170 Republican St #506, Seattle, WA 98109",1170 Republican St #506,Seattle,WA,98109,"{'latitude': 47.62327, 'longitude': -122.333374}",,,,,$,2640,2640.0,False,1.0,1.0,698.0,2025-01-08 00:00:00,47.62327,-122.333374,6,39.46996466431095,Safeway,555,464,,,Lakeview Place,130.0,98.0,,"{'lat': 47.6293889, 'lng': -122.3256676}",614,168,,246,203,,5406,566,,5883,1846,
SLU,rm16fza93na6,https://www.zillow.com/apartments/seattle-wa/boxcar-south-lake-union/5XrCCB/,"Boxcar South Lake Union, 975 John St #408, Seattle, WA 98109",975 John St #408,Seattle,WA,98109,"{'latitude': 47.619514, 'longitude': -122.33754}",,,,,$,1926,1926.0,False,1.0,1.0,577.0,,47.619514,-122.33754,6,39.46996466431095,Pike Grocery,469,421,,,Summit Place,57.0,43.0,,"{'lat': 47.62708, 'lng': -122.325707}",479,148,,391,298,,6092,704,,7151,1496,
SLU,4c2qgrzdvg86r,https://www.zillow.com/apartments/seattle-wa/belroy/5XjVQx/,"Belroy, 703 Bellevue Ave E #601, Seattle, WA 98102",703 Bellevue Ave E #601,Seattle,WA,98102,"{'latitude': 47.625244, 'longitude': -122.326866}",,,,,$,3295,3295.0,False,1.0,1.0,848.0,2025-02-15 00:00:00,47.625244,-122.326866,8,23.356890459363957,Pike Grocery,533,504,,,Tashkent Park,346.0,383.0,,"{'lat': 47.6238093, 'lng': -122.3233974}",2016,411,,2014,1445,,4427,599,,6634,1607,3.0
SLU,6yy8dwh2jyk7,https://www.zillow.com/apartments/seattle-wa/summit-view/5jF2ny/,"Summit View, 745 Summit Ave E APT 205, Seattle, WA 98102",745 Summit Ave E APT 205,Seattle,WA,98102,"{'latitude': 47.626427, 'longitude': -122.325714}",,,,,$,1800,1800.0,False,1.0,1.0,640.0,,47.626427,-122.325714,7,29.89399293286219,Safeway,854,812,,,First Hill Park,483.0,471.0,,"{'lat': 47.6119174, 'lng': -122.3255448}",1928,397,,2280,1499,,4338,585,,6617,1562,3.0
SLU,1q9x0qxbsry38,https://www.zillow.com/apartments/seattle-wa/carlyle-apartments-capitol-hill-seattle/5hY5C7/,"Carlyle Apartments, Capitol Hill Seattle, 320 Summit Ave E APT 4, Seattle, WA 98102",320 Summit Ave E APT 4,Seattle,WA,98102,"{'latitude': 47.62151, 'longitude': -122.32502}",,,,,$,1695,1695.0,False,1.0,1.0,600.0,2025-01-09 00:00:00,47.62151,-122.32502,8,23.356890459363957,Eastlake Market,427,380,,,Japanese American Remembrance Garden,288.0,245.0,,"{'lat': 47.61176680000001, 'lng': -122.3179979}",1690,446,,1699,1036,,6391,590,,6154,1177,3.0
SLU,20t3mvkn0ktcx,https://www.zillow.com/apartments/seattle-wa/summit-apartments/5XjHx6/,"Summit Apartments, 733 Summit Ave E APT 110, Seattle, WA 98102",733 Summit Ave E APT 110,Seattle,WA,98102,"{'latitude': 47.62591, 'longitude': -122.32581}",,,,,$,1575,1575.0,False,1.0,1.0,560.0,,47.62591,-122.32581,8,23.356890459363957,Safeway,830,782,,,Thomas Street Gardens P-Patch,339.0,295.0,,"{'lat': 47.6213061, 'lng': -122.319346}",1932,392,,2194,1445,,4343,580,,6611,1556,3.0
SLU,25espdb5wkrde,https://www.zillow.com/apartments/seattle-wa/sealth-vista/5bFT6S/,"Sealth Vista, 203 Belmont Ave E, Seattle, WA 98102",203 Belmont Ave E #1B-1BA-400SQFT,Seattle,WA,98102,"{'latitude': 47.61985, 'longitude': -122.32438}",,,,,$,1695,1695.0,False,1.0,1.0,475.0,,47.61985,-122.32438,6,39.46996466431095,Pete's Supermarket and Wine Shop,246,201,,,Cal Anderson Park,128.0,109.0,,"{'lat': 47.61701849999999, 'lng': -122.319127}",1604,462,,1493,890,,6305,607,,5894,953,3.0
