plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,badgeInfo
,https://photos.zillowstatic.com/fp/4ea47fe08dc486984e7c7f76e1cbb696-p_e.jpg,True,/apartments/seattle-wa/loski-apartments/ChTYvd/,FOR_RENT,Apartment for rent,"$5,000+/mo","2317 N 45th St, Seattle, WA 98103",,,,,"{'latitude': 47.661263, 'longitude': -122.330536}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,7945758000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",442081841,ForRent,For Rent,$5.0K,1.0,1.0,516.0,"{'homeInfo': {'zpid': 442081841, 'streetAddress': '2317 N 45th St #1B-1BA-516SQFT', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.661263, 'longitude': -122.330536, 'price': 5000.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 516.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5000.0, 'timeOnZillow': 7945758000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-516Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
4ayah8bfgj7hj,https://photos.zillowstatic.com/fp/78768ad4c640ef70b7e0661cf6db26b2-p_e.jpg,True,/apartments/seattle-wa/wally-apartment/5Xq44V/,FOR_RENT,Wally Apartment,"$1,920+/mo","4111 Stone Way N, Seattle, WA",1.0,1.0,599.0,1002021457.0,"{'latitude': 47.657, 'longitude': -122.34276}",{'type': 'TIME_ON_INFO'},Wally Apartment,47.657--122.34276,True,True,False,False,False,True,False,,False,852622000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
2kjk88wxxz4u5,https://photos.zillowstatic.com/fp/61ea65961c0c5e40ce3842a9513a041d-p_e.jpg,True,/b/5615-phinney-ave-n-seattle-wa-9VWQhG/,FOR_RENT,For Rent,"$1,500+/mo","5615 Phinney Ave N, Seattle, WA",1.0,1.0,,2118672890.0,"{'latitude': 47.670265, 'longitude': -122.35476}",{'type': 'TIME_ON_INFO'},,47.670265--122.35476,True,False,False,False,False,True,False,,False,1553599000,2.0,unknown,"['paid', 'zillowRentalManager']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
,https://photos.zillowstatic.com/fp/a53c9b4ed617ba8c6b74326e91ccfa0d-p_e.jpg,True,/homedetails/354-NE-56th-St-B-Seattle-WA-98105/2070482662_zpid/,FOR_RENT,Apartment for rent,"$2,599/mo","354 NE 56th St #B, Seattle, WA 98105",,,,,"{'latitude': 47.669487, 'longitude': -122.32313}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,True,False,False,True,False,,False,611012000,,unknown,"['paid', 'zillowRentalManager']",2070482662,ForRent,For Rent,$2.6K,3.0,1.0,950.0,"{'homeInfo': {'zpid': 2070482662, 'streetAddress': '354 NE 56th St #B', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.669487, 'longitude': -122.32313, 'price': 2599.0, 'bathrooms': 1.0, 'bedrooms': 3.0, 'livingArea': 950.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2797, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2599.0, 'timeOnZillow': 611012000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-14 00:00:00,False,
1b4x2tp243361,https://photos.zillowstatic.com/fp/a11cefa1ba260b20633cd174aa6c5a5f-p_e.jpg,True,/b/412-ne-43rd-st-seattle-wa-Cj4bP6/,FOR_RENT,For Rent,"$2,550+/mo","412 NE 43rd St, Seattle, WA",2.0,1.0,1000.0,2744351138.0,"{'latitude': 47.659157, 'longitude': -122.323425}",{'type': 'TIME_ON_INFO'},,47.659157--122.323425,True,False,False,False,False,True,False,,False,4058300000,2.0,unknown,"['paid', 'zillowRentalManager']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
,https://photos.zillowstatic.com/fp/279fa0e237c4b11e0890daa3c4829587-p_e.jpg,True,/homedetails/1111-NW-58th-St-B-Seattle-WA-98107/2080284322_zpid/,FOR_RENT,Apartment for rent,"$2,195/mo","1111 NW 58th St #B, Seattle, WA 98107",,,,,"{'latitude': 47.67067, 'longitude': -122.3714}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,True,False,False,True,False,,False,2652236000,,unknown,"['paid', 'zillowRentalManager']",2080284322,ForRent,For Rent,$2.2K,1.0,1.0,900.0,"{'homeInfo': {'zpid': 2080284322, 'streetAddress': '1111 NW 58th St #B', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.67067, 'longitude': -122.3714, 'price': 2195.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 900.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2059, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2195.0, 'timeOnZillow': 2652236000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,
,https://photos.zillowstatic.com/fp/579874926badd21433554ff6e009b212-p_e.jpg,True,/homedetails/4226-Dayton-Ave-N-APT-301-Seattle-WA-98103/48769346_zpid/,FOR_RENT,Apartment for rent,"$3,250/mo","4226 Dayton Ave N APT 301, Seattle, WA 98103",,,,,"{'latitude': 47.65853, 'longitude': -122.35175}","{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,445362000,,unknown,"['paid', 'zillowRentalManager']",48769346,ForRent,For Rent,$3.3K,2.0,2.0,840.0,"{'homeInfo': {'zpid': 48769346, 'streetAddress': '4226 Dayton Ave N APT 301', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65853, 'longitude': -122.35175, 'price': 3250.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 840.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 525800, 'rentZestimate': 2992, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3250.0, 'timeOnZillow': 445362000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 501000.0, 'unit': 'Apt 301', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,
,https://photos.zillowstatic.com/fp/52c5944b5d07de7cb2e858fa8a0eece5-p_e.jpg,True,/homedetails/4418-2nd-Ave-NE-4-Seattle-WA-98105/2078241836_zpid/,FOR_RENT,Apartment for rent,"$1,200/mo","4418 2nd Ave NE #4, Seattle, WA 98105",,,,,"{'latitude': 47.66077, 'longitude': -122.32693}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,True,False,False,True,False,,False,2067821000,,unknown,"['paid', 'zillowRentalManager']",2078241836,ForRent,For Rent,$1.2K,1.0,1.0,450.0,"{'homeInfo': {'zpid': 2078241836, 'streetAddress': '4418 2nd Ave NE #4', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66077, 'longitude': -122.32693, 'price': 1200.0, 'datePriceChanged': 1737360000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 450.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1376, 'listing_sub_type': {}, 'priceReduction': '$100 (Jan 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1200.0, 'priceChange': -100, 'timeOnZillow': 2067821000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 4', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-25 00:00:00,False,
,https://photos.zillowstatic.com/fp/233cf802ad7a3d3c90c0ade489ad1eb9-p_e.jpg,True,/homedetails/4321-Linden-Ave-N-APT-H-Seattle-WA-98103/48935488_zpid/,FOR_RENT,Apartment for rent,"$3,500/mo","4321 Linden Ave N APT H, Seattle, WA 98103",,,,,"{'latitude': 47.660034, 'longitude': -122.349045}","{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1564783000,,unknown,"['paid', 'zillowRentalManager']",48935488,ForRent,For Rent,$3.5K,2.0,1.0,790.0,"{'homeInfo': {'zpid': 48935488, 'streetAddress': '4321 Linden Ave N APT H', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.660034, 'longitude': -122.349045, 'price': 3500.0, 'datePriceChanged': 1736755200000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 790.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 579300, 'rentZestimate': 2736, 'listing_sub_type': {}, 'priceReduction': '$250 (Jan 13)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3500.0, 'priceChange': -250, 'timeOnZillow': 1564783000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 597000.0, 'unit': 'Apt H', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-03-03 00:00:00,False,
,https://photos.zillowstatic.com/fp/52d9dfaa1966b3bbdc2c1c747f1b2c25-p_e.jpg,True,/homedetails/807-N-49th-St-APT-3-Seattle-WA-98103/2061701627_zpid/,FOR_RENT,Apartment for rent,"$1,650/mo","807 N 49th St APT 3, Seattle, WA 98103",,,,,"{'latitude': 47.664078, 'longitude': -122.34813}","{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,970604000,,unknown,"['paid', 'zillowRentalManager']",2061701627,ForRent,For Rent,$1.7K,1.0,1.0,550.0,"{'homeInfo': {'zpid': 2061701627, 'streetAddress': '807 N 49th St APT 3', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.664078, 'longitude': -122.34813, 'price': 1650.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 550.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1643, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'timeOnZillow': 970604000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/58ed16327ae26491e35d2da9e86b8ae9-p_e.jpg,True,/homedetails/3635-Francis-Ave-N-APT-6-Seattle-WA-98103/2082064991_zpid/,FOR_RENT,Apartment for rent,"$2,200/mo","3635 Francis Ave N APT 6, Seattle, WA 98103",,,,,"{'latitude': 47.6531, 'longitude': -122.35373}","{'type': 'TIME_ON_INFO', 'text': '5 hours ago', 'data': {'isRead': None, 'isFresh': True}}",,,,,False,False,False,True,False,,False,19643000,,unknown,"['paid', 'zillowRentalManager']",2082064991,ForRent,For Rent,$2.2K,2.0,1.0,750.0,"{'homeInfo': {'zpid': 2082064991, 'streetAddress': '3635 Francis Ave N APT 6', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6531, 'longitude': -122.35373, 'price': 2200.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 750.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2394, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2200.0, 'timeOnZillow': 19643000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 6', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/7878ee1a91532f6989a5fa93c0e1fc15-p_e.jpg,True,/homedetails/5843-5th-Ave-NW-5843-Seattle-WA-98107/443619366_zpid/,FOR_RENT,Apartment for rent,"$2,100/mo","5843 5th Ave NW #5843, Seattle, WA 98107",,,,,"{'latitude': 47.672, 'longitude': -122.36326}","{'type': 'TIME_ON_INFO', 'text': '30 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,2651846000,,unknown,"['paid', 'zillowRentalManager']",443619366,ForRent,For Rent,$2.1K,2.0,1.0,900.0,"{'homeInfo': {'zpid': 443619366, 'streetAddress': '5843 5th Ave NW #5843', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.672, 'longitude': -122.36326, 'price': 2100.0, 'datePriceChanged': 1736928000000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 900.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$100 (Jan 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2100.0, 'priceChange': -100, 'timeOnZillow': 2651846000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 5843', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,
,https://photos.zillowstatic.com/fp/9d1cd742c28e2c6b04a056d96c282dce-p_e.jpg,True,/homedetails/4105A-Whitman-Ave-N-Seattle-WA-98103/62901987_zpid/,FOR_RENT,Townhouse for rent,"$3,783/mo","4105A Whitman Ave N, Seattle, WA 98103",,,,,"{'latitude': 47.656902, 'longitude': -122.34649}","{'type': 'TIME_ON_INFO', 'text': '13 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1194474000,,unknown,"['paid', 'zillowRentalManager']",62901987,ForRent,For Rent,$3.8K,3.0,3.0,1300.0,"{'homeInfo': {'zpid': 62901987, 'streetAddress': '4105A Whitman Ave N', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.656902, 'longitude': -122.34649, 'price': 3783.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1300.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 824800, 'rentZestimate': 3823, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3783.0, 'timeOnZillow': 1194474000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 804000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-03-01 00:00:00,False,
,https://photos.zillowstatic.com/fp/288f6f70bf8f7fd60b1b61c56381c3e7-p_e.jpg,True,/homedetails/6006-3rd-Ave-NW-3-Seattle-WA-98107/2070477083_zpid/,FOR_RENT,Apartment for rent,"$3,175/mo","6006 3rd Ave NW #3, Seattle, WA 98107",,,,,"{'latitude': 47.67265, 'longitude': -122.36043}","{'type': 'TIME_ON_INFO', 'text': '4 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,408025000,,unknown,"['paid', 'zillowRentalManager']",2070477083,ForRent,For Rent,$3.2K,3.0,2.0,1280.0,"{'homeInfo': {'zpid': 2070477083, 'streetAddress': '6006 3rd Ave NW #3', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.67265, 'longitude': -122.36043, 'price': 3175.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1280.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 3134, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3175.0, 'timeOnZillow': 408025000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-03-01 00:00:00,False,
,https://photos.zillowstatic.com/fp/5a11bd314e54869f75a49f1720839b0c-p_e.jpg,True,/homedetails/5415-6th-Ave-NW-12-Seattle-WA-98107/446143601_zpid/,FOR_RENT,Apartment for rent,$615/mo,"5415 6th Ave NW #12, Seattle, WA 98107",,,,,"{'latitude': 47.668358, 'longitude': -122.36355}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,161950000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",446143601,ForRent,For Rent,$615,1.0,0.0,,"{'homeInfo': {'zpid': 446143601, 'streetAddress': '5415 6th Ave NW #12', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.668358, 'longitude': -122.36355, 'price': 615.0, 'bathrooms': 0.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 615.0, 'timeOnZillow': 161950000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 12', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-02 00:00:00,False,
,https://photos.zillowstatic.com/fp/847227a343f6437a086c32b9a477c299-p_e.jpg,True,/homedetails/4423-Phinney-Ave-N-APT-C-Seattle-WA-98103/2083474343_zpid/,FOR_RENT,Townhouse for rent,"$4,500/mo","4423 Phinney Ave N APT C, Seattle, WA 98103",,,,,"{'latitude': 47.66089, 'longitude': -122.35477}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,7571642000,,unknown,"['paid', 'zillowRentalManager']",2083474343,ForRent,For Rent,$4.5K,4.0,4.0,2200.0,"{'homeInfo': {'zpid': 2083474343, 'streetAddress': '4423 Phinney Ave N APT C', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66089, 'longitude': -122.35477, 'price': 4500.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2200.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1051100, 'rentZestimate': 4645, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4500.0, 'timeOnZillow': 7571642000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt C', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/2b68a11cc1bab7b6360b24ecec46aeb1-p_e.jpg,True,/homedetails/103-N-Market-St-Seattle-WA-98103/49040954_zpid/,FOR_RENT,Apartment for rent,"$3,795/mo","103 N Market St, Seattle, WA 98103",,,,,"{'latitude': 47.66293, 'longitude': -122.3575}","{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,912192000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",49040954,ForRent,For Rent,$3.8K,4.0,2.0,1575.0,"{'homeInfo': {'zpid': 49040954, 'streetAddress': '103 N Market St', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66293, 'longitude': -122.3575, 'price': 3795.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 1575.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1048900, 'rentZestimate': 2866, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3795.0, 'timeOnZillow': 912192000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 907000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-14 00:00:00,False,
,https://photos.zillowstatic.com/fp/976e5c19f41d8c58f6f3dbbf063ba087-p_e.jpg,True,/homedetails/1018-W-Nickerson-St-Seattle-WA-98119/2133969866_zpid/,FOR_RENT,Apartment for rent,"$1,565/mo","1018 W Nickerson St, Seattle, WA 98119",,,,,"{'latitude': 47.654324, 'longitude': -122.370514}","{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1036218000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2133969866,ForRent,For Rent,$1.6K,1.0,1.0,680.0,"{'homeInfo': {'zpid': 2133969866, 'streetAddress': '1018 W Nickerson St', 'zipcode': '98119', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.654324, 'longitude': -122.370514, 'price': 1565.0, 'datePriceChanged': 1736841600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 680.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1916, 'listing_sub_type': {}, 'priceReduction': '$30 (Jan 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1565.0, 'priceChange': -30, 'timeOnZillow': 1036218000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-14 00:00:00,False,
,https://photos.zillowstatic.com/fp/309c929ff86d0af10cd06451e1689537-p_e.jpg,True,/homedetails/644-NW-50th-St-Seattle-WA-98107/48673630_zpid/,FOR_RENT,Townhouse for rent,"$3,895/mo","644 NW 50th St, Seattle, WA 98107",,,,,"{'latitude': 47.665226, 'longitude': -122.36534}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1320345000,,unknown,"['paid', 'zillowRentalManager']",48673630,ForRent,For Rent,$3.9K,3.0,2.0,1650.0,"{'homeInfo': {'zpid': 48673630, 'streetAddress': '644 NW 50th St', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.665226, 'longitude': -122.36534, 'price': 3895.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1650.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1006300, 'rentZestimate': 3735, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3895.0, 'timeOnZillow': 1320345000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 836000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-04-01 00:00:00,False,
