plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,badgeInfo
,https://photos.zillowstatic.com/fp/8631778ace39a51f2202c1fccba51146-p_e.jpg,True,/homedetails/516-N-46th-St-A-Seattle-WA-98103/49139450_zpid/,FOR_RENT,Townhouse for rent,"$3,795/mo","516 N 46th St #A, Seattle, WA 98103",,,,,"{'latitude': 47.66233, 'longitude': -122.351944}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1258939000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",49139450,ForRent,For Rent,$3.8K,3.0,3.0,1350.0,"{'homeInfo': {'zpid': 49139450, 'streetAddress': '516 N 46th St #A', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66233, 'longitude': -122.351944, 'price': 3795.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1350.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 772100, 'rentZestimate': 3860, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3795.0, 'timeOnZillow': 1258939000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 651000.0, 'unit': '# A', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-05 00:00:00,False,
,https://photos.zillowstatic.com/fp/2b7946dc8c967466496aa1bdeb7b9b04-p_e.jpg,True,/homedetails/5116-9th-Ave-NW-Seattle-WA-98107/48824265_zpid/,FOR_RENT,House for rent,"$4,450/mo","5116 9th Ave NW, Seattle, WA 98107",,,,,"{'latitude': 47.6662, 'longitude': -122.36835}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1329517000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",48824265,ForRent,For Rent,$4.5K,3.0,3.0,1643.0,"{'homeInfo': {'zpid': 48824265, 'streetAddress': '5116 9th Ave NW', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6662, 'longitude': -122.36835, 'price': 4450.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1643.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1480400, 'rentZestimate': 4359, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4450.0, 'timeOnZillow': 1329517000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1312000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/dbe1c43e52ac8362ff88d17e6165c6f0-p_e.jpg,True,/homedetails/1001-N-49th-St-C-Seattle-WA-98103/443890976_zpid/,FOR_RENT,Apartment for rent,"$3,200/mo","1001 N 49th St #C, Seattle, WA 98103",,,,,"{'latitude': 47.664085, 'longitude': -122.34587}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1356599000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",443890976,ForRent,For Rent,$3.2K,2.0,1.0,790.0,"{'homeInfo': {'zpid': 443890976, 'streetAddress': '1001 N 49th St #C', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.664085, 'longitude': -122.34587, 'price': 3200.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 790.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3200.0, 'timeOnZillow': 1356599000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# C', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-15 00:00:00,False,
,https://photos.zillowstatic.com/fp/717fd3558782641d43f9bf96cf150d8c-p_e.jpg,True,/homedetails/1400-N-46th-St-3-Seattle-WA-98103/2094327105_zpid/,FOR_RENT,Apartment for rent,"$2,325/mo","1400 N 46th St #3, Seattle, WA 98103",,,,,"{'latitude': 47.662373, 'longitude': -122.34043}","{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1311331000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2094327105,ForRent,For Rent,$2.3K,2.0,1.0,1000.0,"{'homeInfo': {'zpid': 2094327105, 'streetAddress': '1400 N 46th St #3', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.662373, 'longitude': -122.34043, 'price': 2325.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1000.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2700, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2325.0, 'timeOnZillow': 1311331000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-15 00:00:00,False,
,https://photos.zillowstatic.com/fp/4dc862a8339a7f58129ffaa4d3bc6f00-p_e.jpg,True,/homedetails/4017-5th-Ave-NE-UNIT-2B-Seattle-WA-98105/443822699_zpid/,FOR_RENT,Apartment for rent,$690/mo,"4017 5th Ave NE UNIT 2B, Seattle, WA 98105",,,,,"{'latitude': 47.656116, 'longitude': -122.32382}","{'type': 'TIME_ON_INFO', 'text': '17 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1550965000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",443822699,ForRent,For Rent,$690,1.0,3.0,,"{'homeInfo': {'zpid': 443822699, 'streetAddress': '4017 5th Ave NE UNIT 2B', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.656116, 'longitude': -122.32382, 'price': 690.0, 'bathrooms': 3.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 690.0, 'timeOnZillow': 1550965000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit 2B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/dcea6f371759bbeb42de7592510cde8e-p_e.jpg,True,/homedetails/3616-1st-Ave-NW-APT-3-Seattle-WA-98107/72500912_zpid/,FOR_RENT,Apartment for rent,"$3,295/mo","3616 1st Ave NW APT 3, Seattle, WA 98107",,,,,"{'latitude': 47.65345, 'longitude': -122.35732}","{'type': 'TIME_ON_INFO', 'text': '23 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,2057396000,,unknown,"['paid', 'zillowRentalManager']",72500912,ForRent,For Rent,$3.3K,2.0,2.0,971.0,"{'homeInfo': {'zpid': 72500912, 'streetAddress': '3616 1st Ave NW APT 3', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65345, 'longitude': -122.35732, 'price': 3295.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 971.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 572700, 'rentZestimate': 2942, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3295.0, 'timeOnZillow': 2057396000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 593000.0, 'unit': 'Apt 3', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-25 00:00:00,False,
,https://photos.zillowstatic.com/fp/50029479d2b8d7bbc10b64b49797e4f9-p_e.jpg,True,/homedetails/3635B-Greenwood-Ave-N-Seattle-WA-98103/2054127161_zpid/,FOR_RENT,Townhouse for rent,"$4,400/mo","3635B Greenwood Ave N, Seattle, WA 98103",,,,,"{'latitude': 47.65362, 'longitude': -122.35596}","{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,1445604000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2054127161,ForRent,For Rent,$4.4K,3.0,3.0,1520.0,"{'homeInfo': {'zpid': 2054127161, 'streetAddress': '3635B Greenwood Ave N', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65362, 'longitude': -122.35596, 'price': 4400.0, 'datePriceChanged': 1737100800000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1520.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 805800, 'rentZestimate': 4193, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4400.0, 'priceChange': 500, 'timeOnZillow': 1445604000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-31 00:00:00,False,
,https://photos.zillowstatic.com/fp/137c84f787c8667dc3b04884dbab1b89-p_e.jpg,True,/homedetails/1128-NW-56th-St-Seattle-WA-98107/58383885_zpid/,FOR_RENT,Townhouse for rent,"$3,500/mo","1128 NW 56th St, Seattle, WA 98107",,,,,"{'latitude': 47.669724, 'longitude': -122.372055}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,2825599000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",58383885,ForRent,For Rent,$3.5K,3.0,4.0,1600.0,"{'homeInfo': {'zpid': 58383885, 'streetAddress': '1128 NW 56th St', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.669724, 'longitude': -122.372055, 'price': 3500.0, 'bathrooms': 4.0, 'bedrooms': 3.0, 'livingArea': 1600.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 871000, 'rentZestimate': 3859, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3500.0, 'timeOnZillow': 2825599000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 725000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,
43cqsbsnbx4tx,https://photos.zillowstatic.com/fp/75282c58351f28bb48dad07988277a93-p_e.jpg,True,/apartments/seattle-wa/woodland-arms/9VWQK3/,FOR_RENT,Woodland Arms,"$1,695+/mo","5019 Phinney Ave N, Seattle, WA",1.0,1.0,525.0,2118671948.0,"{'latitude': 47.665558, 'longitude': -122.35477}",{'type': 'TIME_ON_INFO'},Woodland Arms,47.665558--122.35477,True,True,False,False,False,True,False,,False,1618048000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
2pca84az0mw2b,https://photos.zillowstatic.com/fp/c69452453e5fb45845a6d14546a382ed-p_e.jpg,True,/b/801-n-43rd-st-seattle-wa-5YCZPf/,FOR_RENT,For Rent,"$1,875+/mo","801 N 43rd St, Seattle, WA",1.0,1.0,651.0,1004202406.0,"{'latitude': 47.659184, 'longitude': -122.34833}",{'type': 'TIME_ON_INFO'},,47.659184--122.34833,True,False,False,False,False,True,False,,False,6730523000,2.0,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
,https://photos.zillowstatic.com/fp/54461f52be1989b149857bc49b0bc138-p_e.jpg,True,/b/winslow-place-in-unit-laundry-and-private-deck-in-wallingford-greenlake-fremont-location!-seattle-wa-5jF2wR/,FOR_RENT,Apartment for rent,"$1,800+/mo","4318 Winslow Pl N APT 202, Seattle, WA 98103",,,,,"{'latitude': 47.66014, 'longitude': -122.34636}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,4023089000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2082802049,ForRent,For Rent,$1.8K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 2082802049, 'streetAddress': '4318 Winslow Pl N APT 202', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66014, 'longitude': -122.34636, 'price': 1800.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2042, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1800.0, 'timeOnZillow': 4023089000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-15 00:00:00,False,
,https://photos.zillowstatic.com/fp/9bdab677fa3844f9e559810862a3206d-p_e.jpg,True,/b/modern-seattle-home-in-desirable-location-seattle-wa-C3sS6L/,FOR_RENT,Apartment for rent,"$2,300+/mo","4005 Midvale Ave N, Seattle, WA 98103",,,,,"{'latitude': 47.655632, 'longitude': -122.34401}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,3420318000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",443424135,ForRent,For Rent,$2.3K,2.0,1.0,,"{'homeInfo': {'zpid': 443424135, 'streetAddress': '4005 Midvale Ave N #B', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.655632, 'longitude': -122.34401, 'price': 2300.0, 'datePriceChanged': 1737446400000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$250 (Jan 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2300.0, 'priceChange': -250, 'timeOnZillow': 3420318000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/27d7e5f76eb1576f13e0fb264f34b507-p_e.jpg,True,/homedetails/5120-9th-Ave-NW-Seattle-WA-98107/443629610_zpid/,FOR_RENT,House for rent,"$4,950/mo","5120 9th Ave NW, Seattle, WA 98107",,,,,"{'latitude': 47.665855, 'longitude': -122.36861}","{'type': 'TIME_ON_INFO', 'text': '29 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,2537964000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",443629610,ForRent,For Rent,$5.0K,3.0,3.0,1798.0,"{'homeInfo': {'zpid': 443629610, 'streetAddress': '5120 9th Ave NW', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.665855, 'longitude': -122.36861, 'price': 4950.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1798.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1042900, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4950.0, 'timeOnZillow': 2537964000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
,https://photos.zillowstatic.com/fp/f47ecc4b4f90c547227dce136c9176be-p_e.jpg,True,/b/05)-5408-meridian-seattle-wa-9VWQYq/,FOR_RENT,Apartment for rent,"$1,845/mo","5408 Meridian Ave N #401, Seattle, WA 98103",,,,,"{'latitude': 47.668217, 'longitude': -122.33335}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,4022970000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2078734101,ForRent,For Rent,$1.8K,1.0,1.0,630.0,"{'homeInfo': {'zpid': 2078734101, 'streetAddress': '5408 Meridian Ave N #401', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.668217, 'longitude': -122.33335, 'price': 1845.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 630.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1883, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1845.0, 'timeOnZillow': 4022970000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 401', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-04-13 00:00:00,False,
,https://photos.zillowstatic.com/fp/8be773e59a0d9ececb5e3431f85847bf-p_e.jpg,True,/homedetails/6-2633-14th-Ave-W-Seattle-WA-98119/442560479_zpid/,FOR_RENT,Apartment for rent,"$1,595/mo","6-2633 14th Ave W, Seattle, WA 98119",,,,,"{'latitude': 47.653084, 'longitude': -122.37488}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,6393041000,,unknown,"['paid', 'zillowRentalManager']",442560479,ForRent,For Rent,$1.6K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 442560479, 'streetAddress': '6-2633 14th Ave W', 'zipcode': '98119', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.653084, 'longitude': -122.37488, 'price': 1595.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1595.0, 'timeOnZillow': 6393041000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
1xuws43hwmtek,https://photos.zillowstatic.com/fp/35816544e11d8832b23dbcc5cb43fbe0-p_e.jpg,True,/b/3221285-seattle-wa-9VWQd6/,FOR_RENT,3221285,"$1,700+/mo","5522 Kenwood Pl N, Seattle, WA",1.0,1.0,450.0,2118672735.0,"{'latitude': 47.66931, 'longitude': -122.33397}",{'type': 'TIME_ON_INFO'},3221285,47.66931--122.33397,True,True,False,False,False,True,False,,False,496724000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectFlatFeeFeedConnect']",,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}"
,https://photos.zillowstatic.com/fp/c05fa2b652e8d03a38d1a395c17d262d-p_e.jpg,True,/b/charming-triplex-with-hardwood-floors-appliances-and-utilities-included-in-prime-ballard-fremon...-seattle-wa-62rqbW/,FOR_RENT,Apartment for rent,"$2,100/mo","500 NW Bright St #502, Seattle, WA 98107",,,,,"{'latitude': 47.66018, 'longitude': -122.36325}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,3066796000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",443580228,ForRent,For Rent,$2.1K,2.0,2.0,,"{'homeInfo': {'zpid': 443580228, 'streetAddress': '500 NW Bright St #502', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66018, 'longitude': -122.36325, 'price': 2100.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2100.0, 'timeOnZillow': 3066796000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 502', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-10 00:00:00,False,
,https://photos.zillowstatic.com/fp/52d55ef25286757dcf61d230ee0fcedc-p_e.jpg,True,/b/university-heights-ii-(114)-seattle-wa-5YpscS/,FOR_RENT,Apartment for rent,"$3,400+/mo","1426 NW 60th St, Seattle, WA 98107",,,,,"{'latitude': 47.672585, 'longitude': -122.3749}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,3347808000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",443469856,ForRent,For Rent,$3.4K,3.0,2.0,1150.0,"{'homeInfo': {'zpid': 443469856, 'streetAddress': '1426 NW 60th St #3B-2BA-1150SQFT', 'zipcode': '98107', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.672585, 'longitude': -122.3749, 'price': 3400.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1150.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3400.0, 'timeOnZillow': 3347808000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 3B-2Ba-1150Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-21 00:00:00,False,
,https://photos.zillowstatic.com/fp/cc08529b5b4e4b3d7f5f67e49d1cbef9-p_e.jpg,True,/homedetails/4516-Thackeray-Pl-NE-Seattle-WA-98105/49102678_zpid/,FOR_RENT,House for rent,"$4,750/mo","4516 Thackeray Pl NE, Seattle, WA 98105",,,,,"{'latitude': 47.66194, 'longitude': -122.32587}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,False,False,False,True,False,,False,4325514000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyFlatFee']",49102678,ForRent,For Rent,$4.8K,4.0,3.0,1900.0,"{'homeInfo': {'zpid': 49102678, 'streetAddress': '4516 Thackeray Pl NE', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66194, 'longitude': -122.32587, 'price': 4750.0, 'datePriceChanged': 1736409600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1900.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1097000, 'rentZestimate': 4994, 'listing_sub_type': {}, 'priceReduction': '$45 (Jan 9)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4750.0, 'priceChange': -45, 'timeOnZillow': 4325514000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 914000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,
