zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,list,relaxed,carouselPhotos,marketingTreatments,rooms,units,lotId,badgeInfo,buildingName,isBuilding,canSaveBuilding,availabilityCount,isInstantTourEnabled,isContactable,zestimate,streetViewURL,streetViewMetadataURL
2072005318,2072005318,ForRent,For Rent,4kc9egu0eygtn,https://photos.zillowstatic.com/fp/48a6b32925d561a6d2109da1f52f31cc-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/ht-hawthorne-apartments/5XjW8Q/,FOR_RENT,Apartment for rent,$,"$2,250/mo",2250.0,"HT Hawthorne Apartments, 1618 Bellevue Ave APT 712, Seattle, WA 98122",1618 Bellevue Ave APT 712,Seattle,WA,98122,False,1.0,1.0,635.0,"{'latitude': 47.61578, 'longitude': -122.32645}",False,"{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2072005318, 'streetAddress': '1618 Bellevue Ave APT 712', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61578, 'longitude': -122.32645, 'price': 2250.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 635.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 44, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1945, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2250.0, 'timeOnZillow': 3862359000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 712', 'isShowcaseListing': False}}",False,False,False,ForRent,For Rent,False,False,False,False,False,True,False,2025-01-10 00:00:00,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/48a6b32925d561a6d2109da1f52f31cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/89aadf25a1d3514a9a4da888f413d29f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/303a885397c6ada3bf3d476c69199a25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c7477a47151888cf86c262c906fd8a52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4116a44fe5f4130739164bca38049538-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f1a399225cfd2d0df5a066c50a3a5c4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/31b06b175e605cac23eb59cb41d55d7b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1dc62f6fd71f2f6a5562b50881b1907a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/885edbb012caefbb92cd4d0f365b4a35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2975329b12357bfbc9594afc7c43bc1d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cced30510a2230437a92be56729df723-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/201cd9bf2c1100e298d1b7f7ce34aa7b-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",[],,,,,,,,,,,,
47.606895--122.32487,47.606895--122.32487,,,4ca4u8ur9vma9,https://photos.zillowstatic.com/fp/64c54a5826a34c7ee237e9f599950483-p_e.jpg,True,/apartments/seattle-wa/museum-house/BKB5VH/,FOR_RENT,Museum House,,,,"707 Terry Ave, Seattle, WA",707 Terry Ave # 1B-1Ba-590Sqft,Seattle,WA,98104,,,,,"{'latitude': 47.606895, 'longitude': -122.32487}",,{'type': 'TIME_ON_INFO'},,False,,,,,,False,,,,True,False,,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/64c54a5826a34c7ee237e9f599950483-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8dad49ab412752ce52fa77213cac2251-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/31da41f79f66d3397e8552b2b3ff6050-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6c268de36f14e6a53a052d282dfcd8c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38ddb104428a8db6b8395f3a65663730-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/56e648855e400d4b52e3af2d2e4034bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b9d7a5adb37832a33df18b3ab8ccb8a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c36b2be98c5dc22aec63e64cbf9944d8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cac63ca760101b4d59e23d049124230a-p_e.jpg'}]","['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,"[{'price': '$2,250+', 'beds': '1', 'roomForRent': False}, {'price': '$3,350+', 'beds': '2', 'roomForRent': False}]",2347223591.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Museum House,True,True,2.0,False,True,,,
47.617046--122.31728,47.617046--122.31728,,,8bywxf039squ,https://photos.zillowstatic.com/fp/104dfc85eda8f56e48d749f732b3283e-p_e.jpg,True,/apartments/seattle-wa/1711-12th-apartments/5ZXMs4/,FOR_RENT,1711 12th Apartments,,,,"1711 12th Ave, Seattle, WA",1711 12th Ave Apt 304,Seattle,WA,98122,,,,,"{'latitude': 47.617046, 'longitude': -122.31728}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,,True,,,,True,False,,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/104dfc85eda8f56e48d749f732b3283e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b82aee10d01f8fd1bf169f67914f55ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d6c23790a82253a619fddf6faac34b05-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bac395e5cdef1e2991aac98d750c880-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aae0f316280d6d7c73dcbfe0b9619426-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e7175f8a31af78715a6d700537c4128-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/32de683d820def1e3d2fa6fd8cd97fc4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2c47e094360c0ad8d61267cecc48e10a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44f8642273232059ca0276695f6d4442-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3a1740fe02a399458077c7de36a2b126-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/630a4066375bf94b2a322b465b41d609-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7e6af61af0c393ca5f984913d18204e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5871f427bb2ddaa325983f5d6e45aa2e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f377e94adb50581b96b4acec29414bd2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2135193fad874773d081c00edd34c0e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a9c090a4b0014b9c0ecf888f47755523-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d4fc3d68b3af773e780b4f407a7ae65-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8febb7d39cfa53e12155abf518b4248a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/10f792ba9874e4755979db50fb1ed7b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/092ab767e86cb94c59d996c70785c231-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9afba8aef3aef5dc23e216185053aee8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bdfd080122034f4f20187d511e558c9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f7c56ba0890851a91565178c2215be52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11a7c889faa8757af338ba2f5b77719d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/33f6586ea4f1aeb31fedf246d8939ed6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/620a4de61982fcee766745849d2d643b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/70c500874ce57e40d200404281f4adae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7fbe1225f873a0e62cbf7d8f36718fe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/64d300d9cc0712e16e2288c02b3b6d87-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9b61f805e0240f2cff0c3c43b52d080-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ebf1a0227f1866af806ad8d240e85021-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb73acd558091573d7a71b12cf97c491-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd0e8f8f59418cb301eb722c044262df-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/073258199548ac1dffff41bc211ed2f8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/081851abe082a39fecb6cf9938697478-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ab098a0fdede43fd6c7a4301095f427f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/09d6266b5a99baf9b31ee2f9da261f01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bb33fb0d403a3716a72a4a8f962a6dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2a7770a999bbe6368f5420da5299c0a4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3f39b66f22c7b171b8b97c1168cd1862-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d9a1ccd009fcb27669dab1be4addaba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/10726e012da73fb0c4df8484e32eebae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46ee2020177764406d3f420b95f449c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/857be09dca62781ec811ee732a769312-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/da17d4c1981a13d0de3a6c8c525c54ff-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",,"[{'price': '$1,749+', 'beds': '1', 'roomForRent': False}]",1011941926.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",1711 12th Apartments,True,True,3.0,False,True,,,
47.612904--122.342354,47.612904--122.342354,,,4cvrgnh735d71,https://photos.zillowstatic.com/fp/f0e6b47cdcd862dc404b21bc13c1aaf2-p_e.jpg,True,/apartments/seattle-wa/the-modern/C4jGzC/,FOR_RENT,The Modern,,,,"255 Lenora St, Seattle, WA",255 Lenora St # 2403,Seattle,WA,98121,,,,,"{'latitude': 47.612904, 'longitude': -122.342354}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,,True,,,,True,False,,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/f0e6b47cdcd862dc404b21bc13c1aaf2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/048c519e253c35621bf15e7911ea7e9a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f00cfc600e809bd63392a6ee2fc1ba1c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d59ba441bc99889f9dcbc0011788fe93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c910ca345760712d269378f46e8794f0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/802edab9c5b8b7367bf5931f0f78ad64-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/796046166489a16773d8255d34404887-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/87d2dd7f2c10d2100b3f919976c3c0ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/438272783984b4855f8e69b40085dac5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d886167f50c1433ea6c86babcaa32f32-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/57a3a9c8980bfc905ee6fa4d0ddc2452-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a1d28459d8f53067d0042236f2022565-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/35788c88b10e0f849f9b3e0c6e2223bf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/66cb55958f4e501ceb7b5bc0439f3d02-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/813c4ffa5550e5d2f81e6252a270641b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/185cdb5a7228b51726a6cee68449b6ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/300164fe1ee89a57f7f05dc4161383ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b0283771a70dcd6e0817254f4d334850-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3fbb52d21ca9e033396c7fd016f3f865-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ce032048ee9f8f4ead1890048d3a65e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7437c90943ea29281af75d193387f99-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d1af432cabcb01fb6472d8254123e31a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3801d21801e03f8aae90ab58fc524a51-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74decfc7c1746dc126ae191e7c6f2d02-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/435e3a10db83e734f6b4a8525758daca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74ab73b4cacc846877672e0723e550d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b41fe627a836f9ec74ac28235f885fff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9da24bd9f0f37a7dc57a69afc516d7bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/77b446da29ba3b91070e746841646581-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/55c5de76e2d94a9b8675bc44b2a25028-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8bae082acc6f52052926e46458754006-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38382b1a52b197feddc308c60c099f8a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f64e0b28e3baddad335f5119f78b5fb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e2006eae9e0f86130a8d5d992164c1ee-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68bd58045f8e2861590827214aa365f5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3482fdee2e92d36009d686c669fe9245-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f9424fb6b36768e07b85b10cae09ae83-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/124585c64e2813f9c5a7be04c583b614-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ec550379d34f8f5a070888b5fb5f2d2d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c46acf814f313775d5f962cb1f03bd76-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1ff8f5251c1a6d2e3c78c224ec6cce98-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c5c9a45c4695de699ec54aefa9a0c96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd81eab0677e1130ff1d00c317ef3a4d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/17032aab65078c983df4588f43addcd3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18740a10b5a7612c52cbd0def5dde6f6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/891a2fe8100c9940b0ed731149c4d29a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a1b6e5f35d520be968137e44315e428-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fe5022d44652b73eb627661dd8ae4426-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7c75c58a22c800727b6cc6b732ea1721-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8fa3ebf2c163962e45c0997a8bfd004d-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",,"[{'price': '$3,435+', 'beds': '1', 'roomForRent': False}, {'price': '$5,030+', 'beds': '2', 'roomForRent': False}]",2557955731.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",The Modern,True,True,15.0,False,True,,,
2062159738,2062159738,ForRent,For Rent,3aretx0m049w,https://photos.zillowstatic.com/fp/214e3ed0ef355d3cf97803820c87e16c-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/nine-and-pine/65TgxM/,FOR_RENT,Apartment for rent,$,"$2,185/mo",2185.0,"Nine and Pine, 1601 9th Ave #509, Seattle, WA 98101",1601 9th Ave #509,Seattle,WA,98101,False,1.0,1.0,623.0,"{'latitude': 47.61368, 'longitude': -122.33262}",False,"{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2062159738, 'streetAddress': '1601 9th Ave #509', 'zipcode': '98101', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.61368, 'longitude': -122.33262, 'price': 2185.0, 'datePriceChanged': 1737187200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 623.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 153, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2221, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2185.0, 'priceChange': 30, 'timeOnZillow': 13231420000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 509', 'isShowcaseListing': False}}",False,False,False,ForRent,For Rent,False,False,False,False,False,True,False,,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/214e3ed0ef355d3cf97803820c87e16c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/484d1c21b332d71599a5de20e5ebb818-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f75f2bb436f939af8b077b4df57907e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a1ddf529bc28847d5ab602e40cb777a4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0a2e6b6230bb6aa9353fb1808764366d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/59b5c240162ad21c69d9873832e4e126-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/47e229e75ec094aa26a3ba2a3ccc11f3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/98f053197c5cf239a109ec694c17ab3b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b7e5e9f673a55271f4add9e23515bd93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e5d6659f2a5cd82eedd8dbe10d739149-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0ab9b77f6143068f62de716f384882d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f45d5c22dfd6c99a25143f2de15eccc6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef5c7acb59488418a0c8f2fece700391-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef0d4e7e14961aab8766814377ee4aa4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4f2b5b5453b3a443ae7020973821f370-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b7e51a0506ae3d057cb946f983d8a36-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2fd197e4e88b0388128d94c0f24ee427-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5cbe5c5a5aff2d9c8125ebb19cceef24-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0c84c3b73888f3409e9bf39cc05fd3b7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/80dc00112a3978c07b9e361a7a09d2a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d86f1f1a85b3439e2bef1fa1ee5cc0f-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",[],,,,,,,,,,,,
47.615543--122.34569,47.615543--122.34569,,,4b416p5z38bmv,https://photos.zillowstatic.com/fp/a984f62a3abd27a500f1d407f6df9672-p_e.jpg,True,/apartments/seattle-wa/3zero3-brand-new/9P5ydY/,FOR_RENT,3ZERO3 - Brand New,,,,"303 Battery St, Seattle, WA",303 Battery St # 1506,Seattle,WA,98121,,,,,"{'latitude': 47.615543, 'longitude': -122.34569}",,{'type': 'TIME_ON_INFO'},,False,,,,,,False,,,,True,False,,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/a984f62a3abd27a500f1d407f6df9672-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90996c4b9a60a940d02da84a9f22fe3c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/69ed9ff96dcae83f1d10b09c838b58e2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/05eb9ec8de611cfd16bd9486dfcd5b01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/86d5d82637c6ec53a3db79a2000fab99-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e25bcd5919a64e63c2f78bb1c2482f39-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd8ad810c78a6cb1aeb3361c50139947-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/244b48afe8936fb26c3b0b731986d7e6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f8ccf970ed1105392d9687e0cc0b8e78-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/03143be263e2acdfd92988879e41fa5c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/03d29243df63c59a86f3579dc54a9361-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b430998aeb3e7a66b9a857915b6b4042-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0d42c022d7d5013194af7f467af52440-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1aaf0e68ec64a6c0674d04de425fb318-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c397cabb3da3f08d33e4172db9d62736-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b96026dd764732121384ca3908472d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aa6f03a1e3c3b6373e99d786ada71b05-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e0aadd8bdad3201e421e9c69468d80f4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/db1f271a2247d07773117f2856bb2ed2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e144468e78b15d10d8794944b2c39917-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52cd56992fb2ac2f33d0593ba785e377-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5a194405ae711039d2d534082248ab8e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4a2ebe8e332bfea60be770d9d2c6613a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/06aa095159408da2452454b21cc0d470-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4235631d7f5dab120371abf01c1f39c8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/65162c1c8df79344ca8dffdc448d451e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb7bd08cdf600017f5320ef99b442ac9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a40fa051f916e441a53dc91d9ed7185f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f176e2c148ed6e2d74c5632dcdd2b25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/49934fee9498c05064321601275b1263-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/868b5672a77c69cdcbaca849f585c003-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8725f110b351c6991248bb871aa63f90-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75cfb0b8576ea68d4bb6f86ad09997fb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e15b62ef43234d5742a93f28a9d6abd2-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",,"[{'price': '$2,100+', 'beds': '1', 'roomForRent': False}, {'price': '$2,844+', 'beds': '2', 'roomForRent': False}]",2087325302.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",3ZERO3 - Brand New,True,True,24.0,False,True,,,
