zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,lotId,latLong,variableData,badgeInfo,isSaved,buildingName,isBuilding,canSaveBuilding,has3DModel,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,availabilityCount,marketingTreatments,isInstantTourEnabled,isContactable,rawHomeStatusCd,marketingStatusSimplifiedCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,rooms,availabilityDate,zestimate,streetViewURL,streetViewMetadataURL
47.66381--122.305046,47.66381--122.305046,1es12521m0a25,https://photos.zillowstatic.com/fp/79d4e8385bd574f74f0817c7f6443d99-p_e.jpg,True,/apartments/seattle-wa/ivy-ridge-apartments/5XjPwc/,FOR_RENT,Ivy Ridge Apartments,"4730 21st Ave NE, Seattle, WA",4730 21st Ave NE # D200,Seattle,WA,98105,"[{'price': '$1,806+', 'beds': '1', 'roomForRent': False}, {'price': '$2,320+', 'beds': '2', 'roomForRent': False}]",1001476142.0,"{'latitude': 47.66381, 'longitude': -122.305046}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Ivy Ridge Apartments,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/79d4e8385bd574f74f0817c7f6443d99-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0fed892f6e86ee6f79b02b6e9d774a66-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f93094e73d0f96c017e97bd807f29543-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e7dd4e4882a84695742b6eacd647973-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dee3acf2808362c548c92b217abfd1bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/13ffc3d46c2db4cb587948dbbbfc5b43-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4feeaea4292056e675006299b3337d6e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ad969a84f156bd24badf3bc323707d8f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5d7cdc6f8cbc2b5fc3e7e1d947ccc699-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/799a17ea361d53837501f046be46c639-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d3c6c48d4ec4ce72444a29701468e4ff-p_e.jpg'}]",29.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.646782--122.32456,47.646782--122.32456,4ty1sf5wkm52p,https://photos.zillowstatic.com/fp/213b9b907bc51c62854dd4b5b175577f-p_e.jpg,True,/apartments/seattle-wa/coronado-and-valencia/5jF253/,FOR_RENT,Coronado & Valencia,"2840 Eastlake Ave E, Seattle, WA",2840 Eastlake Ave E  Apt 601,Seattle,WA,98102,"[{'price': '$1,555+', 'beds': '1', 'roomForRent': False}]",1050488069.0,"{'latitude': 47.646782, 'longitude': -122.32456}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Coronado & Valencia,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/213b9b907bc51c62854dd4b5b175577f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75c18de8d6847d415a79a9ec5d668f6f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ae0be046940605a16581d357009c5f66-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/25500f99bc2ea2de250fad97d3dcec4a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9b6c5395d929d35a0f465abd7e7df4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b99a52ea395dfe013cb765d495b73839-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f5bab6e7b7f391e78a84a4f09e7b2d85-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ccd7256861d14289892026bd1a3693ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/928a4efd33d1b8cd1cee35c64dd5615c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2415ef1211fd5e73ebcdf95025736905-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9ec5d33453dcf4abb215fea25215583f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f35531906894817aac30b812209ff03f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4efbefbbdc5a8604b341682fb2446f26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cba8bf73dde0fe8ca7badbd9ea5474db-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0314ae2ee069ba03b0409943b98c295b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b99f56bd445e735321bedae1b2e3f5f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cb32a9011477d20a5c011f8ebb64ffbb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b4c7f63ddd5b02322fbd443c5e256b68-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/098c8b0d6c0dc4734b24b97160f33c6a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ba8384cc1ff99e1e5832fb7a17c547ec-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1625c53d6d2a731299d4a8f41ed7935b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/968edf887490a7395b463498c6c14431-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1b14a5384efb4161abd85ed541514bf3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0988c2cacf63a540ceb374be3381c410-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fb3bdea6f38b155d2bfe7aa3c3fe1fef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ee9d43fb02c4252709fa642e2a816fb8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/700c91ac04cd442f0a4ceeb469b3dc97-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c437a19b825270cfe230eb5857f76915-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/72b00065f8d8fcd3b966016e92dfc521-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/36c7f454d72b784932a98cc194e2b614-p_e.jpg'}]",17.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",True,True,,,,,,,,,,,,,,,,,,,,,,,,
2088611014,2088611014,1exy0482093x,https://photos.zillowstatic.com/fp/d9da3b6c26a66f48769b817e34deef85-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/the-shannon/ChbLHj/,FOR_RENT,Apartment for rent,"The Shannon, 4219 7th Ave NE APT 201, Seattle, WA 98105",4219 7th Ave NE APT 201,Seattle,WA,98105,,,"{'latitude': 47.65805, 'longitude': -122.32115}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,False,,,,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/d9da3b6c26a66f48769b817e34deef85-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c86ebdb53d2ce0c09ac5143eb18efbe7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/043c4a4085691ae729c68899d1999132-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3b67f2279ef80b54b962e3a1dbfc3322-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aca5be27d216bae0c8413fe9127d4fd8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/76e52e2435d68adb9b51ecf7dcb0fc39-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6a29c369ca5eab776f94fc5f998360b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1d8ac7ae6812ec8d456be82e1e4cda6c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e265a7f2da579362fd7d5b632317cbcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e96c1e7dc0a990382b336f4514ca9ac-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd648464d90ee3758b33bc4cf8d81047-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1380d60b8877269358e843ad5e2f81dd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f75a0212217da26f3cd33196308dddf2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d6065c8e41c2429887cbf4d078bc60c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/616d93c43b0fb2f1ee756072d4c91cd8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6095aeedc40c46f5f16bce837802deec-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dc28eee2ae8b77b2b61c1cdedceabc78-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9913b5137ff0c7dfa22b7021ab0a02a0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/638479a0fc32d555497152bc8a61d6a8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b775b387719362623d094e4ecbedcd31-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f11b31c5934d36e2153a1d3ec7e3aec0-p_e.jpg'}]",,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,ForRent,For Rent,$,"$2,095/mo",2095.0,False,2.0,1.0,850.0,False,"{'homeInfo': {'zpid': 2088611014, 'streetAddress': '4219 7th Ave NE APT 201', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65805, 'longitude': -122.32115, 'price': 2095.0, 'datePriceChanged': 1732608000000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 850.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 64, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2181, 'listing_sub_type': {}, 'priceReduction': '$80 (Nov 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2095.0, 'priceChange': -80, 'timeOnZillow': 5545093000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 201', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,[],,,,
47.63899--122.32798,47.63899--122.32798,5521c7t62extr,https://photos.zillowstatic.com/fp/c971711c7c776100d9b2daee91bd3edb-p_e.jpg,True,/apartments/seattle-wa/the-elizabeth/9VWKdQ/,FOR_RENT,The Elizabeth,"2220 Minor Ave E, Seattle, WA",2220 Minor Ave E  # 404,Seattle,WA,98102,"[{'price': '$2,195+', 'beds': '1', 'roomForRent': False}, {'price': '$3,495+', 'beds': '2', 'roomForRent': False}]",2118660746.0,"{'latitude': 47.63899, 'longitude': -122.32798}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,The Elizabeth,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/c971711c7c776100d9b2daee91bd3edb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d74aed72ac6c1262e3bd2f1274c0ff96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/271e8b1f59d4da9fd40772c0c169bf80-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d22a89219a75986c8ff1ab671efde4c5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6a84ce0245de15c5d087a8eea1e09999-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/48506b999c437f232334054ba9bdf4ec-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e83dd5a70a43e87add388c2a0905dfd3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cb2fea37a1bce6e5855f920ea7a529fc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7b0ff6606514478fae698fb6b3017b90-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ce9c511987e55ee140f7808d6bffb109-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f2568b8f93b1e55f43ff0d95b6930995-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c18fbe59dedeb99ec8c2dc9c204b3d74-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/59400cbb3353aa558ce1557b2791eee9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c50484d2578aa9b5ee52c37739387998-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4260b4fe2bfc33256c1f0d270a622ca9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/69a81d8190a87150b1ad8db18678a889-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9fe314b4222e710ff6381926a2b01a39-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bea62f354599eb6afe1dde4f3dc0797b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1dda65545d1fd1cfc2482e47dc6645a5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b2ed77654872c10fc5e6c905746521c5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e975be058b7ac37ffed79d32cb3e7d52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/584b25ddcd792ad7546a311a759e0364-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/166541d6acbd7bb8c9d5c4e21986e2b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/377cccadb36d6c2be92028a984fe61e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/07b99dda8fefdb3804bf9c6b2d0cc4fe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9145db60b9fbd485353299a8cd3a2bcf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a4a2498bf44161cbf8ee89ce5f6d3b13-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4152ccafd6f53acb7b744fe85d82c97f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/509718f0b400fd3bbd7fb2d8984d2850-p_e.jpg'}]",2.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.66469--122.31711,47.66469--122.31711,1qgbybp4v4sh0,https://photos.zillowstatic.com/fp/38b43ba1ce4ca5ce41e51e524708aea3-p_e.jpg,True,/apartments/seattle-wa/50th-and-roosevelt/9VWWJb/,FOR_RENT,50th and Roosevelt,"4750 Roosevelt Way NE, Seattle, WA",4750 Roosevelt Way NE Apt 508,Seattle,WA,98105,"[{'price': '$2,595+', 'beds': '2', 'roomForRent': False}]",2118683932.0,"{'latitude': 47.66469, 'longitude': -122.31711}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,50th and Roosevelt,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/38b43ba1ce4ca5ce41e51e524708aea3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d7cb614a23314a0ae54196376e96ffb4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/faf83d9c00c9fd7bca15d7541f165d4f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d04fca10bdf70e6bde6724f1a49d588-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/459d8fc673353fd15d6419d903c27ed0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c7f9db1404fbdcbfbbfc11a5b750ccc7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fd2e01c51cb629f83568d34000064382-p_e.jpg'}]",4.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
47.662086--122.3237,47.662086--122.3237,5e7gx7hu7wu1c,https://photos.zillowstatic.com/fp/23d38c544c9f6e1104717209322a29cc-p_e.jpg,True,/apartments/seattle-wa/cosmopolitan/5XjR3v/,FOR_RENT,Cosmopolitan,"400 NE 45th St, Seattle, WA",400 NE 45th St   Apt 236,Seattle,WA,98105,"[{'price': '$1,799+', 'beds': '1', 'roomForRent': False}]",1001478802.0,"{'latitude': 47.662086, 'longitude': -122.3237}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Cosmopolitan,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/23d38c544c9f6e1104717209322a29cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e3eeb94a665d3c363ebe059f3ad19b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dc3be9ccacbb011a53c70e3b631ec589-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/43d1da3419512cce00bac0eaad282754-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52ae2f85ef0abeff7f04955dbaadc13e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/edc5a790475bae58bd09046d1f34602a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/232b2d757d7e04fb2768073cc3d2977b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f15cb2db6f78f3afc71465c28f1df13-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/22b4485560ac2ada294cc707509678ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a9d06a8a66c3de411f41f36030761e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a75546bc5cae76a51b5eb0cdace0cdb5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/effa3cc58437b17f5503d32996541e63-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ffd4a74d3f7adcc33dbfed3151ca289-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/09fa102ee350a2a942d8563c01c5da22-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9409b8ada77ccbbf8c2b13acc49be71b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/767a7b85056102aafe2b6c867adee80b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74e678187c71e5b17e58f2311b7f3d45-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6110038b1c03891cf7eb64a4578ede5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2724ebdc1ab075c610cd0416a4b1e908-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/711ea7bbba4289b44a538902f64dcb2a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88e039e897e82c1f2ad2cd114b6d62e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c7e7395f7e5f31f2fb43bfb50bca5eab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e5a680ed7541b9175a16b3a63fad801-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d76f472cf64f8b35efd92e3b4eb8db4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fa3b0118aea42eddb96ee85129bb5592-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/beaeafb4ce180c357b8bf4b6d3f22135-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/77b005da2b4ec37e543449fe496123bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/25ee6618fd97dcf31273d549573dc25f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e9a3cb526f5c6c3805a193cd4d98cf0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7cf9f9ede422ea4f2ed5737fd485fb4a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d0fceda05b184890cbb88f97315dce73-p_e.jpg'}]",4.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
442436823,442436823,256e73qu4p5bx,https://photos.zillowstatic.com/fp/418bb69af37a679bfaa888ec13b191af-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/trinity-43rd-apartments/5XjLkK/,FOR_RENT,Apartment for rent,"Trinity 43rd Apartments, 902 NE 43rd St, Seattle, WA 98105",902 NE 43rd St #1B-1BA-610SQFT,Seattle,WA,98105,,,"{'latitude': 47.65974, 'longitude': -122.31828}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,False,,,,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/418bb69af37a679bfaa888ec13b191af-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f723a5ce371f4aa9434511ef47a6d1a2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ad2c7f571b03a309c9e98fc66c4b8e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ec3cdc694033dbedd14ba9bd82c21510-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/213a2f46e269097a0db0e8f13a5e1e5b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d1d89dd667b77d4ef6fe93663ff86693-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/67748105a0634bfb3e5b528844dd16c4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4638d17c151011ceae17826f845cb89-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d66f68da820cec49434afced77bc48e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/024f8dfa6dbd68848baea6c89622a6f0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/96c3593bc0d4b61733d1c6476ab85771-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/12eaaddce6e81125aa0f245e1401775f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a9b8e81f60de694bc156ef3548311529-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88fe360a39f27c02e455e85b11204ed0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d474670e63f73e8aab815461a59064ba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f239db536466ba8aaf156a7ceccc6c61-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ef3e9f5ec540db88f1a6dbef181648fc-p_e.jpg'}]",,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,ForRent,For Rent,$,"$1,850+/mo",1850.0,False,1.0,1.0,610.0,False,"{'homeInfo': {'zpid': 442436823, 'streetAddress': '902 NE 43rd St #1B-1BA-610SQFT', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65974, 'longitude': -122.31828, 'price': 1850.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 610.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 78, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1850.0, 'timeOnZillow': 6822796000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-610Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,[],,,,
47.660023--122.32051,47.660023--122.32051,4ztk27jbagnvb,https://photos.zillowstatic.com/fp/dc94e009418d952318392b321ef6499f-p_e.jpg,True,/apartments/seattle-wa/campus-view-i-and-ii/5XkJHS/,FOR_RENT,Campus View I & II,"4322 7th Ave NE, Seattle, WA",4322 7th Ave NE Apt 501,Seattle,WA,98105,"[{'price': '$1,700+', 'beds': '1', 'roomForRent': False}, {'price': '$1,900+', 'beds': '2', 'roomForRent': False}, {'price': '$2,904+', 'beds': '3', 'roomForRent': False}]",1001580210.0,"{'latitude': 47.660023, 'longitude': -122.32051}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Campus View I & II,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/dc94e009418d952318392b321ef6499f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f14a4eb6df209956c2f36e0aa190881-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/714bdec4afbc33318a101246bb905eaf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/79b0c3db4d0cac894bb28863a2663a35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88cf4cfd0502270299a63fa1ed093eab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/27ba542b726bdd982a46c5cb2a21b63e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/01f3548ef3f11a1d97403845b1095ab5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e13b3a3612c15971dc3a6c2d86b4c100-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/db9eb22f474c0def8e2ddcefb25422cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ce724411bae63d23e5ede7aa833c904-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/66e3ab4b5e6197d067e053213705ba14-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d61aa36493a6cf29d261cb42c65fa46-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c2e560311ec974148480e937e7325be5-p_e.jpg'}]",15.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",False,True,,,,,,,,,,,,,,,,,,,,,,,,
