zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,lotId,latLong,variableData,badgeInfo,isSaved,buildingName,isBuilding,canSaveBuilding,has3DModel,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,availabilityCount,marketingTreatments,isInstantTourEnabled,isContactable,rawHomeStatusCd,marketingStatusSimplifiedCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,rooms,availabilityDate,zestimate
47.622475--122.34279,47.622475--122.34279,5gv63kkyqs9dz,https://photos.zillowstatic.com/fp/ff8c9499fad49d39393253e498ba99a8-p_e.jpg,True,/apartments/seattle-wa/tellus-on-dexter/9VWkXM/,FOR_RENT,Tellus on Dexter,"403 Dexter Ave N, Seattle, WA",403 Dexter Ave N  # 207,Seattle,WA,98109,"[{'price': '$2,000+', 'beds': '1', 'roomForRent': False}]",2118710919.0,"{'latitude': 47.622475, 'longitude': -122.34279}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Tellus on Dexter,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/ff8c9499fad49d39393253e498ba99a8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9243d6139f271796a7e8d6408ac2f55a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ee2448a8cf550351264528205648034d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5dec18da556de89398b92ebaca899e7f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b931fce6867f2a778b6140cfe271005-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/72d2e98d3954691330136ae8964c7d1a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/240e67c84566eea086b84c4355a4fb06-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/745a56b63b364530d44fb226563fb470-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bf261e79faad0c449e7822d8b30ff0c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7acfe31efc8771ac91b3c05a2fe586b9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7964943d80a21ef0012185e36c91a05b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d018ecc52d6433ab5879ab088d21a57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5b421114c337000f2578aeb074092beb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3df25c1f698d0bf5f3b5511d8f11fff9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d60c1c3b5a3de82cb0bb33963e01cee9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/040dcdf1d8c2e3c0df49fe5de5601745-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1c16445e89e17763b4f42c7a85270e96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2184caf56f0e71d904b2d719adae6404-p_e.jpg'}]",5.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,
47.635025--122.32449,47.635025--122.32449,1whrhpanqcns7,https://photos.zillowstatic.com/fp/3a73d76ad8f7d0a9240dc411e7086edd-p_e.jpg,True,/apartments/seattle-wa/lake-union-terrace/5XjTSx/,FOR_RENT,Lake Union Terrace,"210 E Blaine St, Seattle, WA",210 E  Blaine St Apt 304,Seattle,WA,98102,"[{'price': '$1,750+', 'beds': '1', 'roomForRent': False}]",1001484635.0,"{'latitude': 47.635025, 'longitude': -122.32449}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Lake Union Terrace,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/3a73d76ad8f7d0a9240dc411e7086edd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/493440d8b482455d3c953cd1ff82f489-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c5de3725ee82b398462dfe7214b8d45c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/342e36ee6b5cb0527bdf311eea26fe48-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b201e64521025ca76c623977fdd821e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8101abaa52f5e6248b643266700fee35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68f26dd4a6b3a67b086c440a8bc0044f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46f0fc26eb721df5b7e1992726c04ff5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d83a1ba5711f389b682b4a4b05a81dcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/82cb8d58e646bd40057d90bfaf095461-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/041255dfb090c32a7466121d29c0a8b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9cd73d606b8c0ae87774e245a156955c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b29fa2e416caf46da0d697287f3dca10-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/731767254361a1083153e0156e4f0ee4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4728e054425496f4e5640a003b7226bb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/122b60c1d528f9f50336188a1d1239b1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/828843ddd63c89396930a0494ea557b6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8069c750e7f2d32cf7b9839aa8eac3a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5869085b2e4bdae46fdc3947ddafea96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75f69f8a46819470845b9f9ae70aa473-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11108c353aaf11b1ba715da8e6a74619-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2cae32a3c22e2a6aef7187fa0d62ab5b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ceced864a14c876198871a123045a927-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9b944cfb77b29c0eb454c46abbdadc5c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/40fdaa0e1b627bfe4da6409dde8e328d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d97638c5a97e00bd29130aa450acacff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bfc22be2ce7273fa6bdc0d1ea502dcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3aabd2e3cf80758a313dc0f16b1277b3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/96b332a2aa4cf41f4f83c434b84d0984-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/597343b9aaaba671f7aedadca87ce8d6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c4688f1c1576c85b2cd3b14244df975-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/daeb200f81b5f04ca444b04d60d87399-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0e77fa92d024b655cce998851baec972-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2519af396dd2ff6a68b24d4812538b04-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c0b67f62e51bf26672efecf6da1f509-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7b85a11c8f23f76263b00cc0e5cbc54-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/37c870afb2bd0d8b5fa6fe87c75f53c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ca3c81ddf1d9e882bf09e83e7ceb314-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/62d89c1901badc9bacf1e0a8dcb30394-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/80e433a2d641b81683beafd53690b771-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f1e222e2de026ab6edbac504e3cdc55e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c32c25cfd54c7b102718b98522c5edf2-p_e.jpg'}]",3.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",False,True,,,,,,,,,,,,,,,,,,,,,,
47.631638--122.3427,47.631638--122.3427,wpw23j19rtcx,https://photos.zillowstatic.com/fp/3cd1616c55f2679da3ccd34d0381e44e-p_e.jpg,True,/apartments/seattle-wa/stellar/Cghn8g/,FOR_RENT,Stellar,"1405 Dexter Ave N, Seattle, WA",1405 Dexter Ave  N  # 311,Seattle,WA,98109,"[{'price': '$1,995+', 'beds': '1', 'roomForRent': False}]",2736607305.0,"{'latitude': 47.631638, 'longitude': -122.3427}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Stellar,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/3cd1616c55f2679da3ccd34d0381e44e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/309dc1fd2e419d3d3eade5093d010327-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9914d72697c91ce7b15a0bf2ab88a34e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/87be0ba6eee29020d37cda3a3d48420a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f9f4994f569e201deb37bb9a15642ee7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fa897e348c0212e198dd633c61c41a41-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2d605b98154614ffc17577ff16fc171b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1d0b7f4cdf84e6b68c11c2a6743f58a1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e9f40a418a06df368a07e7515efe45a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90712a9998bf54cfdd3f5e3b32020191-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7874920779847f5a38f26f1741eac527-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f2fe6e9994a484630df572009cbef8f7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f0d8a387348e5d8a696e88c25953d3ba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d32366b16d6b09cfaebf04ff32411e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bc429c3bfc1cddcdc62246df82367cf7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a85fc9f4d9ab5cabdae34fc58bb22722-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a574bb3f74ffe1606991110fb37b1256-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5d9d067fa4fdf10fde25b4d1722e9e64-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/778b111bd582085b2ce274673aed1d7b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b76f4156a38d52375eb179a27234f75-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8f926c6ae2a03110e8c50c323774b590-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d3ee03e27e9dc17034f89ba1af67aac1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1051fd0bfda49d78c6cace95198653dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7f73c327d8f8bb0f2dee3d95330a8124-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6583b0008a60ef9d463e75a3cda707e4-p_e.jpg'}]",7.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",True,True,,,,,,,,,,,,,,,,,,,,,,
47.630806--122.3425,47.630806--122.3425,3zpa3d7za4xb6,https://photos.zillowstatic.com/fp/9d250b643a8f17fe28f4ff8db5da2b04-p_e.jpg,True,/apartments/seattle-wa/leeward-apartments/9wc95w/,FOR_RENT,Leeward Apartments,"1305 Dexter Ave N, Seattle, WA",1305 Dexter Ave  N  Unit B713,Seattle,WA,98109,"[{'price': '$2,123+', 'beds': '1', 'roomForRent': False}, {'price': '$3,548+', 'beds': '2', 'roomForRent': False}]",2240289257.0,"{'latitude': 47.630806, 'longitude': -122.3425}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Leeward Apartments,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/9d250b643a8f17fe28f4ff8db5da2b04-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38aad0bc49517e040b94ae73927111b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/73d7d38733c66f2fb731f2b22479f9ee-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c2df90a7ca7377aa05ca068cea45f9b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/82841bd46b819061817ded5e093d3cbf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/65ec0c12bd9480b5672193a6dd5a8e2f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/875ea55e4234347d868068839997dfb1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/515178983c74d8774e9a2fa9ee0d4d83-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b3b5c040acd51f561a9f38f5b8b9dcf8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/34c7198b58d27260c01b1ac5c3a19691-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c00ec711a2f3ba3b949be1c7592ea85e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d85d28c78c2e9439c1d65ef00d38be75-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9f413ff2a05d98ae5ad419df2f6bfcce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b25eab87c8c4a84987084e252ca8655a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cca57f437bb2d4c7b020a48434ff7ff8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7c7d94597418b3719025cbe8217ce9b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b0141a5a716a446613f3db21174785af-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f3a10a40727e5724cf8fe9d80d2d0ab4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5e1b9d7d4356f97cef1c94bc1cfd9ec0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d0f141cbc476da43e8f07c346af17820-p_e.jpg'}]",21.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",False,True,,,,,,,,,,,,,,,,,,,,,,
47.62372--122.336,47.62372--122.336,2rd5dvj4bpgjv,https://photos.zillowstatic.com/fp/701890c72026790d370efb289d6f4fb8-p_e.jpg,True,/apartments/seattle-wa/fox-and-finch/9VWkbJ/,FOR_RENT,Fox and Finch,"525 Boren Ave N, Seattle, WA",525 Boren Ave  N  Apt 208,Seattle,WA,98109,"[{'price': '$2,275+', 'beds': '1', 'roomForRent': False}, {'price': '$2,975+', 'beds': '2', 'roomForRent': False}]",2118711063.0,"{'latitude': 47.62372, 'longitude': -122.336}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",False,Fox and Finch,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/701890c72026790d370efb289d6f4fb8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6048279e1d57a4f0329e694fc3d81e5d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f9208b63adddbfb7dbafd3b877fbf81-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/049c7e196d06cac1de4ee431ab66e66e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/db529f8f3292f76035999b166168a43f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11cf8e54671bcc36cdcbe17007c39184-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b4ccaf11613852ca4c1ad1e53c5fb4cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f60e45e8f314690c8d75b2115a11c5f0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/daf0cf3e4b4db6edd95d7131d2ab084c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9f72783a79c5c670b9c58d2be31862d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2991f0aef260ffbb8eebaf726353aa0f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/95cdcb45951abc34223376b861933bcf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/efadf24b0e2951fee60585fb1e400e55-p_e.jpg'}]",2.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",False,True,,,,,,,,,,,,,,,,,,,,,,
47.63064--122.341515,47.63064--122.341515,12y70p0gz2t33,https://photos.zillowstatic.com/fp/58e2e7c956784dc83bd0b9c07771a54a-p_e.jpg,True,/apartments/seattle-wa/westlake-steps/B9yMXS/,FOR_RENT,Westlake Steps,"1209 Westlake Ave N, Seattle, WA",1209 Westlake Ave  N  # 2189798,Seattle,WA,98109,"[{'price': '$2,129+', 'beds': '1', 'roomForRent': False}, {'price': '$2,864+', 'beds': '2', 'roomForRent': False}]",2305727215.0,"{'latitude': 47.63064, 'longitude': -122.341515}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",False,Westlake Steps,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/58e2e7c956784dc83bd0b9c07771a54a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8f4067d6894f5da34142f9923042988d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cecd1daa0d211573fb8aa14f3da0abb0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d14d8d6703c31171a5f5b2e88f78df97-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/514d19f2d844ab51b93e408bc73b4a48-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6cdc93f16cb4cfbb2505c0ae1b849f26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d34be4c44945dc6598ee6662c5356080-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/91f94cf1d235bc99940d6b3915849e05-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/69d3027a25fb5dc25712e8c58c5c0b68-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9d3a8cda7b0afd09bfe400e68a714473-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/01287a006893bb2c8a7ca946711222d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/12bfa4d8078f7ce4bc58c7bacce951bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1826e965d1af1e8a6a00ccea5de568eb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7cc451d1bdcaf2cf6ff4a7ad8adcc395-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/222227df2312c70b925349e810b9110a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2efa738019f49f2453e1c777b629e81f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ecea639433362440fe57eeaec2b62a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a0b205efa9f9fdfa9e07fbd9457b878c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c74097f3a5589a8053ac476b4d05e31a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ac81498776a9c32e2f1320ee894564e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0220511e702537a073235c7abcf5fb66-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ed6fc3eb1a09fa49dd06400caa3fb0ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aa69bcd56a282b5cdf67d5a6228f4fd4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/85f1b5e6b45ff6dbae056e38c1ed7d91-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cce7e78377113d1f7d93baf9d9da9f8d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5fcb5a358f1f62282f1e284e5e1f5392-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7723e6b22a22a5c953c23e78cfe9ecdf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7f24315b7287c67c68a26ac97ce967e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f187d2fb3ce946b65287349989bf8fb0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1436d6c61917138f03963ddb9878554f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9a3b3b95039919fa900759a6000c306e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0c0f4c0280300d03eff9192b5db57fca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/38b2c974441c41cc443a38120134c220-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/694c09ceb253ab46918a0816c09d2635-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a5aa9d2f6e5dfe7476ee16062df377f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8c647eaee8e1fabb57d870743e8b03c5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/435cf91d8eee34c5b382be8d2b6bbe0b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/05d6384972820cde6fd3726bbc81b130-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6825d8d34f5df76aeeb499070e2e785-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3a22337dbfbb185e2ec3a23d8f092803-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/891750f23afa63899640ca7dc55ea5a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/566d87eb73769919defaa2341c168354-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f63a6ccabfd736c2dc89999c5f4ea68f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/09435de37a1a99842a6b91aa1811f73b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5d3a852bfd2bd9c1194ea4c94d3ff950-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b04a53e0eb63c006b58eab809fbdb9a5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d7f10b8c6a17dc9f3560d7d29aa2884e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6f7b7f8823ff883e1292f12987a1df79-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ff5f38cab8f6da6edc7b74edd767eb4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e865c77bc52e75ec870c1a58b3ef19ff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1cc6ed0168df71023e1572f41accbb71-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b121bdc9d0c0c90894f506f74ab2e029-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f37066de2ef99c517879389bb51aa3ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fb4ebe81de33e1cbe2790acaf1b31ae0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7640c4af1a56dd6a01936f9d7bf799bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eaa28d3357d9041e4dc2e474c22d1b45-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a77eb8de96ec1902a125e38eee23351c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9d01f29a6144d29272b0764f2cd29455-p_e.jpg'}]",14.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",True,True,,,,,,,,,,,,,,,,,,,,,,
