zpid,id,rawHomeStatusCd,marketingStatusSimplifiedCd,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,marketingTreatments,rooms,availabilityDate,units,lotId,badgeInfo,buildingName,isBuilding,canSaveBuilding,availabilityCount,isInstantTourEnabled,isContactable,streetViewURL,streetViewMetadataURL,zestimate
2053659690,2053659690,ForRent,For Rent,1jhu2e1ukr67t,https://photos.zillowstatic.com/fp/e2677830b84c49464fb0ae4d55d17f6b-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/rowlock/Ch2dvh/,FOR_RENT,Apartment for rent,$,"$2,014/mo",2014.0,"Rowlock, 3620 Phinney Ave N #114, Seattle, WA 98103",3620 Phinney Ave N #114,Seattle,WA,98103,False,1.0,1.0,468.0,"{'latitude': 47.652916, 'longitude': -122.35414}",False,"{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2053659690, 'streetAddress': '3620 Phinney Ave N #114', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.652916, 'longitude': -122.35414, 'price': 2014.0, 'datePriceChanged': 1732089600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 468.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 402, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$100 (Nov 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2014.0, 'priceChange': -100, 'timeOnZillow': 34752288000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 114', 'isShowcaseListing': False}}",False,False,False,ForRent,For Rent,False,False,False,False,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/e2677830b84c49464fb0ae4d55d17f6b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/99975d21ca5a1b6c00c055447cc113c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d7bd35c9b92f6a7b38c8163bd94dbc3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/43e7c3b1e8218c184e39d2f0a12b9f93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a6cf8470ab7ad98f68fbbe61277e397f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/992d2f7aff39d52df78e63f4ba71d353-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/060676cbe8ed01f3e7a54df198ffd1b0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24ce48a3b27d68eb0c87413da309d57f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/456b5ca7bb67eb8a4dc9457eb4fa867e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6b1a56848752ecffce21fff623146f1c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c754e6ccab26536dfa3829199cdb6b1d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3043389a52dbc22bbb4f9ade01329c69-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3668923a09c8af77f097adb90b103e4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aae2b04e223e9e57c1eb730c05a5cd96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3ff68e2e37b80d9e0c615de420f46be1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3976e54e223185a940669964f67a8108-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cc46207885d7b143c4dd7dfb2d0f67b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a7d214f482b7aa2058aa99c41756dab3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11e4adca5ef117fef60d7904fc6c9d9f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3e0827f060234bc2148e6db82a67d24f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c2956183020616b575a579a7084b0852-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",[],,,,,,,,,,,,,
2119517635,2119517635,ForRent,For Rent,3pj2w8n7119gy,https://photos.zillowstatic.com/fp/869a0cecde7d0c066d9d7db73df9fbb8-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/wil-wiloma/5XxhDQ/,FOR_RENT,Apartment for rent,$,"$1,495/mo",1495.0,"WIL Wiloma, 201 Aloha St APT 7, Seattle, WA 98109",201 Aloha St APT 7,Seattle,WA,98109,False,1.0,1.0,550.0,"{'latitude': 47.627003, 'longitude': -122.35238}",False,"{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2119517635, 'streetAddress': '201 Aloha St APT 7', 'zipcode': '98109', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.627003, 'longitude': -122.35238, 'price': 1495.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 550.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 10, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2100, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1495.0, 'timeOnZillow': 912790000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 7', 'isShowcaseListing': False}}",False,False,False,ForRent,For Rent,False,False,False,False,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/869a0cecde7d0c066d9d7db73df9fbb8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/846bdf7e81d396cf075587f973979b26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/65da7ad7862a7bf71b7d2940e0bf364e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ea3ba181b01a519b18d0e1b00855e0e1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/83b7d394ad285d29978a551933f70a86-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f60dabaf77107632da846ae8db594e87-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/beec948047c8a94286eff73da67cebe9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ce1755089da7ba7fe127aa8ccb863f8e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/830342554d4271d1fcf039d4ced58147-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0c9ce63d529f3bff396d6fbba8d1b51d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/30fe426ca676226c231aef78d9a84c98-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b666da64ef80a0b987ab6a4f9f5d8779-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fc6ccadad107000b2d535ce4aafcaeba-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0aed9f376a4501fb317ff492dfe579c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c6faa806ab72c11fa53a68e132210b35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ab07e6d46a8931eca904d52c99d6b7a4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7640e36bc0c72c151380c35d7897955-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a6ed54642bb9f9d2279e1b7f9bb4adcd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5f225808b35c5e6f0ceed49854a08e93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9d2d76a9d2e884a925d84712ce52cdd7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6cee552c0628083f39146e7423d6eaa4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6841a8fa263c395736f655ebf92482c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/078d1f7a7ea78c2fc15ede6c906dffcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4153623f64af64df5190c3328828b1c8-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",[],2025-02-10 00:00:00,,,,,,,,,,,,
47.622475--122.34279,47.622475--122.34279,,,5gv63kkyqs9dz,https://photos.zillowstatic.com/fp/ff8c9499fad49d39393253e498ba99a8-p_e.jpg,True,/apartments/seattle-wa/tellus-on-dexter/9VWkXM/,FOR_RENT,Tellus on Dexter,,,,"403 Dexter Ave N, Seattle, WA",403 Dexter Ave N  # 207,Seattle,WA,98109,,,,,"{'latitude': 47.622475, 'longitude': -122.34279}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,,True,,,,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/ff8c9499fad49d39393253e498ba99a8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9243d6139f271796a7e8d6408ac2f55a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ee2448a8cf550351264528205648034d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5dec18da556de89398b92ebaca899e7f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b931fce6867f2a778b6140cfe271005-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/72d2e98d3954691330136ae8964c7d1a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/240e67c84566eea086b84c4355a4fb06-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/745a56b63b364530d44fb226563fb470-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1bf261e79faad0c449e7822d8b30ff0c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7acfe31efc8771ac91b3c05a2fe586b9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7964943d80a21ef0012185e36c91a05b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d018ecc52d6433ab5879ab088d21a57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5b421114c337000f2578aeb074092beb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3df25c1f698d0bf5f3b5511d8f11fff9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d60c1c3b5a3de82cb0bb33963e01cee9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/040dcdf1d8c2e3c0df49fe5de5601745-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1c16445e89e17763b4f42c7a85270e96-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2184caf56f0e71d904b2d719adae6404-p_e.jpg'}]","['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",,,"[{'price': '$2,000+', 'beds': '1', 'roomForRent': False}]",2118710919.0,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Tellus on Dexter,True,True,5.0,False,True,,,
47.627636--122.36518,47.627636--122.36518,,,1uc5dhrjvh15m,https://photos.zillowstatic.com/fp/d4d27a4c1be62ec31ddf5375f7fb50c7-p_e.jpg,True,/apartments/seattle-wa/skyline-house/5XkJp2/,FOR_RENT,Skyline House,,,,"600 W Olympic Pl, Seattle, WA",600 W  Olympic Pl # 1B-1Ba-700Sqft,Seattle,WA,98119,,,,,"{'latitude': 47.627636, 'longitude': -122.36518}",,{'type': 'TIME_ON_INFO'},,False,,,,,,False,,,,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/d4d27a4c1be62ec31ddf5375f7fb50c7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3c8119631c10566b7ecb77f2054d7f23-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/59e2b6ba9c454784c1109dde798ff1fe-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46aa4df1290d2ff5db7c612b84915831-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/442879c72f1e24bd623685ba3c819855-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/14c7f73b4b5f9953996783c376151e12-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/50708ebb72838cdef8915bb746c0f444-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/59dc32f6a4b682dabfdee10e7da12dce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/997f494f1b0ab52c3b5b93c70e100bf9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/29ee35e954c75557d3dc8c17ae19a6c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a1387b2202aa4052070877a4ad13bbb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c9d9263e54a93c8e47e9731c039a3d05-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1b8b6f643e37fec87295a608ec1477f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/939bbae513c94ecd0d8f653483e23007-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0c63d9978ca42f438f32903652b78ae2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3618a6065487c6e87156cfaad566bfd2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a322d767394a949071d5e957a54091c4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/911eced89e9fac18ff71753d411b898c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2fda77c97e0304ea039a5924042a20f4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f56d9ae709ce2dd3a1dca2244ae477b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b4e5e3611d12c5f06e5975cb6568b2d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cf15ee13cc2147b1b57028161c9d0b47-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0eb31c3feab51ca29920e5d17a89a0ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9d1055bf738b662366a98d017a9d225c-p_e.jpg'}]","['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",,,"[{'price': '$1,975+', 'beds': '1', 'roomForRent': False}, {'price': '$2,520+', 'beds': '2', 'roomForRent': False}]",1001581462.0,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Skyline House,True,True,2.0,False,True,,,
47.625565--122.35474,47.625565--122.35474,,,2476msq5e9g6f,https://photos.zillowstatic.com/fp/bae182c520d6011a4350f06f4fa6c6b8-p_e.jpg,True,/apartments/seattle-wa/110-roy/Ch8BZS/,FOR_RENT,110 Roy,,,,"110 Roy St, Seattle, WA",110 Roy St # 211,Seattle,WA,98109,,,,,"{'latitude': 47.625565, 'longitude': -122.35474}",,{'type': 'TIME_ON_INFO'},,False,,,,,,False,,,,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/bae182c520d6011a4350f06f4fa6c6b8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d076c93590d7701f3f6d55ec6a1475bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/93235333539dee2d76f50d512f056740-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/57883b786953040a18644ffdaf8a4b62-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f0f0689a7f0c85a147f0f92c01310f7f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/45eb990189eb1519d5956ab04f8f85d0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f0a8df003d0ba1ab5a26c27741ceac12-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f4fb6eaa8766c6245c7f40432353ff4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8ca05b9abfb96d734c9570459e2081a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d3c219d3a03c84ba57c662951406373-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/280619856eed15c6a8091a4028d6e3ae-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cf065f32590ca4608625e2d0c5d618a1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e54990f3937bb7fa269921de412fe57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d6dd6b01a551908b9b78e8de36d9c697-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5e10f74347a77d7f673a291b18e84282-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3fd03e713b7414dfa064300ca90cff60-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6efe32a65a097e8f7319f3eb56028ad-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4c295cfd43325f612b731733af89232-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/34e2120d70ee58d06837feca1204d267-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b57f0925250662f3816fbf3fdc864ff8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/07aeecb09bed9cdb579baf490ed8790b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5c855e660f2132368eed9704592b0cff-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e88c912048418dcbd776aaf153fa74c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e73c71d5bec68995a5756518df08b555-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",,,"[{'price': '$2,285+', 'beds': '1', 'roomForRent': False}, {'price': '$3,595+', 'beds': '2', 'roomForRent': False}]",2739006971.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",110 Roy,True,True,127.0,False,True,,,
2057859591,2057859591,ForRent,For Rent,4vhe5f8abt8dc,https://photos.zillowstatic.com/fp/5f31ef6aadeade8b759736b7ed4e57e7-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/hamrick-and-halmark/9VXL6J/,FOR_RENT,Apartment for rent,$,"$2,195/mo",2195.0,"Hamrick & Halmark, 705 2nd Ave W APT 305, Seattle, WA 98119",705 2nd Ave W APT 305,Seattle,WA,98119,False,1.0,1.0,650.0,"{'latitude': 47.625954, 'longitude': -122.3597}",False,"{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2057859591, 'streetAddress': '705 2nd Ave W APT 305', 'zipcode': '98119', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.625954, 'longitude': -122.3597, 'price': 2195.0, 'datePriceChanged': 1735286400000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 48, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1693, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2195.0, 'priceChange': 200, 'timeOnZillow': 4180684000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 305', 'isShowcaseListing': False}}",False,False,False,ForRent,For Rent,False,False,False,False,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/5f31ef6aadeade8b759736b7ed4e57e7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/596a74aa68db36eae9b6d62de49ecc77-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8f8461eaa3005fc63e0df885cbf8acb4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1f8d79ddff3c15bdf84570b21ef3f86-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/75d65981c6cfb599a47ec4989b4d2a3e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68257bbbbcfaecf40edc2a6eeb263b86-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0871db2c7dfaf950721eae25d75cc29f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ac3db78085df2349bbedef929b683a14-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/effb48f5e04427fa5c1d96d65b141851-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cad0937bf0b08af1fda6263bb74fb60f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ff762c0ff5a4a7a9aaafdb834a9f3f2b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/99e36c1fdbb9c26576b0f21b85c44a35-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c0ebd3715915ffe31f92ce57f764fd00-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24d01fa8f26b74fda9f00a280f9ccc19-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e17722524a830531b0e8bb0d66866e8c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f02fb6672e46e16125bb0e184664c87f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bacce0f179af3580bd0696c89d8eb430-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/efe96b2c9a88a909c63316329e386761-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e0c994ab1145a1d16ae9d49674a84ede-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9b13c2dc35037bdeec0332f4c1aca752-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4a8cf5c4ee5ad40d27ccbc5839b57797-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c23a06a60ceca6c7c4f275d0c895f651-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/69e91f0f5d598a9ce307593933fc1ebb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f97de0bf7566b90bf1e9c1d34411e9a2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e73b2d346a146be22ea9a232c464969-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a130cdba3f57b717c81f0811058499ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/55065edf2858335b6d7251d19d2b6a30-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/78fcc465da164ae86bbac7c86434d612-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8caaf10fd0d9dcbac86468ff4624a7d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/acde7869cddc49eea5bba80c8dbf1ab8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3cfc357af359b14ac8ec4f86b9cfbe5f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a3138b384d08ff8fba9c9c87065744ab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aab2eb15069fce36c743ff2258dcd37a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c2d80b22912eabbdb0e908f0ddea4d8d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/051bb12300cbeb74df3426e58d902aed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4ec9004210b750d7bb206b52af58c918-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90afc53371d0a934d0c0d477ff7942a7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ff937a0098fda6005531088572b57791-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0ece2324ef02742a6bce5976f28b6ee1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a19cf8e58609984b66f4c9e9758687ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9c4f343f90ffb29496636ac54f91e1ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ec8ec28ddb32c9da6586bba8f0e81198-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e312a395a5a4600cecd4284431f5e75-p_e.jpg'}]","['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",[],2025-01-17 00:00:00,,,,,,,,,,,,
47.626595--122.35522,47.626595--122.35522,,,q7ybnyk231uj,https://photos.zillowstatic.com/fp/71d639b697f976434d22d9845bc64b95-p_e.jpg,True,"/b/building/47.626595,-122.35522_ll/",FOR_RENT,Vali Hai,,,,"800 1st Ave N, Seattle, WA",800 1st Ave N  # 2b3e3d7a2,Seattle,WA,98109,,,,,"{'latitude': 47.626595, 'longitude': -122.35522}",,{'type': 'TIME_ON_INFO'},,False,,,,,,False,,,,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/71d639b697f976434d22d9845bc64b95-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d0040cf7ff13ea44d6e2a433355ea950-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/64245aebccbc8a51bc696e30eb4a158a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8418924997a8f71ed1d8077bc067f48e-p_e.jpg'}]","['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,"[{'price': '$2,000+', 'beds': '1', 'roomForRent': False}, {'price': '$2,600+', 'beds': '2', 'roomForRent': False}]",,,Vali Hai,True,False,2.0,False,False,,,
