zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,address,addressStreet,addressCity,addressState,addressZipcode,units,lotId,latLong,variableData,isSaved,buildingName,isBuilding,canSaveBuilding,has3DModel,isFeaturedListing,isShowcaseListing,list,relaxed,carouselPhotos,availabilityCount,marketingTreatments,isInstantTourEnabled,isContactable,rawHomeStatusCd,marketingStatusSimplifiedCd,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate,rooms,badgeInfo,zestimate
47.65993--122.349815,47.65993--122.349815,sc8hed34j3bh,https://photos.zillowstatic.com/fp/6cc5fe45d8127fe33e45209a44d9f572-p_e.jpg,True,"/b/building/47.65993,-122.349815_ll/",FOR_RENT,A243 - FREMONT VILLAGE APARTMENTS,"4316 Fremont Ave N, Seattle, WA",4316 Fremont Ave N  # 401,Seattle,WA,98103,"[{'price': '$1,840+', 'beds': '1', 'roomForRent': False}]",2734034268.0,"{'latitude': 47.65993, 'longitude': -122.349815}",{'type': 'TIME_ON_INFO'},False,A243 - FREMONT VILLAGE APARTMENTS,True,False,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/6cc5fe45d8127fe33e45209a44d9f572-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd7655386446cee5d89fe972046420d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6c7951a76af30f15ea22048981591d44-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/22391736e8dd9e92a81f8e01b39612f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a4c98abeb2d50b0098d34ff893a8810b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7bf5c7c73aaf65895805c645935588d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/39125089af517b987e2498135401a3e7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/adcaa98f2e374cde3075c1efaa13c4a5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18d2d38747a4cb106c9e33fb83081e4a-p_e.jpg'}]",2.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,False,,,,,,,,,,,,,,,,,,,,,,,
443269227,443269227,2xapu8ad8fs06,https://photos.zillowstatic.com/fp/47e7e6beb7f7e59a70e1b37e97998e33-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/pickering-place-apartments/5XkfmS/,FOR_RENT,Apartment for rent,"Pickering Place Apartments, 1307 N 43rd St APT 203, Seattle, WA 98103",1307 N 43rd St APT 203,Seattle,WA,98103,,,"{'latitude': 47.659016, 'longitude': -122.34182}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",False,,,,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/47e7e6beb7f7e59a70e1b37e97998e33-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b2b17b9f575a7b7ed55392c78f95bf5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e9721f51256a1bc71dbca682fa936bf5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e9be8cf88c3fcc16d4a266f73ad82ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/86327e7445750cfa8d8c714d1916b72c-p_e.jpg'}]",,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,ForRent,For Rent,$,"$2,095/mo",2095.0,False,1.0,1.0,782.0,False,"{'homeInfo': {'zpid': 443269227, 'streetAddress': '1307 N 43rd St APT 203', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.659016, 'longitude': -122.34182, 'price': 2095.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 782.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 45, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2095.0, 'timeOnZillow': 3937970000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 203', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-10 00:00:00,[],,
47.653152--122.357315,47.653152--122.357315,518d54bhms04a,https://photos.zillowstatic.com/fp/d3328ca3bb9118cb3755d18933664921-p_e.jpg,True,/apartments/seattle-wa/the-waterway-building/ChWxYB/,FOR_RENT,The Waterway Building,"106 N 36th St, Seattle, WA",106 N  36th St # 308,Seattle,WA,98103,"[{'price': '$2,245+', 'beds': '1', 'roomForRent': False}]",2741333477.0,"{'latitude': 47.653152, 'longitude': -122.357315}",{'type': 'TIME_ON_INFO'},False,The Waterway Building,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/d3328ca3bb9118cb3755d18933664921-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b30da320fbbb9411f37b1106202a22b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b51790ead3c63dfcf72433be6f2ab29-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ed38f9b8b8f3061e1526f550c66c15b9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fb52e07091eece3da152e83b0459db51-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6fc6ec4cec96b6e02fcf6d2f12fe0014-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0af61099d06dbda8afb1702292a41d27-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/100162db6fd533158f8d264492b209a0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/46a9f1ce91168b229f7ad2e6c79338ad-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/424056d21e79c56e2695fe5e7b0a0059-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18ecbd0bf8c3ce7d7be0d1d35fc8b9a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4ba026ada3ea0df12f485adc6df9add2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/618f276ad88714d1701cef2a66966a7c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2bb1ac1b54fa4db71aa28deb11066089-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b303551240f58650c057865a27d64250-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a54e626ef57c5cf951a449c553cba402-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4f573527233c12b4b5386a976078deed-p_e.jpg'}]",2.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",
47.662086--122.3237,47.662086--122.3237,5e7gx7hu7wu1c,https://photos.zillowstatic.com/fp/23d38c544c9f6e1104717209322a29cc-p_e.jpg,True,/apartments/seattle-wa/cosmopolitan/5XjR3v/,FOR_RENT,Cosmopolitan,"400 NE 45th St, Seattle, WA",400 NE 45th St   Apt 236,Seattle,WA,98105,"[{'price': '$1,799+', 'beds': '1', 'roomForRent': False}]",1001478802.0,"{'latitude': 47.662086, 'longitude': -122.3237}","{'type': '3D_HOME', 'text': '3D Tour'}",False,Cosmopolitan,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/23d38c544c9f6e1104717209322a29cc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2e3eeb94a665d3c363ebe059f3ad19b4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dc3be9ccacbb011a53c70e3b631ec589-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/43d1da3419512cce00bac0eaad282754-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52ae2f85ef0abeff7f04955dbaadc13e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/edc5a790475bae58bd09046d1f34602a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/232b2d757d7e04fb2768073cc3d2977b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1f15cb2db6f78f3afc71465c28f1df13-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/22b4485560ac2ada294cc707509678ed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a9d06a8a66c3de411f41f36030761e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a75546bc5cae76a51b5eb0cdace0cdb5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/effa3cc58437b17f5503d32996541e63-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ffd4a74d3f7adcc33dbfed3151ca289-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/09fa102ee350a2a942d8563c01c5da22-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9409b8ada77ccbbf8c2b13acc49be71b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/767a7b85056102aafe2b6c867adee80b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74e678187c71e5b17e58f2311b7f3d45-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f6110038b1c03891cf7eb64a4578ede5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2724ebdc1ab075c610cd0416a4b1e908-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/711ea7bbba4289b44a538902f64dcb2a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/88e039e897e82c1f2ad2cd114b6d62e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c7e7395f7e5f31f2fb43bfb50bca5eab-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e5a680ed7541b9175a16b3a63fad801-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d76f472cf64f8b35efd92e3b4eb8db4e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fa3b0118aea42eddb96ee85129bb5592-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/beaeafb4ce180c357b8bf4b6d3f22135-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/77b005da2b4ec37e543449fe496123bd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/25ee6618fd97dcf31273d549573dc25f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e9a3cb526f5c6c3805a193cd4d98cf0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7cf9f9ede422ea4f2ed5737fd485fb4a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d0fceda05b184890cbb88f97315dce73-p_e.jpg'}]",4.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",False,True,,,,,,,,,,,,,,,,,,,,,,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",
47.661026--122.34115,47.661026--122.34115,tuh3w09pjgt8,https://photos.zillowstatic.com/fp/41eb01f0c5bf343af0ea86dd6f06d116-p_e.jpg,True,/apartments/seattle-wa/smith-and-burns/65d67d/,FOR_RENT,Smith and Burns,"4455 Interlake Ave N, Seattle, WA",4455 Interlake Ave N  # 434,Seattle,WA,98103,"[{'price': '$2,036+', 'beds': '1', 'roomForRent': False}]",1150852398.0,"{'latitude': 47.661026, 'longitude': -122.34115}","{'type': '3D_HOME', 'text': '3D Tour'}",False,Smith and Burns,True,True,True,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/41eb01f0c5bf343af0ea86dd6f06d116-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/64bce6ab64ab50be4fc3640ef5a1b7c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/89c916d58beecc8afb23d297dff7ec25-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9243a2954a11e6921be840a2b22c39d3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/59d1dd15695e14cc93ee5c849dbdb77c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e14fd3ff5757e89e3d9314881c6976f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b2d8b75488ec2eddb3faa2c41be51d5a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4dd6180260ec178d821a257f646c9d45-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/16c917ec2f594553a85f76a09cad6ef1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/471423a1781d4ae414e6161e53da5093-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f11fa84a05ea9fe048fac56ff671f78b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/36d8595d31e9fa6ca56e1bba729cfd01-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ce35ec30e52965853790d7a7f305bc6f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a1d2732135dcc5d4bea864fa34f6577d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dc426fa8b0535269a523765198fc73c2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/188a8dd2d3cc1f2e294cec54c52f6da9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b4914d8bd09482763113436e5a8ea612-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/61c921cdbf65e2a6a7adc8a8951664bc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/960fc5c7ff97eff4c720b88950d25a77-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3e19fdee804f91418cd5ff535f49429e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/391361687889e151d1dff99fda0995f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9cbc3276bb410aa9ca660223a11120fd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c13ac106bc391f2349b6b99aee8fb6e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/07da4f5281011cec0e8ec7406f359b93-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5a06e3b8e0dfa63f3d51e916586e187c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74d60887e1a7d54954dfd97c64a69d39-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7ce28c562d80b9361a6a9baecfddc6e9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ab0136e65268aadf7c5bbe5a93159999-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cbb780c91f842c4b2e69ab6888b2272e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ecedee569cc3cb6e98b95287dc789d2b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/74e46664e69807f9c2867a14e4670605-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/95ca4fa7d889134a78ae6c3595ee218a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/31a68429e5c143c0baacba690a79fc27-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f89a23f33fd45646e0850fc3ea2c13e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fae1569490efb75a884e40d5496a710e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f86d262008656652893e3b5a27d74fcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/354eb761a51c8b2ab144248308446640-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e3785c813be4f7089341c166cfb2e0b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/69922546ee3ab1fcf73f4688f6c1dce8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4866ae18b3e87027d46b7e4726afc3fa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/520eefda15a04d7580473cc30e2e8f30-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/61b024260f9d8f5fef9d50b378ef816e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dfede0ab5305da5cdb7da7efbcc83fcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb121675056b9fecb8948af56c7b0cbc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0df8eb7c5c1ed8482d5a7c13971623dd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e6570e93524f38fe9fb9337caa93c237-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bab3a7b22c6bc30f44f28e18f3faa8ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e16827bef10c956f2005baad29682255-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bc1ee2c8b997e4c21c4043bd44714ec-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0fcaa4c475ff11f02e1d266a1360eb57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2156157ff7cafa67c3d8381c82625584-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ad841914df7f039750bfd9ed559b4252-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e426c4679feadfb732f30ff75e3607dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/61b132c9315434e999748bd2b4ac7dc5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8ebdb87d3141ddcb8232a0850b6b842f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c39283965c2148409875ae19f47dc59f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ecc7096d457def025e109bde23d5c843-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b1c7f3ad0ce8896348ab5029e0ab579e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/08e22cf4a578837021f80ff72ca6745d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/790fb99e387c6ca0b7528f09ac1e23ea-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a871f8fde3892454ec34c577caad719e-p_e.jpg'}]",8.0,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",False,True,,,,,,,,,,,,,,,,,,,,,,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",
47.66739--122.37572,47.66739--122.37572,15ybur2sm9aqg,https://photos.zillowstatic.com/fp/479b497e82d218f3a1d408b95c8d22c0-p_e.jpg,True,/apartments/seattle-wa/chinook-ballard/9VWbp9/,FOR_RENT,Chinook Ballard,"1446 NW 53rd St, Seattle, WA",1446 NW 53rd St # 703,Seattle,WA,98107,"[{'price': '$1,483+', 'beds': '1', 'roomForRent': False}]",2118694739.0,"{'latitude': 47.66739, 'longitude': -122.37572}",{'type': 'TIME_ON_INFO'},False,Chinook Ballard,True,True,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/479b497e82d218f3a1d408b95c8d22c0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c3961feee38e2f7cbbdb0036cac2f24f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3b275075917bce4db39bf2287d2afcc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8278777e9a9d879c1b25aa280dc10e4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/710183fd24d140243ec907283a94268d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/565d5ca8616d315f8a7e9c3a6144da38-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9d836f0aa176adfb40e1f2b9e6f60207-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d322bb43b5f12eeebd9eeb2b43b9d091-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1c7cab0bcccaab112d84919cf560e972-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7891d8db1bea128abe87c15bfc889211-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/66a0d5e43250eb86d741269a0259bbc1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f44b809d63abbeba6669f8957de702e1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/780ba2f682ecb00ff044941a5e986445-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9aa461fa42e2cf8643ed4e794fd3539a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4473d91309e04b63791221c87fd3dd0f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/68a7d4832bc1ce204c3c3c6da906a2c4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5a222e0fa070861b873920c88e8be21e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/27c42c0930c9834f004e1943ef100511-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5503e9d6734be3ebb4d5d24b9090ece9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eb5b300dcf2cd8cf92e17d98dfd6dbd3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fab3775497adc2f0c3fd3c07bd555127-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/18e2437a5f3df118bea5e30340ab92f3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7dc1077c87ebade3872bd6f5068a8b20-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cd6dc0d32c8ac3f071f80abb037767b5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3389555a8de57837f3a76578952acb3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/abe1029f68947811a027b4541ea28c8c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dbb81d184d8257bccf8d15b406b93935-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dfec7fa5857933eed2bb39ad14aa5a6f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ce60a14f3e38351e406d9732e8d4a90-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/24847a987413a92bd03c0dcd9d65933b-p_e.jpg'}]",3.0,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",False,True,,,,,,,,,,,,,,,,,,,,,,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",
2060534568,2060534568,9defudejandq,https://photos.zillowstatic.com/fp/a9424b6f50cfb7020fbf592abc11f9a3-p_e.jpg,True,https://www.zillow.com/apartments/seattle-wa/vintage-wallingford/9ggNnr/,FOR_RENT,Apartment for rent,"Vintage Wallingford, 1707 N 45th St APT 5, Seattle, WA 98103",1707 N 45th St APT 5,Seattle,WA,98103,,,"{'latitude': 47.661053, 'longitude': -122.33699}","{'type': 'TIME_ON_INFO', 'text': '24 days ago', 'data': {'isRead': None, 'isFresh': False}}",False,,,,False,True,False,True,False,"[{'url': 'https://photos.zillowstatic.com/fp/a9424b6f50cfb7020fbf592abc11f9a3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1f1917144595b24a3220c4548d56b57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2c874e35bcfd291fef1016479568834c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aafcc593f9afcad25a69870eb1c7ab9d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/02e39e97053a30da62fc1d32e5ed90ea-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dd98141d1399b12983539b62a2a88e1c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a28b947e9485344665e6bb3b86d6497-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/45190c89ac8678392713e7a8d65e6864-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ed037d4cd16a0a540c8d696f4603fcf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6b257e18597481f2ec3c08d7f8418c0b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6107dfde04c4c14a5913f679a1358020-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/defa07713097dfaae2ccec26b1b32a30-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4bb111938e9fad192a8b6dbb8618953c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e3326eb309394f3d4ad3fa0c68335863-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/62efa3a23e19b73da7874b9ba609720e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4591c156cbbb92775fe6e63579a83ee0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7035fae3629c0a0bf28bf47c4888ac22-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ae1103e8a8ede727f04da43a9f1834cf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6842d6a0b3e69e175ac0e554f9f858c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b707bcc2d458934d6634d71fadfc6eaa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d8f0222cbfdf91a998520bf7db9e8565-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0f65f474d5f3ffa1803300b95587e18d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/51e95d401d5a6ee8cfa559b42cb476f6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/95160ef8bd92c400cc55783a62a4b29b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/417714fbd52f07410c7fd451da381b34-p_e.jpg'}]",,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,ForRent,For Rent,$,"$1,700/mo",1700.0,False,1.0,1.0,542.0,False,"{'homeInfo': {'zpid': 2060534568, 'streetAddress': '1707 N 45th St APT 5', 'zipcode': '98103', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.661053, 'longitude': -122.33699, 'price': 1700.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 542.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': 24, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1689, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1700.0, 'timeOnZillow': 2135428000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 5', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,2025-01-06 00:00:00,[],,
